DISTRICT,DPEMSPEC,DPEMSPEP,DPEMSPET,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETATTC,DPETATTD,DPETATTP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP
"'220919",40,5.7,704,821,9.9,8318,1691,20.3,452,5174,8.7,254,3.1,165,2,15,0.2,392,4.7,98,1.2,4006,48.2,8,0.1,2071,24.9,870,10.5,2,0,71,0.9,22,0.3,254,3.1,4312,51.8,0,0,161,1.9,8220,98.8,6,0.1,1022,12.3,670,8.1,69,0.8,462,5.6,5102,61.3,254,3.1,2071,24.9,676,8.1
"'220920",130,16.7,779,722,10.8,6690,97,1.4,963,4954,19.4,1050,15.7,633,9.5,93,1.2,401,6,4061,60.7,3210,48,6,0.1,452,6.8,2916,43.6,13,0.2,31,0.5,26,0.4,897,13.4,3480,52,4,0.1,230,3.4,2629,39.3,16,0.2,3490,52.2,722,10.8,6688,100,327,4.9,2675,40,1050,15.7,452,6.7,733,10.9
"'221801",279,23.8,1172,1304,8.3,15670,1105,7.1,3154,12131,26,1482,9.5,2412,15.4,0,0,648,4.1,5862,37.4,8151,52,33,0.2,0,0,5037,32.1,56,0.4,0,0,66,0.4,1570,10,7519,48,0,0,400,2.6,9808,62.6,21,0.1,4979,31.8,1119,7.1,4966,31.7,773,4.9,6256,39.9,1482,9.5,0,0,1119,7.1
"'221901",432,18.3,2358,680,4.4,15529,208,1.3,2744,12426,22.1,817,5.3,2056,13.2,275,1.5,354,2.3,10602,68.3,7647,49.2,198,1.3,1146,7.4,7128,45.9,800,5.2,350,2.3,39,0.3,804,5.2,7882,50.8,2,0,1176,7.6,4927,31.7,24,0.2,7846,50.5,2281,14.7,5816,37.5,661,4.3,5413,34.9,817,5.2,1146,7.3,2298,14.7
"'221904",28,13.7,204,75,6.9,1094,0,0,171,885,19.3,25,2.3,8,0.7,45,3.7,41,3.7,626,57.2,557,50.9,12,1.1,57,5.2,285,26.1,25,2.3,0,0,7,0.6,25,2.3,537,49.1,0,0,36,3.3,468,42.8,0,0,405,37,197,18,554,50.6,26,2.4,768,70.2,25,2.3,57,5.2,200,18.2
"'221905",8,26.7,30,8,6.1,131,0,0,56,150,37.3,2,1.5,6,4.6,0,0,3,2.3,98,74.8,55,42,0,0,7,5.3,21,16,1,0.8,0,0,0,0,1,0.8,76,58,0,0,6,4.6,33,25.2,4,3.1,50,38.2,27,20.6,131,100,0,0,100,76.3,2,1.5,7,5.3,27,20.6
"'221911",14,8.5,165,94,6.7,1413,1,0.1,122,1052,11.6,6,0.4,15,1.1,1,0.1,43,3,310,21.9,654,46.3,7,0.5,119,8.4,181,12.8,11,0.8,0,0,2,0.1,2,0.1,759,53.7,0,0,134,9.5,1103,78.1,0,0,389,27.5,155,11,341,24.1,31,2.2,1183,83.7,6,0.4,119,8.4,156,11
"'221912",54,15,360,303,6.2,4901,132,2.7,472,3356,14.1,92,1.9,216,4.4,20,0.4,0,0,1041,21.2,2405,49.1,31,0.6,199,4.1,1048,21.4,10,0.2,0,0,12,0.2,94,1.9,2496,50.9,0,0,899,18.3,3860,78.8,13,0.3,1230,25.1,409,8.3,110,2.2,207,4.2,3273,66.8,92,1.9,199,4.1,418,8.5
"'222901",2,9.1,22,4,3.3,121,3,2.5,14,118,11.9,6,5,0,0,0,0,5,4.1,69,57,64,52.9,0,0,8,6.6,74,61.2,0,0,0,0,0,0,6,5,57,47.1,0,0,0,0,52,43,0,0,52,43,27,22.3,121,100,3,2.5,41,33.9,6,5,8,6.6,27,22.3
"'223901",37,19.6,189,71,4.4,1597,5,0.3,260,1109,23.4,128,8,43,2.7,49,2.7,45,2.8,1389,87,753,47.2,21,1.3,62,3.9,1271,79.6,47,2.9,16,1,2,0.1,130,8.1,844,52.8,96,6,28,1.8,208,13,0,0,880,55.1,213,13.3,1597,100,26,1.6,250,15.7,128,8,62,3.9,213,13.3
"'223902",4,12.5,32,26,9.8,265,0,0,35,262,13.4,19,7.2,0,0,1,0.3,16,6,199,75.1,141,53.2,1,0.4,7,2.6,185,69.8,2,0.8,0,0,1,0.4,18,6.8,124,46.8,68,25.7,2,0.8,66,24.9,0,0,139,52.5,31,11.7,265,100,3,1.1,76,28.7,19,7.2,7,2.6,31,11.7
"'223904",2,8,25,16,5.2,307,0,0,43,310,13.9,39,12.7,1,0.3,1,0.3,11,3.6,165,53.7,163,53.1,0,0,17,5.5,134,43.6,4,1.3,6,2,0,0,40,13,144,46.9,12,3.9,8,2.6,142,46.3,0,0,118,38.4,28,9.1,307,100,2,0.7,170,55.4,39,12.7,17,5.5,29,9.4
"'224901",1,9.1,11,31,22.1,140,0,0,40,150,26.7,0,0,2,1.4,2,1.1,13,9.3,64,45.7,68,48.6,0,0,8,5.7,19,13.6,26,18.6,0,0,0,0,0,0,72,51.4,0,0,0,0,76,54.3,0,0,70,50,7,5,140,100,0,0,119,85,0,0,8,5.7,7,5
"'224902",0,0,18,15,9.3,161,0,0,12,140,8.6,0,0,0,0,0,0,12,7.5,88,54.7,81,50.3,0,0,3,1.9,28,17.4,0,0,2,1.2,0,0,0,0,80,49.7,0,0,0,0,73,45.3,0,0,45,28,19,11.8,161,100,5,3.1,128,79.5,0,0,3,1.9,19,11.8
"'225902",76,11.9,640,554,10.5,5298,37,0.7,331,3644,9.1,2795,52.8,585,11,79,1.4,603,11.4,4065,76.7,2614,49.3,22,0.4,416,7.9,3733,70.5,43,0.8,48,0.9,5,0.1,2536,47.9,2684,50.7,7,0.1,24,0.5,1233,23.3,4,0.1,3795,71.6,698,13.2,2945,55.6,101,1.9,833,15.7,2795,52.7,416,7.8,705,13.3
"'225906",6,5.4,112,132,13.3,990,12,1.2,91,801,11.4,179,18.1,17,1.7,2,0.2,99,10,418,42.2,511,51.6,0,0,76,7.7,381,38.5,2,0.2,1,0.1,3,0.3,184,18.6,479,48.4,1,0.1,2,0.2,572,57.8,1,0.1,304,30.7,109,11,988,99.8,28,2.8,548,55.4,179,18,76,7.7,111,11.2
"'225907",8,16.3,49,125,17.9,700,5,0.7,73,595,12.3,264,37.7,12,1.7,11,1.6,102,14.6,431,61.6,335,47.9,1,0.1,18,2.6,374,53.4,12,1.7,10,1.4,0,0,241,34.4,365,52.1,0,0,14,2,269,38.4,0,0,381,54.4,60,8.6,700,100,10,1.4,299,42.7,264,37.7,18,2.6,60,8.6
"'226801",46,15.7,293,208,7.3,2863,27,0.9,756,2897,26.1,107,3.7,267,9.3,0,0,117,4.1,1439,50.3,1472,51.4,17,0.6,0,0,1604,56,5,0.2,14,0.5,8,0.3,114,4,1391,48.6,0,0,100,3.5,1424,49.7,6,0.2,1800,62.9,246,8.6,2863,100,97,3.4,854,29.8,107,3.7,0,0,246,8.6
"'226901",2,3.2,62,19,3.4,563,2,0.4,44,467,9.4,1,0.2,0,0,5,0.9,28,5,164,29.1,261,46.4,0,0,29,5.2,146,25.9,4,0.7,0,0,2,0.4,1,0.2,302,53.6,0,0,13,2.3,399,70.9,0,0,122,21.7,77,13.7,243,43.2,20,3.6,393,69.8,1,0.2,29,5.1,79,14
"'226903",314,18.5,1701,879,6.3,14043,172,1.2,2219,11513,19.3,687,4.9,504,3.6,271,1.7,211,1.5,7775,55.4,6897,49.1,99,0.7,570,4.1,8527,60.7,150,1.1,105,0.7,38,0.3,690,4.9,7146,50.9,22,0.2,849,6,6268,44.6,18,0.1,7024,50,1575,11.2,9888,70.4,361,2.6,4423,31.5,687,4.9,570,4,1622,11.5
"'226905",16,29.6,54,18,5.8,311,1,0.3,15,125,12,8,2.6,8,2.6,1,0.3,14,4.5,152,48.9,146,46.9,2,0.6,13,4.2,94,30.2,0,0,0,0,0,0,8,2.6,165,53.1,0,0,2,0.6,159,51.1,0,0,132,42.4,55,17.7,300,96.5,20,6.4,188,60.5,8,2.6,13,4.2,57,18.2
"'226906",16,15.4,104,105,8.4,1252,5,0.4,60,968,6.2,15,1.2,2,0.2,4,0.3,57,4.6,203,16.2,626,50,2,0.2,99,7.9,251,20,10,0.8,5,0.4,3,0.2,15,1.2,626,50,2,0.2,45,3.6,1049,83.8,0,0,300,24,89,7.1,617,49.3,17,1.4,974,77.8,15,1.2,99,7.9,95,7.6
"'226907",51,21.2,241,60,5.5,1097,1,0.1,177,855,20.7,53,4.8,6,0.5,17,1.3,81,7.4,748,68.2,494,45,1,0.1,64,5.8,493,44.9,7,0.6,0,0,1,0.1,53,4.8,603,55,1,0.1,48,4.4,349,31.8,1,0.1,470,42.8,216,19.7,790,72,21,1.9,574,52.3,53,4.8,64,5.8,218,19.8
"'226908",4,11.8,34,22,8.6,257,1,0.4,31,192,16.1,15,5.8,2,0.8,7,2.6,15,5.8,94,36.6,135,52.5,0,0,11,4.3,79,30.7,0,0,2,0.8,0,0,16,6.2,122,47.5,2,0.8,4,1.6,163,63.4,0,0,27,10.5,28,10.9,256,99.6,5,1.9,170,66.1,15,5.8,11,4.3,28,10.9
"'227506",11,73.3,15,42,15.3,274,16,5.8,108,156,69.2,0,0,12,4.4,0,0,9,3.3,15,5.5,136,49.6,0,0,25,9.1,55,20.1,0,0,0,0,2,0.7,0,0,138,50.4,0,0,24,8.8,259,94.5,0,0,57,20.8,3,1.1,0,0,12,4.4,177,64.6,0,0,25,9.1,3,1.1
"'227803",34,14.7,231,164,8.8,1861,16,0.9,410,1781,23,761,40.9,110,5.9,0,0,96,5.2,1412,75.9,894,48,4,0.2,0,0,1442,77.5,6,0.3,70,3.8,3,0.2,769,41.3,967,52,0,0,6,0.3,449,24.1,0,0,1365,73.3,197,10.6,1861,100,53,2.8,237,12.7,761,40.9,0,0,197,10.6
"'227804",15,12.9,116,138,12.8,1077,127,11.8,83,927,9,245,22.7,154,14.3,0,0,47,4.4,327,30.4,528,49,0,0,0,0,337,31.3,0,0,1,0.1,3,0.3,257,23.9,549,51,0,0,7,0.6,750,69.6,2,0.2,426,39.6,103,9.6,1077,100,61,5.7,393,36.5,245,22.7,0,0,103,9.6
"'227805",3,7.7,39,13,3.7,353,0,0,66,331,19.9,0,0,317,89.8,0,0,0,0,266,75.4,166,47,0,0,0,0,24,6.8,0,0,0,0,0,0,1,0.3,187,53,0,0,0,0,87,24.6,3,0.8,126,35.7,32,9.1,353,100,9,2.5,0,0,0,0,0,0,32,8.9
"'227806",614,85.5,718,91,14.7,618,5,0.8,388,525,73.9,21,3.4,107,17.3,0,0,22,3.6,359,58.1,339,54.9,229,37.1,7,1.1,220,35.6,2,0.3,1,0.2,9,1.5,21,3.4,279,45.1,1,0.2,35,5.7,259,41.9,2,0.3,545,88.2,251,40.6,20,3.2,28,4.5,247,40,21,3.4,7,1.1,251,40.6
"'227814",5,41.7,12,14,3.8,370,79,21.4,89,354,25.1,38,10.3,29,7.8,0,0,1,0.3,32,8.6,193,52.2,0,0,0,0,67,18.1,0,0,0,0,3,0.8,39,10.5,177,47.8,0,0,0,0,338,91.4,1,0.3,76,20.5,8,2.2,0,0,22,5.9,169,45.7,38,10.3,0,0,8,2.2
"'227816",46,13.1,350,190,4.2,4515,970,21.5,730,3764,19.4,2071,45.9,497,11,0,0,120,2.7,2854,63.2,2155,47.7,0,0,414,9.2,2299,50.9,16,0.4,11,0.2,4,0.1,2113,46.8,2360,52.3,1,0,1,0,1661,36.8,2,0,2734,60.6,322,7.1,3842,85.1,91,2,652,14.4,2072,45.9,414,9.2,322,7.1
"'227817",6,10.2,59,35,7.1,496,7,1.4,69,448,15.4,239,48.2,55,11.1,0,0,43,8.7,398,80.2,239,48.2,0,0,9,1.8,390,78.6,6,1.2,0,0,1,0.2,239,48.2,257,51.8,0,0,0,0,98,19.8,0,0,263,53,57,11.5,380,76.6,11,2.2,32,6.5,239,48.2,9,1.8,57,11.5
"'227819",1,2.3,44,20,6.9,290,5,1.7,35,253,13.8,40,13.8,39,13.4,0,0,16,5.5,161,55.5,137,47.2,2,0.7,9,3.1,182,62.8,2,0.7,0,0,0,0,42,14.5,153,52.8,0,0,2,0.7,129,44.5,0,0,102,35.2,45,15.5,99,34.1,13,4.5,51,17.6,40,13.8,9,3.1,45,15.5
"'227820",129,5.6,2309,886,2.8,31187,630,2,2644,23210,11.4,11180,35.8,8087,25.9,3,0,340,1.1,28162,90.3,15330,49.2,96,0.3,0,0,21559,69.1,694,2.2,241,0.8,136,0.4,11528,37,15857,50.8,20,0.1,307,1,3025,9.7,29,0.1,13338,42.8,2675,8.6,30530,97.9,263,0.8,483,1.5,11183,35.8,0,0,2679,8.6
"'227821",4,6.7,60,64,14.8,433,1,0.2,124,433,28.6,2,0.5,6,1.4,0,0,60,13.9,83,19.2,197,45.5,4,0.9,0,0,101,23.3,2,0.5,0,0,2,0.5,2,0.5,236,54.5,0,0,0,0,350,80.8,1,0.2,54,12.5,47,10.9,12,2.8,23,5.3,299,69.1,2,0.5,0,0,47,10.9
"'227824",8,12.7,63,48,4.8,1010,0,0,208,948,21.9,336,33.3,55,5.4,0,0,14,1.4,920,91.1,502,49.7,0,0,0,0,905,89.6,7,0.7,0,0,0,0,336,33.3,508,50.3,0,0,0,0,90,8.9,0,0,584,57.8,88,8.7,0,0,7,0.7,43,4.3,336,33.3,0,0,88,8.7
"'227825",29,14.6,199,107,4.9,2182,6,0.3,202,1473,13.7,1245,57.1,171,7.8,0,0,54,2.5,1999,91.6,1096,50.2,2,0.1,0,0,1924,88.2,0,0,95,4.4,2,0.1,1309,60,1086,49.8,2,0.1,13,0.6,183,8.4,0,0,1534,70.3,207,9.5,2182,100,14,0.6,65,3,1245,57,0,0,208,9.5
"'227826",1,2.7,37,16,3.3,479,11,2.3,75,456,16.4,117,24.4,54,11.3,0,0,9,1.9,239,49.9,250,52.2,0,0,0,0,232,48.4,0,0,0,0,0,0,117,24.4,229,47.8,0,0,1,0.2,240,50.1,0,0,122,25.5,40,8.4,373,77.9,24,5,158,33,117,24.4,0,0,40,8.4
"'227827",1,100,1,0,0,730,19,2.6,436,632,69,153,21,147,20.1,0,0,0,0,674,92.3,479,65.6,0,0,0,0,415,56.8,0,0,33,4.5,4,0.5,153,21,251,34.4,0,0,0,0,56,7.7,2,0.3,730,100,14,1.9,0,0,9,1.2,134,18.4,169,21.6,0,0,15,1.9
"'227829",3,6.4,47,93,8.5,1091,66,6,105,532,19.7,35,3.2,44,4,0,0,54,4.9,220,20.2,568,52.1,0,0,0,0,259,23.7,0,0,1,0.1,1,0.1,37,3.4,523,47.9,0,0,12,1.1,871,79.8,0,0,287,26.3,79,7.2,0,0,73,6.7,648,59.4,35,3.2,0,0,79,7.2
"'227901",2074,18.4,11294,7665,10.3,74725,3400,4.6,12292,64119,19.2,23351,31.2,4940,6.6,823,1,6775,9.1,38786,51.9,36566,48.9,129,0.2,9213,12.3,41091,55,562,0.8,4778,6.4,105,0.1,21089,28.2,38159,51.1,26,0,190,0.3,35939,48.1,63,0.1,35275,47.2,9952,13.3,29459,39.4,2652,3.5,22474,30.1,23366,31.2,9218,12.3,10032,13.4
"'227904",415,13,3183,2287,9,25408,2107,8.3,3589,20618,17.4,5963,23.5,3920,15.4,374,1.3,1191,4.7,12143,47.8,12291,48.4,83,0.3,2005,7.9,12249,48.2,239,0.9,620,2.4,50,0.2,5966,23.5,13117,51.6,0,0,1236,4.9,13265,52.2,49,0.2,13107,51.6,3078,12.1,17995,70.8,1219,4.8,5814,22.9,5963,23.4,2005,7.9,3104,12.2
"'227907",152,14.8,1025,491,5.3,9222,380,4.1,1036,6963,14.9,3948,42.8,1837,19.9,155,1.5,291,3.2,7069,76.7,4542,49.3,45,0.5,882,9.6,6060,65.7,224,2.4,108,1.2,20,0.2,3923,42.5,4680,50.7,0,0,99,1.1,2153,23.3,15,0.2,7105,77,991,10.7,4262,46.2,273,3,637,6.9,3951,42.8,883,9.6,998,10.8
"'227909",41,5.1,804,1030,13,7949,1040,13.1,428,6198,6.9,163,2.1,76,1,24,0.3,491,6.2,261,3.3,3868,48.7,5,0.1,754,9.5,1082,13.6,2,0,134,1.7,11,0.1,171,2.2,4081,51.3,0,0,208,2.6,7688,96.7,7,0.1,785,9.9,777,9.8,139,1.7,413,5.2,5320,66.9,163,2,754,9.5,796,10
"'227910",286,16,1785,621,5.8,10642,99,0.9,1353,8555,15.8,4905,46.1,901,8.5,221,1.8,754,7.1,9461,88.9,5127,48.2,37,0.3,568,5.3,9010,84.7,104,1,323,3,8,0.1,4719,44.3,5515,51.8,4,0,22,0.2,1181,11.1,7,0.1,7754,72.9,1668,15.7,10510,98.8,170,1.6,447,4.2,4908,46.1,568,5.3,1678,15.7
"'227912",31,16.6,187,150,9.3,1613,6,0.4,154,1130,13.6,106,6.6,7,0.4,11,0.6,74,4.6,416,25.8,751,46.6,1,0.1,121,7.5,426,26.4,14,0.9,0,0,9,0.6,106,6.6,862,53.4,0,0,17,1.1,1197,74.2,3,0.2,503,31.2,173,10.7,21,1.3,81,5,1081,67,106,6.5,121,7.4,185,11.4
"'227913",107,9.6,1110,1267,11.5,10970,784,7.1,1641,8573,19.1,704,6.4,192,1.8,24,0.2,469,4.3,1065,9.7,5258,47.9,21,0.2,1030,9.4,2198,20,8,0.1,88,0.8,30,0.3,720,6.6,5712,52.1,1,0,59,0.5,9905,90.3,7,0.1,2026,18.5,1111,10.1,1162,10.6,542,4.9,7217,65.8,704,6.4,1030,9.4,1141,10.4
"'228901",4,3.5,114,45,5.9,761,5,0.7,87,663,13.1,9,1.2,41,5.4,4,0.5,28,3.7,505,66.4,359,47.2,0,0,62,8.1,108,14.2,1,0.1,2,0.3,1,0.1,9,1.2,402,52.8,0,0,1,0.1,256,33.6,1,0.1,116,15.2,115,15.1,761,100,25,3.3,580,76.2,9,1.2,62,8.1,116,15.2
"'228903",24,15.4,156,94,8.1,1161,5,0.4,163,932,17.5,93,8,169,14.6,30,2.3,56,4.8,973,83.8,578,49.8,15,1.3,46,4,306,26.4,6,0.5,2,0.2,0,0,94,8.1,583,50.2,0,0,11,0.9,188,16.2,1,0.1,359,30.9,119,10.2,1161,100,61,5.3,619,53.3,93,8,46,4,119,10.2
"'228904",3,15,20,6,4.3,138,0,0,30,142,21.1,0,0,0,0,0,0,9,6.5,89,64.5,61,44.2,1,0.7,6,4.3,6,4.3,0,0,0,0,0,0,0,0,77,55.8,0,0,0,0,49,35.5,0,0,2,1.4,19,13.8,138,100,0,0,132,95.7,0,0,6,4.3,20,14.4
"'228905",5,14.3,35,14,6.8,205,1,0.5,19,166,11.4,0,0,13,6.3,0,0,17,8.3,123,60,105,51.2,0,0,19,9.3,16,7.8,0,0,0,0,1,0.5,0,0,100,48.8,0,0,0,0,82,40,0,0,50,24.4,41,20,205,100,2,1,172,83.9,0,0,19,9.2,42,20.4
"'229901",12,17.6,68,37,8.5,435,0,0,92,429,21.4,0,0,12,2.8,3,0.6,12,2.8,289,66.4,215,49.4,1,0.2,2,0.5,29,6.7,0,0,0,0,1,0.2,0,0,220,50.6,0,0,1,0.2,146,33.6,1,0.2,119,27.4,46,10.6,435,100,11,2.5,381,87.6,0,0,2,0.5,46,10.6
"'229903",40,16.7,239,139,11.3,1232,8,0.6,157,941,16.7,51,4.1,282,22.9,14,1,99,8,870,70.6,617,50.1,10,0.8,74,6,135,11,14,1.1,0,0,41,3.3,54,4.4,615,49.9,0,0,14,1.1,362,29.4,1,0.1,422,34.3,199,16.2,1231,99.9,70,5.7,695,56.4,51,4.1,74,6,203,16.4
"'229904",40,24.7,162,154,12.2,1266,7,0.6,182,1030,17.7,14,1.1,13,1,7,0.5,91,7.2,791,62.5,573,45.3,1,0.1,72,5.7,69,5.5,0,0,0,0,12,0.9,16,1.3,693,54.7,0,0,0,0,475,37.5,1,0.1,658,52,169,13.3,567,44.8,40,3.2,1124,88.8,14,1.1,72,5.7,170,13.4
"'229905",12,16.9,71,33,9.3,356,4,1.1,81,379,21.4,10,2.8,2,0.6,3,0.7,11,3.1,206,57.9,188,52.8,0,0,5,1.4,29,8.1,9,2.5,2,0.6,2,0.6,10,2.8,168,47.2,0,0,7,2,150,42.1,0,0,164,46.1,53,14.9,356,100,6,1.7,313,87.9,10,2.8,5,1.4,54,15.1
"'229906",5,15.6,32,45,21.3,211,0,0,25,168,14.9,0,0,3,1.4,7,3,19,9,126,59.7,98,46.4,0,0,5,2.4,11,5.2,0,0,0,0,0,0,0,0,113,53.6,0,0,0,0,85,40.3,0,0,83,39.3,23,10.9,203,96.2,9,4.3,188,89.1,0,0,5,2.4,23,10.9
"'230901",19,18.6,102,65,10.1,642,1,0.2,83,530,15.7,26,4,63,9.8,11,1.5,41,6.4,435,67.8,306,47.7,9,1.4,31,4.8,67,10.4,40,6.2,0,0,2,0.3,26,4,336,52.3,0,0,3,0.5,207,32.2,0,0,230,35.8,97,15.1,642,100,53,8.3,456,71,26,4,31,4.8,98,15.2
"'230902",55,22.4,245,211,8.4,2509,9,0.4,298,1842,16.2,231,9.2,237,9.4,32,1.1,124,4.9,2039,81.3,1180,47,38,1.5,111,4.4,544,21.7,105,4.2,7,0.3,14,0.6,236,9.4,1329,53,6,0.2,27,1.1,470,18.7,3,0.1,1173,46.8,240,9.6,1800,71.7,183,7.3,1519,60.5,231,9.2,111,4.4,241,9.6
"'230903",21,16.3,129,106,11.4,928,4,0.4,111,761,14.6,72,7.8,40,4.3,14,1.3,73,7.9,622,67,444,47.8,1,0.1,28,3,179,19.3,4,0.4,7,0.8,4,0.4,74,8,484,52.2,0,0,21,2.3,306,33,1,0.1,471,50.8,124,13.4,928,100,43,4.6,657,70.8,72,7.8,28,3,124,13.4
"'230904",7,28,25,57,18.6,307,4,1.3,56,285,19.6,9,2.9,23,7.5,7,1.9,20,6.5,190,61.9,141,45.9,5,1.6,7,2.3,42,13.7,0,0,3,1,3,1,12,3.9,166,54.1,0,0,9,2.9,117,38.1,0,0,128,41.7,24,7.8,307,100,15,4.9,220,71.7,9,2.9,7,2.3,24,7.8
"'230905",11,13.9,79,106,10.3,1025,6,0.6,135,779,17.3,45,4.4,4,0.4,2,0.2,86,8.4,541,52.8,489,47.7,1,0.1,72,7,184,18,8,0.8,0,0,1,0.1,44,4.3,536,52.3,5,0.5,9,0.9,484,47.2,0,0,426,41.6,79,7.7,717,70,16,1.6,814,79.4,45,4.4,72,7,79,7.7
"'230906",9,13.4,67,134,11.5,1170,2,0.2,114,953,12,13,1.1,79,6.8,9,0.7,63,5.4,469,40.1,551,47.1,17,1.5,50,4.3,132,11.3,1,0.1,0,0,6,0.5,13,1.1,619,52.9,0,0,21,1.8,701,59.9,1,0.1,373,31.9,67,5.7,591,50.5,67,5.7,883,75.5,13,1.1,50,4.3,69,5.9
"'230908",9,18,50,110,15.3,721,2,0.3,71,574,12.4,16,2.2,8,1.1,5,0.6,70,9.7,333,46.2,367,50.9,2,0.3,66,9.2,65,9,8,1.1,0,0,5,0.7,16,2.2,354,49.1,0,0,0,0,388,53.8,0,0,219,30.4,45,6.2,375,52,18,2.5,623,86.4,16,2.2,66,9.2,45,6.2
"'231901",10,17.5,57,32,6.5,493,0,0,107,455,23.5,29,5.9,9,1.8,0,0,30,6.1,336,68.2,260,52.7,0,0,26,5.3,389,78.9,0,0,0,0,3,0.6,30,6.1,233,47.3,0,0,0,0,157,31.8,0,0,236,47.9,51,10.3,493,100,6,1.2,86,17.4,29,5.9,26,5.3,52,10.5
"'231902",1,3.4,29,25,8.7,289,2,0.7,39,286,13.6,25,8.7,0,0,1,0.3,16,5.5,125,43.3,135,46.7,0,0,4,1.4,132,45.7,8,2.8,13,4.5,1,0.3,26,9,154,53.3,0,0,0,0,164,56.7,0,0,130,45,31,10.7,288,99.7,3,1,151,52.2,25,8.7,4,1.4,31,10.7
"'232901",4,10.5,38,44,9.6,456,9,2,59,427,13.8,11,2.4,0,0,2,0.4,9,2,169,37.1,229,50.2,0,0,50,11,264,57.9,0,0,0,0,1,0.2,11,2.4,227,49.8,0,0,0,0,287,62.9,0,0,64,14,48,10.5,454,99.6,0,0,182,39.9,11,2.4,50,11,48,10.5
"'232902",13,16.3,80,42,10,421,0,0,56,340,16.5,21,5,1,0.2,9,1.9,50,11.9,271,64.4,200,47.5,0,0,36,8.6,363,86.2,8,1.9,4,1,0,0,21,5,221,52.5,2,0.5,11,2.6,150,35.6,0,0,208,49.4,75,17.8,421,100,2,0.5,55,13.1,21,4.9,36,8.5,79,18.5
"'232903",76,17.2,442,250,6.1,4108,13,0.3,293,2579,11.4,614,14.9,12,0.3,82,1.8,177,4.3,3276,79.7,2016,49.1,4,0.1,403,9.8,3730,90.8,27,0.7,1,0,2,0,292,7.1,2092,50.9,103,2.5,58,1.4,832,20.3,1,0,2761,67.2,458,11.1,4108,100,14,0.3,336,8.2,616,14.8,403,9.7,473,11.4
"'232904",3,9.7,31,22,10.7,206,1,0.5,41,206,19.9,8,3.9,1,0.5,3,1.2,9,4.4,84,40.8,97,47.1,0,0,10,4.9,53,25.7,0,0,0,0,0,0,8,3.9,109,52.9,0,0,0,0,122,59.2,0,0,20,9.7,21,10.2,206,100,4,1.9,147,71.4,8,3.9,10,4.9,21,10.2
"'233901",134,10.7,1256,921,9.3,9859,35,0.4,806,6143,13.1,1892,19.2,65,0.7,145,1.3,374,3.8,7032,71.3,4886,49.6,2,0,815,8.3,9234,93.7,45,0.5,181,1.8,5,0.1,1705,17.3,4973,50.4,198,2,345,3.5,2827,28.7,2,0,7089,71.9,1277,13,9743,98.8,32,0.3,486,4.9,1892,19.2,815,8.3,1292,13.1
"'233903",2,11.8,17,16,6.9,231,0,0,17,198,8.6,8,3.5,2,0.9,0,0,6,2.6,79,34.2,119,51.5,0,0,14,6.1,138,59.7,0,0,0,0,0,0,8,3.5,112,48.5,0,0,31,13.4,152,65.8,0,0,44,19,21,9.1,231,100,2,0.9,89,38.5,8,3.5,14,6.1,21,9.1
"'234801",27,62.8,43,13,21.3,61,0,0,39,62,62.9,0,0,0,0,0,0,6,9.8,33,54.1,32,52.5,0,0,0,0,12,19.7,12,19.7,0,0,0,0,0,0,29,47.5,0,0,0,0,28,45.9,0,0,56,91.8,15,24.6,61,100,4,6.6,45,73.8,0,0,0,0,15,24.6
"'234902",26,12.9,202,231,10.9,2128,24,1.1,192,1535,12.5,78,3.7,53,2.5,19,0.8,193,9.1,826,38.8,1060,49.8,21,1,111,5.2,305,14.3,12,0.6,5,0.2,12,0.6,78,3.7,1068,50.2,1,0,75,3.5,1302,61.2,0,0,679,31.9,196,9.2,1501,70.5,60,2.8,1674,78.7,78,3.7,111,5.2,202,9.5
"'234903",20,12.7,157,108,11.2,961,2,0.2,83,690,12,19,2,33,3.4,4,0.4,74,7.7,494,51.4,458,47.7,1,0.1,84,8.7,121,12.6,0,0,0,0,1,0.1,20,2.1,503,52.3,0,0,7,0.7,467,48.6,0,0,204,21.2,144,15,432,45,26,2.7,778,81,19,2,84,8.7,146,15.2
