DISTRICT,DPEMSPEC,DPEMSPEP,DPEMSPET,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETATTC,DPETATTD,DPETATTP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP
"'203901",9,7.7,117,52,7.6,685,1,0.1,77,639,12.1,82,12,362,52.8,19,2.4,35,5.1,602,87.9,333,48.6,3,0.4,25,3.6,169,24.7,0,0,4,0.6,0,0,90,13.1,352,51.4,6,0.9,3,0.4,83,12.1,0,0,508,74.2,112,16.4,685,100,32,4.7,121,17.7,82,11.9,25,3.6,114,16.6
"'203902",22,28.9,76,37,10.6,350,0,0,73,318,23,16,4.6,6,1.7,1,0.2,7,2,280,80,178,50.9,4,1.1,33,9.4,33,9.4,3,0.9,0,0,0,0,16,4.6,172,49.1,7,2,5,1.4,70,20,0,0,87,24.9,67,19.1,350,100,15,4.3,296,84.6,16,4.6,33,9.4,68,19.4
"'204901",42,19.5,215,112,7.3,1528,4,0.3,225,1166,19.3,21,1.4,240,15.7,29,1.7,58,3.8,950,62.2,723,47.3,4,0.3,93,6.1,183,12,19,1.2,3,0.2,3,0.2,22,1.4,805,52.7,0,0,16,1,578,37.8,0,0,513,33.6,198,13,1528,100,78,5.1,1020,66.8,21,1.4,93,6.1,203,13.2
"'204904",44,20,220,120,6.2,1924,1,0.1,258,1443,17.9,346,18,77,4,48,2.2,83,4.3,1290,67,913,47.5,7,0.4,111,5.8,722,37.5,92,4.8,4,0.2,2,0.1,363,18.9,1011,52.5,4,0.2,64,3.3,634,33,0,0,1211,62.9,214,11.1,1385,72,110,5.7,1012,52.6,346,17.9,111,5.8,220,11.4
"'205901",22,15.9,138,122,7.4,1639,9,0.5,168,1164,14.4,142,8.7,39,2.4,29,1.6,84,5.1,1263,77.1,819,50,12,0.7,75,4.6,1024,62.5,40,2.4,15,0.9,5,0.3,146,8.9,820,50,0,0,11,0.7,376,22.9,1,0.1,689,42,158,9.6,1639,100,35,2.1,526,32.1,142,8.6,75,4.6,164,10
"'205902",89,16.5,538,400,8.5,4705,103,2.2,565,3558,15.9,201,4.3,67,1.4,63,1.3,368,7.8,2522,53.6,2239,47.6,23,0.5,302,6.4,2723,57.9,7,0.1,56,1.2,18,0.4,217,4.6,2466,52.4,3,0.1,22,0.5,2183,46.4,9,0.2,1679,35.7,527,11.2,1606,34.1,93,2,1692,36,201,4.3,302,6.4,542,11.5
"'205903",34,14.1,241,173,8.4,2052,11,0.5,175,1375,12.7,172,8.4,31,1.5,43,1.8,145,7.1,1504,73.3,1007,49.1,4,0.2,54,2.6,1123,54.7,11,0.5,13,0.6,12,0.6,174,8.5,1045,50.9,3,0.1,45,2.2,548,26.7,4,0.2,1108,54,253,12.3,2052,100,44,2.1,827,40.3,172,8.4,54,2.6,253,12.3
"'205904",16,9.5,168,124,8.3,1503,4,0.3,164,1277,12.8,14,0.9,9,0.6,105,6.2,32,2.1,1282,85.3,687,45.7,12,0.8,61,4.1,1322,88,8,0.5,0,0,2,0.1,21,1.4,816,54.3,17,1.1,4,0.3,221,14.7,0,0,718,47.8,187,12.4,1503,100,9,0.6,157,10.4,14,0.9,61,4.1,188,12.5
"'205905",9,13,69,94,11.2,841,1,0.1,61,625,9.8,27,3.2,6,0.7,10,1.1,50,5.9,567,67.4,422,50.2,0,0,60,7.1,708,84.2,12,1.4,0,0,0,0,27,3.2,419,49.8,0,0,5,0.6,274,32.6,1,0.1,245,29.1,69,8.2,841,100,6,0.7,119,14.1,27,3.2,60,7.1,74,8.7
"'205906",47,14.8,318,207,10,2067,11,0.5,152,1536,9.9,23,1.1,22,1.1,33,1.4,120,5.8,1413,68.4,1022,49.4,8,0.4,119,5.8,1692,81.9,3,0.1,3,0.1,5,0.2,26,1.3,1045,50.6,2,0.1,5,0.2,654,31.6,0,0,1086,52.5,275,13.3,2065,99.9,10,0.5,327,15.8,23,1.1,119,5.7,281,13.5
"'205907",13,10.7,122,83,8.8,940,0,0,86,760,11.3,25,2.7,4,0.4,33,3.1,25,2.7,805,85.6,450,47.9,1,0.1,39,4.1,836,88.9,11,1.2,2,0.2,2,0.2,25,2.7,490,52.1,14,1.5,16,1.7,135,14.4,1,0.1,638,67.9,125,13.3,661,70.3,5,0.5,92,9.8,25,2.7,39,4.1,125,13.3
"'206901",12,14.5,83,69,9.6,721,2,0.3,72,635,11.3,141,19.6,1,0.1,6,0.7,64,8.9,530,73.5,352,48.8,7,1,57,7.9,408,56.6,9,1.2,0,0,0,0,144,20,369,51.2,3,0.4,14,1.9,191,26.5,1,0.1,341,47.3,86,11.9,721,100,6,0.8,303,42,141,19.5,57,7.9,87,12
"'206902",1,4,25,14,12.5,112,0,0,20,102,19.6,2,1.8,0,0,0,0,8,7.1,72,64.3,48,42.9,2,1.8,3,2.7,26,23.2,0,0,0,0,1,0.9,2,1.8,64,57.1,0,0,7,6.3,40,35.7,0,0,17,15.2,18,16.1,112,100,1,0.9,84,75,2,1.8,3,2.7,18,16.1
"'206903",6,42.9,14,17,13.2,129,1,0.8,14,100,14,0,0,6,4.7,1,0.7,10,7.8,76,58.9,60,46.5,5,3.9,3,2.3,23,17.8,1,0.8,0,0,1,0.8,0,0,69,53.5,0,0,0,0,53,41.1,0,0,42,32.6,14,10.9,129,100,2,1.6,96,74.4,0,0,3,2.3,16,12.2
"'207901",1,2.9,34,41,7.9,521,0,0,24,412,5.8,54,10.4,1,0.2,2,0.4,24,4.6,365,70.1,251,48.2,5,1,29,5.6,385,73.9,13,2.5,3,0.6,0,0,54,10.4,270,51.8,4,0.8,23,4.4,156,29.9,0,0,229,44,37,7.1,521,100,9,1.7,126,24.2,54,10.4,29,5.6,37,7.1
"'208901",3,16.7,18,23,8.7,265,0,0,31,228,13.6,14,5.3,7,2.6,0,0,12,4.5,95,35.8,137,51.7,0,0,21,7.9,111,41.9,1,0.4,0,0,1,0.4,14,5.3,128,48.3,0,0,0,0,170,64.2,0,0,136,51.3,19,7.2,265,100,7,2.6,139,52.5,14,5.3,21,7.9,19,7.2
"'208902",37,12.8,290,124,4.8,2608,25,1,192,1548,12.4,306,11.7,47,1.8,43,1.5,58,2.2,1744,66.9,1236,47.4,13,0.5,125,4.8,1713,65.7,25,1,19,0.7,10,0.4,274,10.5,1372,52.6,21,0.8,3,0.1,864,33.1,1,0,1390,53.3,297,11.4,1307,50.1,51,2,761,29.2,306,11.7,125,4.8,297,11.4
"'208903",1,4.8,21,18,6.6,272,0,0,13,242,5.4,7,2.6,2,0.7,0,0,20,7.4,64,23.5,130,47.8,0,0,5,1.8,69,25.4,0,0,0,0,0,0,8,2.9,142,52.2,0,0,0,0,208,76.5,0,0,79,29,21,7.7,0,0,1,0.4,200,73.5,7,2.6,5,1.8,22,8.1
"'209901",5,11.1,45,41,8.2,503,2,0.4,55,441,12.5,14,2.8,13,2.6,4,0.7,18,3.6,212,42.1,246,48.9,6,1.2,16,3.2,78,15.5,8,1.6,0,0,2,0.4,10,2,257,51.1,0,0,13,2.6,291,57.9,1,0.2,223,44.3,51,10.1,503,100,19,3.8,388,77.1,14,2.8,16,3.2,51,10.1
"'209902",6,25,24,14,12,117,0,0,28,104,26.9,0,0,2,1.7,0,0,12,10.3,109,93.2,62,53,0,0,1,0.9,11,9.4,15,12.8,0,0,0,0,0,0,55,47,0,0,0,0,8,6.8,0,0,67,57.3,20,17.1,117,100,1,0.9,103,88,0,0,1,0.8,21,17.8
"'210901",47,14.1,333,167,6.8,2468,75,3,236,1721,13.7,759,30.8,492,19.9,28,1,147,6,1920,77.8,1167,47.3,9,0.4,60,2.4,1107,44.9,9,0.4,12,0.5,6,0.2,776,31.4,1301,52.7,22,0.9,6,0.2,548,22.2,2,0.1,1584,64.2,298,12.1,2468,100,57,2.3,729,29.5,759,30.6,60,2.4,307,12.4
"'210902",20,14.2,141,50,7.5,667,1,0.1,76,523,14.5,44,6.6,32,4.8,3,0.4,74,11.1,388,58.2,343,51.4,4,0.6,33,4.9,99,14.8,4,0.6,0,0,2,0.3,48,7.2,324,48.6,4,0.6,13,1.9,279,41.8,0,0,226,33.9,144,21.6,304,45.6,14,2.1,519,77.8,44,6.6,33,4.9,148,22.1
"'210903",12,11.2,107,46,6,770,3,0.4,90,729,12.3,49,6.4,128,16.6,1,0.1,37,4.8,490,63.6,365,47.4,0,0,36,4.7,105,13.6,0,0,0,0,1,0.1,49,6.4,405,52.6,3,0.4,3,0.4,280,36.4,0,0,307,39.9,106,13.8,770,100,22,2.9,511,66.4,49,6.4,36,4.7,106,13.8
"'210904",7,6.8,103,8,1.6,500,0,0,48,469,10.2,103,20.6,123,24.6,7,1.3,7,1.4,441,88.2,224,44.8,0,0,13,2.6,227,45.4,72,14.4,1,0.2,0,0,103,20.6,276,55.2,1,0.2,0,0,59,11.8,0,0,277,55.4,84,16.8,500,100,13,2.6,137,27.4,103,20.6,13,2.6,84,16.8
"'210905",16,17,94,85,13.1,648,1,0.2,90,644,14,47,7.3,154,23.8,2,0.3,38,5.9,424,65.4,326,50.3,3,0.5,8,1.2,104,16,0,0,0,0,0,0,44,6.8,322,49.7,1,0.2,1,0.2,224,34.6,0,0,181,27.9,91,14,646,99.7,24,3.7,365,56.3,47,7.2,8,1.2,92,14.2
"'210906",0,0,20,4,5.6,71,0,0,11,71,15.5,2,2.8,0,0,0,0,11,15.5,53,74.6,33,46.5,0,0,0,0,7,9.9,0,0,0,0,1,1.4,2,2.8,38,53.5,0,0,0,0,18,25.4,0,0,34,47.9,13,18.3,71,100,3,4.2,60,84.5,2,2.8,0,0,13,18.3
"'211901",0,0,8,4,3.8,104,0,0,27,169,16,33,31.7,0,0,0,0,5,4.8,56,53.8,51,49,0,0,1,1,48,46.2,3,2.9,0,0,0,0,33,31.7,53,51,2,1.9,0,0,48,46.2,0,0,56,53.8,16,15.4,104,100,0,0,56,53.8,33,31.7,1,1,16,15.4
"'211902",7,13,54,12,2.1,575,1,0.2,38,454,8.4,117,20.3,0,0,0,0,7,1.2,356,61.9,280,48.7,0,0,11,1.9,361,62.8,0,0,23,4,2,0.3,121,21,295,51.3,32,5.6,0,0,219,38.1,0,0,332,57.7,56,9.7,575,100,14,2.4,197,34.3,117,20.3,11,1.9,57,9.9
"'212801",13,7,187,301,15.3,1961,78,4,231,1553,14.9,109,5.6,291,14.8,0,0,195,9.9,910,46.4,1010,51.5,0,0,0,0,550,28,0,0,0,0,5,0.3,137,7,951,48.5,0,0,20,1,1051,53.6,2,0.1,544,27.7,184,9.4,1041,53.1,73,3.7,962,49.1,109,5.6,0,0,184,9.4
"'212804",9,15,60,85,10.3,827,39,4.7,155,789,19.6,13,1.6,52,6.3,0,0,59,7.1,314,38,408,49.3,1,0.1,67,8.1,141,17,17,2.1,5,0.6,5,0.6,13,1.6,419,50.7,1,0.1,34,4.1,513,62,1,0.1,260,31.4,53,6.4,258,31.2,39,4.7,550,66.5,13,1.6,67,8.1,53,6.4
"'212901",10,10.8,93,96,11,875,4,0.5,103,710,14.5,24,2.7,108,12.3,11,1.2,62,7.1,487,55.7,424,48.5,6,0.7,60,6.9,112,12.8,9,1,0,0,1,0.1,26,3,451,51.5,0,0,2,0.2,388,44.3,0,0,264,30.2,99,11.3,875,100,64,7.3,586,67,24,2.7,60,6.8,100,11.4
"'212902",31,9.6,322,317,11.9,2662,9,0.3,179,1533,11.7,64,2.4,93,3.5,33,1.2,130,4.9,915,34.4,1320,49.6,13,0.5,157,5.9,207,7.8,3,0.1,0,0,6,0.2,66,2.5,1342,50.4,0,0,32,1.2,1747,65.6,2,0.1,855,32.1,324,12.2,1444,54.2,73,2.7,2272,85.3,64,2.4,157,5.9,334,12.5
"'212903",63,11.6,544,419,10.2,4128,57,1.4,345,2680,12.9,152,3.7,241,5.8,38,0.8,249,6,1691,41,2035,49.3,28,0.7,333,8.1,713,17.3,24,0.6,15,0.4,30,0.7,155,3.8,2093,50.7,0,0,165,4,2437,59,2,0,1330,32.2,628,15.2,4128,100,183,4.4,2902,70.3,152,3.7,333,8,643,15.5
"'212904",25,20.3,123,127,12.5,1019,3,0.3,130,849,15.3,41,4,123,12.1,14,1.2,60,5.9,525,51.5,491,48.2,7,0.7,78,7.7,134,13.2,3,0.3,0,0,3,0.3,41,4,528,51.8,0,0,10,1,494,48.5,2,0.2,570,55.9,120,11.8,1019,100,33,3.2,721,70.8,41,4,78,7.6,124,12.1
"'212905",336,20.2,1662,1866,10.5,17705,240,1.4,2884,14652,19.7,4165,23.5,4813,27.2,528,2.7,1274,7.2,13533,76.4,8621,48.7,36,0.2,1758,9.9,8425,47.6,183,1,80,0.5,52,0.3,4253,24,9084,51.3,0,0,151,0.9,4172,23.6,5,0,11223,63.4,1637,9.2,17705,100,488,2.8,3682,20.8,4165,23.5,1758,9.9,1649,9.3
"'212906",66,11.2,588,594,12.3,4811,151,3.1,653,3454,18.9,200,4.2,623,12.9,49,0.9,406,8.4,2248,46.7,2340,48.6,43,0.9,420,8.7,740,15.4,43,0.9,34,0.7,8,0.2,213,4.4,2471,51.4,0,0,131,2.7,2563,53.3,5,0.1,1844,38.3,563,11.7,2138,44.4,233,4.8,3051,63.4,200,4.2,420,8.7,570,11.8
"'212909",68,14.6,466,367,10.8,3413,19,0.6,334,2205,15.1,819,24,585,17.1,115,3,288,8.4,2622,76.8,1642,48.1,23,0.7,228,6.7,1755,51.4,48,1.4,14,0.4,3,0.1,823,24.1,1771,51.9,0,0,16,0.5,791,23.2,2,0.1,2339,68.5,445,13,1804,52.9,133,3.9,916,26.8,820,24,228,6.7,447,13.1
"'212910",28,18.9,148,140,13.3,1049,7,0.7,184,892,20.6,180,17.2,177,16.9,40,3.2,97,9.2,819,78.1,516,49.2,16,1.5,39,3.7,366,34.9,2,0.2,2,0.2,1,0.1,182,17.3,533,50.8,0,0,0,0,230,21.9,2,0.2,668,63.7,140,13.3,0,0,36,3.4,460,43.9,180,17.1,39,3.7,144,13.7
"'213801",443,98.2,451,28,13.5,207,3,1.4,193,219,88.1,6,2.9,30,14.5,0,0,10,4.8,112,54.1,117,56.5,3,1.4,0,0,58,28,0,0,0,0,1,0.5,6,2.9,90,43.5,0,0,8,3.9,95,45.9,0,0,156,75.4,41,19.8,207,100,5,2.4,110,53.1,6,2.9,0,0,41,19.8
"'213901",16,10.2,157,209,10.9,1914,18,0.9,171,1400,12.2,181,9.5,13,0.7,9,0.4,108,5.6,856,44.7,951,49.7,7,0.4,142,7.4,540,28.2,13,0.7,27,1.4,14,0.7,181,9.5,963,50.3,0,0,124,6.5,1058,55.3,0,0,786,41.1,168,8.8,474,24.8,52,2.7,1277,66.7,181,9.4,142,7.4,175,9.1
"'214901",92,9,1021,454,4.5,9989,16,0.2,533,7999,6.7,7746,77.5,2,0,109,1,488,4.9,9397,94.1,4942,49.5,13,0.1,1981,19.8,9960,99.7,11,0.1,34,0.3,1,0,7746,77.5,5047,50.5,944,9.5,23,0.2,592,5.9,0,0,8006,80.1,1042,10.4,9989,100,0,0,10,0.1,7749,77.5,1981,19.8,1044,10.4
"'214902",2,5.9,34,13,6.6,197,0,0,10,173,5.8,36,18.3,0,0,0,0,1,0.5,196,99.5,99,50.3,0,0,7,3.6,197,100,0,0,2,1,0,0,36,18.3,98,49.7,0,0,9,4.6,1,0.5,0,0,42,21.3,31,15.7,197,100,0,0,0,0,36,18.3,7,3.6,31,15.7
"'214903",58,12.1,479,599,9.9,6049,0,0,331,4859,6.8,4822,79.7,0,0,24,0.4,50,0.8,5168,85.4,3005,49.7,1,0,587,9.7,6030,99.7,0,0,36,0.6,0,0,4827,79.8,3044,50.3,94,1.6,0,0,881,14.6,0,0,5092,84.2,508,8.4,6049,100,2,0,17,0.3,4825,79.6,587,9.7,518,8.5
"'215901",21,12.1,174,122,8.7,1402,15,1.1,97,833,11.6,106,7.6,18,1.3,23,1.5,113,8.1,884,63.1,688,49.1,0,0,79,5.6,483,34.5,74,5.3,5,0.4,20,1.4,113,8.1,714,50.9,0,0,0,0,518,36.9,2,0.1,674,48.1,190,13.6,658,46.9,23,1.6,841,60,106,7.6,79,5.6,190,13.6
"'216901",9,16.7,54,26,7.7,338,1,0.3,44,320,13.8,31,9.2,2,0.6,0,0,15,4.4,136,40.2,175,51.8,3,0.9,9,2.7,140,41.4,3,0.9,0,0,0,0,30,8.9,163,48.2,0,0,2,0.6,202,59.8,0,0,136,40.2,64,18.9,324,95.9,5,1.5,190,56.2,31,9.2,9,2.7,64,18.9
"'217901",3,12,25,18,8.5,212,5,2.4,24,196,12.2,4,1.9,2,0.9,0,0,11,5.2,122,57.5,112,52.8,0,0,13,6.1,58,27.4,17,8,0,0,0,0,4,1.9,100,47.2,0,0,2,0.9,90,42.5,0,0,118,55.7,24,11.3,103,48.6,1,0.5,146,68.9,4,1.9,13,6.1,25,11.7
"'218901",6,7.1,84,9,1.3,695,2,0.3,80,549,14.6,107,15.4,0,0,0,0,25,3.6,388,55.8,321,46.2,3,0.4,5,0.7,527,75.8,4,0.6,6,0.9,0,0,108,15.5,374,53.8,1,0.1,0,0,307,44.2,0,0,384,55.3,64,9.2,695,100,3,0.4,163,23.5,109,15.6,5,0.7,68,9.7
"'219901",0,0,22,31,11.5,269,0,0,28,239,11.7,11,4.1,2,0.7,0,0,15,5.6,100,37.2,115,42.8,1,0.4,5,1.9,44,16.4,0,0,0,0,0,0,11,4.1,154,57.2,0,0,0,0,169,62.8,0,0,87,32.3,30,11.2,269,100,4,1.5,219,81.4,11,4.1,5,1.9,30,11.2
"'219903",20,17.2,116,83,8.8,947,0,0,119,781,15.2,75,7.9,70,7.4,18,1.7,49,5.2,791,83.5,455,48,7,0.7,31,3.3,637,67.3,14,1.5,4,0.4,1,0.1,77,8.1,492,52,0,0,3,0.3,156,16.5,1,0.1,492,52,118,12.5,945,99.8,14,1.5,224,23.7,75,7.9,31,3.3,121,12.7
"'219905",0,0,25,29,10.5,277,0,0,33,242,13.6,15,5.4,19,6.9,0,0,29,10.5,198,71.5,122,44,0,0,7,2.5,152,54.9,0,0,0,0,0,0,15,5.4,155,56,0,0,0,0,79,28.5,4,1.4,165,59.6,25,9,277,100,1,0.4,101,36.5,15,5.4,7,2.5,25,9
"'220801",2,7.4,27,6,1.5,391,20,5.1,50,376,13.3,6,1.5,38,9.7,0,0,0,0,84,21.5,209,53.5,0,0,0,0,90,23,0,0,0,0,1,0.3,6,1.5,182,46.5,0,0,1,0.3,307,78.5,1,0.3,14,3.6,23,5.9,0,0,40,10.2,201,51.4,6,1.5,0,0,23,5.9
"'220802",6,9.2,65,131,8.5,1542,195,12.6,108,1062,10.2,102,6.6,329,21.3,0,0,24,1.6,317,20.6,812,52.7,1,0.1,0,0,324,21,0,0,0,0,2,0.1,102,6.6,730,47.3,0,0,18,1.2,1225,79.4,1,0.1,321,20.8,59,3.8,68,4.4,102,6.6,589,38.2,102,6.6,0,0,59,3.8
"'220809",2,6.3,32,60,9.4,635,27,4.3,73,417,17.5,26,4.1,103,16.2,0,0,24,3.8,90,14.2,491,77.3,0,0,280,44.1,130,20.5,0,0,0,0,0,0,20,3.1,144,22.7,0,0,11,1.7,545,85.8,0,0,61,9.6,32,5,38,6,45,7.1,330,52,26,4.1,280,44.1,32,5
"'220810",2,4.3,46,106,12.3,865,154,17.8,97,823,11.8,12,1.4,52,6,0,0,38,4.4,15,1.7,432,49.9,0,0,0,0,127,14.7,0,0,4,0.5,4,0.5,12,1.4,433,50.1,0,0,37,4.3,850,98.3,0,0,23,2.7,43,5,0,0,57,6.6,471,54.5,12,1.4,0,0,43,5
"'220811",0,0,14,3,1.4,220,2,0.9,54,215,25.1,65,29.5,102,46.4,0,0,1,0.5,162,73.6,109,49.5,0,0,12,5.5,86,39.1,0,0,0,0,0,0,65,29.5,111,50.5,0,0,0,0,58,26.4,0,0,128,58.2,12,5.5,219,99.5,9,4.1,21,9.5,65,29.5,12,5.5,12,5.5
"'220814",3,10.7,28,10,3.5,287,22,7.7,109,278,39.2,35,12.2,68,23.7,0,0,7,2.4,64,22.3,208,72.5,0,0,232,80.8,90,31.4,0,0,0,0,0,0,37,12.9,79,27.5,0,0,13,4.5,223,77.7,0,0,40,13.9,16,5.6,0,0,21,7.3,86,30,35,12.2,232,80.8,16,5.6
"'220815",2,3.4,59,46,6,763,18,2.4,184,734,25.1,68,8.9,431,56.5,0,0,22,2.9,462,60.6,398,52.2,2,0.3,68,8.9,205,26.9,24,3.1,20,2.6,3,0.4,71,9.3,365,47.8,0,0,13,1.7,301,39.4,4,0.5,105,13.8,61,8,763,100,42,5.5,60,7.9,68,8.9,68,8.9,61,8
"'220817",31,13.7,227,175,5.7,3058,139,4.5,714,2706,26.4,387,12.7,1293,42.3,0,0,95,3.1,1554,50.8,1565,51.2,9,0.3,173,5.7,928,30.3,0,0,2,0.1,7,0.2,438,14.3,1493,48.8,0,0,16,0.5,1504,49.2,6,0.2,983,32.1,197,6.4,3058,100,114,3.7,571,18.7,387,12.7,173,5.7,197,6.4
"'220819",18,10.2,177,178,11.2,1588,39,2.5,434,1545,28.1,98,6.2,252,15.9,0,0,116,7.3,414,26.1,875,55.1,0,0,131,8.2,449,28.3,0,0,0,0,3,0.2,103,6.5,713,44.9,1,0.1,134,8.4,1174,73.9,2,0.1,337,21.2,149,9.4,915,57.6,90,5.7,753,47.4,98,6.2,131,8.2,149,9.4
"'220901",1140,18.4,6185,2393,4.2,56783,3277,5.8,9148,46140,19.8,16656,29.3,14636,25.8,1051,1.6,1432,2.5,42218,74.3,27601,48.6,106,0.2,5665,10,26728,47.1,1455,2.6,1241,2.2,263,0.5,16791,29.6,29182,51.4,0,0,568,1,14565,25.7,104,0.2,33877,59.7,4785,8.4,35292,62.2,1591,2.8,10184,17.9,16658,29.3,5667,10,4799,8.4
"'220902",427,16.5,2587,2184,9.6,22673,1093,4.8,3176,18330,17.3,5048,22.3,2118,9.3,304,1.2,1744,7.7,13531,59.7,10952,48.3,55,0.2,1915,8.4,9998,44.1,148,0.7,478,2.1,92,0.4,5093,22.5,11721,51.7,3,0,12,0.1,9142,40.3,88,0.4,11819,52.1,2545,11.2,12094,53.3,813,3.6,8471,37.4,5048,22.2,1916,8.4,2598,11.4
"'220904",125,18.8,665,350,6.2,5644,42,0.7,1162,4300,27,1904,33.7,1945,34.5,74,1.1,200,3.5,5381,95.3,2747,48.7,16,0.3,204,3.6,3289,58.3,103,1.8,74,1.3,7,0.1,1749,31,2897,51.3,5,0.1,56,1,263,4.7,6,0.1,4548,80.6,606,10.7,5644,100,135,2.4,220,3.9,1904,33.7,204,3.6,610,10.8
"'220905",1811,20,9047,4561,5.9,76754,1322,1.7,13456,63577,21.2,26712,34.8,16154,21,488,0.5,2917,3.8,65592,85.5,37773,49.2,32,0,9810,12.8,49373,64.3,1090,1.4,1616,2.1,105,0.1,27243,35.5,38981,50.8,23,0,1906,2.5,11162,14.5,47,0.1,54210,70.6,7953,10.4,74404,96.9,1329,1.7,8424,11,26715,34.8,9811,12.8,8027,10.4
"'220906",128,9.6,1339,1191,8.6,13890,1417,10.2,1523,11135,13.7,1573,11.3,892,6.4,66,0.4,802,5.8,3382,24.3,7072,50.9,5,0,2838,20.4,3397,24.5,280,2,286,2.1,48,0.3,1385,10,6818,49.1,0,0,903,6.5,10508,75.7,25,0.2,3154,22.7,1321,9.5,4702,33.9,744,5.4,7367,53,1575,11.3,2838,20.4,1361,9.8
"'220907",485,11.9,4073,4133,12.1,34279,2944,8.6,3576,25270,14.2,3097,9,3290,9.6,196,0.5,2882,8.4,9521,27.8,16754,48.9,47,0.1,2969,8.7,8219,24,206,0.6,354,1,147,0.4,3263,9.5,17525,51.1,3,0,1758,5.1,24758,72.2,75,0.2,10645,31.1,3842,11.2,7250,21.1,1973,5.8,17631,51.4,3097,9,2969,8.7,3873,11.3
"'220908",413,11.2,3694,2303,6.6,35063,2772,7.9,3356,24508,13.7,3900,11.1,10997,31.4,321,0.9,1352,3.9,14635,41.7,17016,48.5,93,0.3,2414,6.9,9234,26.3,124,0.4,449,1.3,110,0.3,3769,10.7,18047,51.5,0,0,979,2.8,20428,58.3,47,0.1,11635,33.2,3640,10.4,14783,42.2,1723,4.9,10180,29,3901,11.1,2414,6.9,3701,10.5
"'220910",76,19.2,396,204,6.2,3309,51,1.5,477,2097,22.7,708,21.4,712,21.5,92,2.3,86,2.6,2971,89.8,1641,49.6,4,0.1,137,4.1,1888,57.1,17,0.5,77,2.3,22,0.7,729,22,1668,50.4,0,0,103,3.1,338,10.2,4,0.1,1881,56.8,356,10.8,3309,100,83,2.5,549,16.6,708,21.4,137,4.1,358,10.8
"'220912",306,17.1,1788,1275,8.1,15717,641,4.1,2892,11349,25.5,2723,17.3,7310,46.5,229,1.3,888,5.6,11813,75.2,7602,48.4,58,0.4,1155,7.3,5195,33.1,31,0.2,67,0.4,50,0.3,2670,17,8115,51.6,3,0,330,2.1,3904,24.8,33,0.2,8098,51.5,1804,11.5,15717,100,634,4,1854,11.8,2723,17.3,1155,7.3,1818,11.6
"'220914",55,20,275,342,11.9,2878,119,4.1,333,2060,16.2,284,9.9,725,25.2,35,1.1,191,6.6,1398,48.6,1366,47.5,38,1.3,254,8.8,764,26.5,16,0.6,28,1,5,0.2,284,9.9,1512,52.5,0,0,132,4.6,1480,51.4,13,0.5,1092,37.9,258,9,2877,100,162,5.6,1090,37.9,284,9.8,254,8.8,265,9.2
"'220915",126,15,838,690,10.3,6668,33,0.5,930,4787,19.4,423,6.3,82,1.2,110,1.5,348,5.2,3076,46.1,3203,48,16,0.2,311,4.7,1657,24.9,129,1.9,25,0.4,21,0.3,436,6.5,3465,52,0,0,171,2.6,3592,53.9,10,0.1,2334,35,863,12.9,3646,54.7,261,3.9,4604,69,423,6.3,311,4.7,880,13.2
"'220916",492,18.4,2679,1645,7.2,22884,1813,7.9,4157,18694,22.2,3939,17.2,4733,20.7,182,0.7,1136,5,11704,51.1,10994,48,30,0.1,1531,6.7,7109,31.1,499,2.2,1145,5,74,0.3,4044,17.7,11890,52,2,0,499,2.2,11180,48.9,620,2.7,9996,43.7,2480,10.8,10111,44.2,1307,5.7,7228,31.6,3942,17.2,1531,6.7,2552,11.1
"'220917",98,20.6,475,212,5.9,3616,9,0.2,498,2875,17.3,1318,36.4,66,1.8,99,2.5,125,3.5,3080,85.2,1744,48.2,6,0.2,221,6.1,2985,82.5,8,0.2,54,1.5,8,0.2,1308,36.2,1872,51.8,0,0,37,1,536,14.8,9,0.2,2516,69.6,458,12.7,3616,100,37,1,502,13.9,1318,36.4,221,6.1,459,12.7
"'220918",438,17.6,2484,1648,7.8,21155,950,4.5,2814,15931,17.7,2546,12,3156,14.9,220,1,674,3.2,8955,42.3,10162,48,54,0.3,1460,6.9,8235,38.9,163,0.8,154,0.7,69,0.3,2649,12.5,10993,52,0,0,1331,6.3,12200,57.7,56,0.3,9454,44.7,2398,11.3,6490,30.7,958,4.5,7731,36.5,2548,12,1460,6.9,2486,11.7
