DISTRICT,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETG9XC,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETVHSC,DPETVHSP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTG9XC,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP,DPNTVHSC,DPNTVHSP
"117907",8,7.6,105,2,1.9,1,1,0,0,0,0,7,6.7,43,41,56,53.3,1,1,6,7,6.7,21,20,1,1,0,0,0,0,1,1,49,46.7,0,0,7,6.7,62,59,0,0,28,26.7,8,7.6,0,0,6,5.7,0,0,1,1,76,72.4,1,1,6,7,6.7,8,7.6,0,0
"118902",28,9.6,292,1,0.3,2,0.7,1,0.3,3,1,10,3.4,104,35.6,137,46.9,0,0,96,27,9.2,87,29.8,12,4.1,0,0,1,0.3,2,0.7,155,53.1,0,0,12,4.1,188,64.4,0,0,90,30.8,29,9.9,292,100,5,1.7,91,94.8,109,37.3,197,67.5,2,0.7,96,27,9.2,32,10.8,91,94.8
"119901",24,9.4,256,2,0.8,8,3.1,0,0,1,0.4,10,3.9,140,54.7,145,56.6,0,0,69,14,5.5,25,9.8,2,0.8,0,0,3,1.2,8,3.1,111,43.4,0,0,0,0,116,45.3,0,0,94,36.7,27,10.5,256,100,3,1.2,60,87,86,33.6,223,87.1,8,3.1,69,14,5.5,27,10.5,60,87
"119902",115,10.9,1054,10,0.9,164,15.6,9,0.9,7,0.6,90,8.5,723,68.6,468,44.4,2,0.2,277,47,4.5,337,32,17,1.6,7,0.7,5,0.5,68,6.5,586,55.6,0,0,3,0.3,331,31.4,0,0,450,42.7,116,11,777,73.7,21,2,275,99.3,363,34.4,672,63.8,164,15.5,277,47,4.4,120,11.3,275,99.3
"119903",29,9.1,318,0,0,6,1.9,0,0,5,1.4,26,8.2,203,63.8,137,43.1,1,0.3,88,17,5.3,51,16,1,0.3,0,0,0,0,6,1.9,181,56.9,0,0,0,0,115,36.2,1,0.3,144,45.3,45,14.2,172,54.1,9,2.8,88,100,134,42.1,257,80.8,6,1.9,88,17,5.3,46,14.4,88,100
"120901",130,8.3,1575,32,2,141,9,210,13.3,33,1.9,82,5.2,993,63,767,48.7,5,0.3,445,122,7.7,675,42.9,21,1.3,0,0,1,0.1,153,9.7,808,51.3,10,0.6,2,0.1,582,37,0,0,593,37.7,183,11.6,1572,99.8,42,2.7,353,79.3,420,26.7,615,39,141,8.9,445,122,7.7,191,12.1,353,79.3
"120902",44,6,738,1,0.1,82,11.1,20,2.7,9,1.1,3,0.4,430,58.3,396,53.7,0,0,219,39,5.3,420,56.9,0,0,0,0,0,0,83,11.2,342,46.3,3,0.4,1,0.1,308,41.7,0,0,347,47,55,7.5,344,46.6,9,1.2,191,87.2,209,28.3,288,39,82,11.1,220,39,5.3,57,7.7,191,86.8
"120905",115,9.8,1174,0,0,34,2.9,9,0.8,10,0.8,87,7.4,398,33.9,601,51.2,2,0.2,351,89,7.6,361,30.7,0,0,0,0,2,0.2,34,2.9,573,48.8,0,0,1,0.1,776,66.1,0,0,248,21.1,117,10,595,50.7,16,1.4,39,11.1,288,24.5,786,67,34,2.9,351,89,7.6,120,10.2,39,11.1
"121902",63,16.2,388,0,0,0,0,8,2.1,11,2.5,63,16.2,255,65.7,187,48.2,2,0.5,112,1,0.3,11,2.8,0,0,0,0,0,0,0,0,201,51.8,0,0,3,0.8,133,34.3,0,0,119,30.7,51,13.1,386,99.5,14,3.6,80,71.4,101,26,355,91.5,0,0,112,1,0.3,51,13.1,80,71.4
"121903",214,14.2,1504,3,0.2,10,0.7,64,4.3,12,0.7,58,3.9,631,42,757,50.3,3,0.2,450,104,6.9,49,3.3,33,2.2,1,0.1,3,0.2,10,0.7,747,49.7,0,0,6,0.4,873,58,0,0,684,45.5,191,12.7,705,46.9,41,2.7,448,99.6,551,36.6,1344,89.4,10,0.7,450,105,6.9,199,13.2,448,99.6
"121904",295,12.8,2309,8,0.3,200,8.7,869,37.6,130,5,94,4.1,1864,80.7,1126,48.8,18,0.8,694,135,5.8,448,19.4,93,4,14,0.6,4,0.2,207,9,1183,51.2,2,0.1,45,1.9,445,19.3,3,0.1,1465,63.4,276,12,2309,100,85,3.7,613,88.3,642,27.8,892,38.6,200,8.7,694,135,5.8,279,12.1,613,88.3
"121905",209,14.1,1483,4,0.3,40,2.7,121,8.2,15,0.9,60,4,971,65.5,711,47.9,14,0.9,391,81,5.5,125,8.4,27,1.8,0,0,2,0.1,40,2.7,772,52.1,0,0,0,0,512,34.5,1,0.1,632,42.6,139,9.4,757,51,78,5.3,384,98.2,481,32.4,1152,77.7,40,2.7,393,81,5.5,141,9.5,384,97.7
"121906",65,14.7,441,0,0,6,1.4,0,0,1,0.2,56,12.7,140,31.7,209,47.4,0,0,136,1,0.2,15,3.4,0,0,0,0,0,0,6,1.4,232,52.6,0,0,0,0,301,68.3,0,0,50,11.3,66,15,210,47.6,17,3.9,129,94.9,171,38.8,409,92.7,6,1.4,136,1,0.2,68,15.3,129,94.9
"122901",12,5.4,224,0,0,31,13.8,0,0,0,0,4,1.8,94,42,109,48.7,0,0,77,35,15.6,137,61.2,0,0,13,5.8,0,0,31,13.8,115,51.3,0,0,0,0,130,58,0,0,116,51.8,30,13.4,224,100,2,0.9,33,42.9,59,26.3,85,37.9,31,13.8,77,35,15.6,30,13.4,33,42.9
"122902",0,0,40,2,5,7,17.5,0,0,0,0,0,0,27,67.5,23,57.5,0,0,8,0,0,25,62.5,0,0,0,0,0,0,7,17.5,17,42.5,0,0,0,0,13,32.5,0,0,8,20,2,5,40,100,2,5,4,50,18,45,11,27.5,7,17.5,8,0,0,2,5,4,50
"123803",0,0,463,0,0,0,0,419,90.5,0,0,0,0,439,94.8,239,51.6,0,0,83,0,0,26,5.6,1,0.2,0,0,2,0.4,0,0,224,48.4,0,0,1,0.2,24,5.2,0,0,170,36.7,15,3.2,460,99.4,6,1.3,6,7.2,68,14.7,10,2.2,0,0,83,0,0,15,3.2,6,7.2
"123805",11,2.4,458,3,0.7,265,57.9,83,18.1,0,0,12,2.6,412,90,247,53.9,4,0.9,0,16,3.5,354,77.3,19,4.1,11,2.4,0,0,266,58.1,211,46.1,0,0,2,0.4,46,10,0,0,319,69.7,40,8.7,458,100,2,0.4,0,0,0,0,16,3.5,265,57.9,0,16,3.5,40,8.7,0,.
"123807",15,0.8,1943,9,0.5,1343,69.1,325,16.7,0,0,26,1.3,1768,91,1016,52.3,0,0,425,0,0,1567,80.6,0,0,13,0.7,2,0.1,896,46.1,927,47.7,35,1.8,4,0.2,175,9,0,0,962,49.5,74,3.8,1942,99.9,15,0.8,240,56.5,499,25.7,25,1.3,1343,69.1,425,0,0,74,3.8,240,56.5
"123905",402,7.7,5196,340,6.5,443,8.5,483,9.3,98,1.8,200,3.8,2317,44.6,2497,48.1,9,0.2,1446,231,4.4,1423,27.4,163,3.1,9,0.2,26,0.5,463,8.9,2699,51.9,4,0.1,16,0.3,2879,55.4,4,0.1,1765,34,599,11.5,2289,44.1,121,2.3,800,55.3,1206,23.2,2799,53.9,444,8.5,1448,231,4.4,613,11.7,800,55.2
"123907",571,7,8156,255,3.1,1965,24.1,3401,41.7,209,2.3,285,3.5,6350,77.9,3851,47.2,6,0.1,1989,305,3.7,3991,48.9,122,1.5,214,2.6,203,2.5,2181,26.7,4305,52.8,209,2.6,4,0,1806,22.1,1,0,4108,50.4,801,9.8,7164,87.8,77,0.9,1126,56.6,1574,19.3,228,2.8,1965,23.6,1989,305,3.7,809,9.7,1126,56.6
"123908",328,6.3,5179,294,5.7,314,6.1,160,3.1,65,1.2,161,3.1,1980,38.2,2551,49.3,2,0,1496,551,10.6,1457,28.1,13,0.3,70,1.4,9,0.2,319,6.2,2628,50.7,1,0,1,0,3199,61.8,0,0,1928,37.2,500,9.7,1935,37.4,140,2.7,975,65.2,1467,28.3,3119,60.2,314,6.1,1496,551,10.6,502,9.7,975,65.2
"123910",1416,7.8,18122,523,2.9,2294,12.7,10756,59.4,340,1.7,773,4.3,13135,72.5,8978,49.5,65,0.4,4816,1365,7.5,4725,26.1,1192,6.6,390,2.2,48,0.3,2358,13,9144,50.5,0,0,59,0.3,4987,27.5,16,0.1,9836,54.3,1584,8.7,17965,99.1,423,2.3,858,17.8,4828,26.6,1631,9,2296,12.6,4839,1365,7.5,1602,8.8,861,17.8
"123913",16,4.3,375,8,2.1,6,1.6,90,24,0,0,7,1.9,214,57.1,198,52.8,0,0,134,10,2.7,149,39.7,26,6.9,0,0,0,0,8,2.1,177,47.2,0,0,2,0.5,161,42.9,1,0.3,34,9.1,8,2.1,375,100,4,1.1,106,79.1,161,42.9,123,32.8,6,1.6,134,10,2.7,8,2.1,106,79.1
"123914",134,7,1917,27,1.4,96,5,174,9.1,10,0.5,55,2.9,1126,58.7,917,47.8,9,0.5,577,109,5.7,315,16.4,536,28,0,0,17,0.9,96,5,1000,52.2,1,0.1,25,1.3,791,41.3,2,0.1,1157,60.4,172,9,1120,58.4,33,1.7,462,80.1,719,37.5,1349,70.4,96,5,578,109,5.7,182,9.4,463,80.1
"124901",54,4.7,1150,1,0.1,78,6.8,3,0.3,46,3.8,10,0.9,980,85.2,554,48.2,0,0,317,112,9.7,1119,97.3,2,0.2,0,0,1,0.1,90,7.8,596,51.8,0,0,38,3.3,170,14.8,0,0,527,45.8,107,9.3,1149,99.9,1,0.1,288,90.9,331,28.8,25,2.2,78,6.8,317,112,9.7,110,9.5,288,90.9
"125901",479,9.8,4864,19,0.4,119,2.4,33,0.7,144,2.8,254,5.2,4021,82.7,2369,48.7,27,0.6,1234,146,3,4495,92.4,190,3.9,21,0.4,1,0,134,2.8,2495,51.3,17,0.3,18,0.4,843,17.3,0,0,2701,55.5,543,11.2,4828,99.3,6,0.1,1031,83.5,1364,28,310,6.4,119,2.4,1234,146,3,549,11.3,1031,83.5
"125902",30,5.8,521,0,0,21,4,0,0,14,2.6,30,5.8,400,76.8,252,48.4,0,0,178,30,5.8,494,94.8,0,0,0,0,0,0,21,4,269,51.6,0,0,0,0,121,23.2,0,0,340,65.3,55,10.6,521,100,2,0.4,145,81.5,212,40.7,25,4.8,21,4,178,30,5.8,55,10.6,145,81.5
"125903",140,7.7,1826,6,0.3,31,1.7,5,0.3,79,4,51,2.8,1088,59.6,881,48.2,0,0,509,113,6.2,1097,60.1,10,0.5,5,0.3,0,0,31,1.7,945,51.8,10,0.5,25,1.4,738,40.4,0,0,777,42.6,210,11.5,1825,99.9,11,0.6,462,90.8,513,28.1,707,38.7,31,1.7,509,113,6.2,214,11.7,462,90.8
"125905",45,6.8,664,2,0.3,37,5.6,1,0.2,8,1.2,35,5.3,610,91.9,306,46.1,0,0,190,32,4.8,641,96.5,1,0.2,8,1.2,1,0.2,36,5.4,358,53.9,10,1.5,5,0.8,54,8.1,0,0,376,56.6,103,15.5,664,100,0,0,137,72.1,282,42.5,19,2.9,37,5.6,190,32,4.8,104,15.6,137,72.1
"125906",4,3.1,129,0,0,0,0,0,0,0,0,3,2.3,84,65.1,59,45.7,0,0,0,4,3.1,126,97.7,0,0,0,0,0,0,0,0,70,54.3,0,0,0,0,45,34.9,0,0,1,0.8,9,7,0,0,0,0,0,0,0,0,3,2.3,0,0,0,4,3.1,9,7,0,.
"126801",30,29.4,102,0,0,0,0,0,0,0,0,28,27.5,57,55.9,41,40.2,0,0,55,0,0,13,12.7,0,0,0,0,0,0,0,0,61,59.8,0,0,2,2,45,44.1,0,0,61,59.8,19,18.6,0,0,5,4.9,0,0,12,11.8,84,82.4,0,0,55,0,0,19,18.6,0,0
"126901",229,6.3,3656,11,0.3,719,19.7,97,2.7,67,1.7,90,2.5,2336,63.9,1739,47.6,14,0.4,1112,268,7.3,1561,42.7,44,1.2,7,0.2,26,0.7,723,19.8,1917,52.4,5,0.1,26,0.7,1320,36.1,2,0.1,1734,47.4,288,7.9,2544,69.6,94,2.6,447,40.2,1058,28.9,1865,51,719,19.6,1112,268,7.3,294,8,447,40.2
"126902",1161,9.1,12758,155,1.2,755,5.9,906,7.1,180,1.4,652,5.1,4637,36.3,6204,48.6,44,0.3,3956,881,6.9,3108,24.4,81,0.6,90,0.7,58,0.5,793,6.2,6554,51.4,0,0,337,2.6,8121,63.7,33,0.3,5350,41.9,1319,10.3,5034,39.5,575,4.5,2316,58.5,3680,28.8,7923,62.1,755,5.9,3963,881,6.9,1369,10.7,2317,58.5
"126903",522,7.6,6882,29,0.4,1495,21.7,227,3.3,204,2.8,409,5.9,4449,64.6,3329,48.4,51,0.7,1912,621,9,2918,42.4,209,3,76,1.1,43,0.6,1429,20.8,3553,51.6,6,0.1,133,1.9,2433,35.4,144,2.1,4166,60.5,772,11.2,5009,72.8,250,3.6,1305,68.3,2324,33.8,3271,47.5,1496,21.7,1913,621,9,792,11.5,1305,68.2
"126904",94,7,1348,9,0.7,61,4.5,18,1.3,5,0.4,58,4.3,488,36.2,609,45.2,9,0.7,408,97,7.2,239,17.7,29,2.2,0,0,10,0.7,61,4.5,739,54.8,0,0,15,1.1,860,63.8,1,0.1,355,26.3,126,9.3,946,70.2,33,2.4,381,93.4,389,28.9,1038,77,61,4.5,409,97,7.2,132,9.7,381,93.2
"126905",587,10.5,5594,32,0.6,616,11,102,1.8,106,1.8,412,7.4,2822,50.4,2677,47.9,17,0.3,1564,175,3.1,1679,30,36,0.6,4,0.1,25,0.4,614,11,2917,52.1,3,0.1,187,3.3,2772,49.6,10,0.2,2301,41.1,545,9.7,2110,37.7,143,2.6,878,56.1,1448,25.9,3603,64.4,616,11,1564,175,3.1,566,10.1,878,56.1
"126906",56,5.1,1094,3,0.3,218,19.9,41,3.7,12,1,40,3.7,826,75.5,535,48.9,0,0,336,52,4.8,395,36.1,4,0.4,14,1.3,6,0.5,218,19.9,559,51.1,0,0,4,0.4,268,24.5,186,17,476,43.5,109,10,1094,100,56,5.1,128,38.1,324,29.6,407,37.2,218,19.8,336,52,4.7,115,10.5,128,38.1
"126907",74,9.8,753,0,0,41,5.4,1,0.1,2,0.2,55,7.3,457,60.7,385,51.1,0,0,219,87,11.6,146,19.4,34,4.5,2,0.3,3,0.4,43,5.7,368,48.9,0,0,19,2.5,296,39.3,0,0,228,30.3,83,11,753,100,20,2.7,72,32.9,305,40.5,583,77.4,41,5.4,219,87,11.5,85,11.3,72,32.9
"126908",99,4.5,2178,23,1.1,509,23.4,80,3.7,93,3.9,51,2.3,1655,76,1041,47.8,12,0.6,601,128,5.9,1294,59.4,8,0.4,10,0.5,11,0.5,512,23.5,1137,52.2,0,0,18,0.8,523,24,3,0.1,946,43.4,201,9.2,2178,100,37,1.7,553,92,611,28.1,730,33.5,509,23.3,603,128,5.9,203,9.3,553,91.7
"126911",328,14,2346,4,0.2,264,11.3,17,0.7,25,1,270,11.5,1251,53.3,1150,49,20,0.9,639,132,5.6,673,28.7,21,0.9,3,0.1,25,1.1,267,11.4,1196,51,0,0,23,1,1095,46.7,1,0,1327,56.6,287,12.2,2346,100,42,1.8,509,79.7,757,32.3,1584,67.5,264,11.2,639,132,5.6,289,12.3,509,79.7
"127901",53,7.3,726,3,0.4,17,2.3,11,1.5,6,0.7,54,7.4,467,64.3,345,47.5,20,2.8,200,56,7.7,358,49.3,102,14,2,0.3,1,0.1,17,2.3,381,52.5,3,0.4,14,1.9,259,35.7,2,0.3,411,56.6,96,13.2,726,100,24,3.3,190,95,245,33.7,327,45,17,2.3,200,56,7.7,96,13.2,190,95
"127903",15,3.6,417,4,1,22,5.3,17,4.1,0,0,9,2.2,274,65.7,197,47.2,1,0.2,105,9,2.2,182,43.6,41,9.8,0,0,0,0,22,5.3,220,52.8,2,0.5,0,0,143,34.3,0,0,150,36,53,12.7,417,100,15,3.6,94,89.5,128,30.7,199,47.7,22,5.3,105,9,2.2,53,12.7,94,89.5
"127904",71,8.8,809,1,0.1,3,0.4,3,0.4,8,1,40,4.9,439,54.3,390,48.2,10,1.2,220,86,10.6,164,20.3,118,14.6,4,0.5,2,0.2,3,0.4,419,51.8,0,0,75,9.3,370,45.7,2,0.2,351,43.4,99,12.2,809,100,13,1.6,207,94.1,340,42,624,77.1,3,0.4,220,86,10.6,100,12.3,207,94.1
"127905",9,8.6,105,0,0,0,0,2,1.9,3,2.4,8,7.6,73,69.5,51,48.6,0,0,31,0,0,33,31.4,6,5.7,0,0,0,0,0,0,54,51.4,0,0,1,1,32,30.5,0,0,42,40,21,20,76,72.4,3,2.9,29,93.5,48,45.7,67,63.8,0,0,31,0,0,21,20,29,93.5
"127906",105,16.4,640,3,0.5,28,4.4,52,8.1,3,0.4,81,12.7,413,64.5,310,48.4,8,1.3,199,14,2.2,317,49.5,3,0.5,7,1.1,4,0.6,29,4.5,330,51.6,0,0,2,0.3,227,35.5,0,0,345,53.9,69,10.8,441,68.9,21,3.3,160,80.4,236,36.9,243,38,28,4.4,199,14,2.2,69,10.8,160,80.4
"128901",60,5.5,1082,1,0.1,52,4.8,25,2.3,22,1.9,35,3.2,784,72.5,534,49.4,1,0.1,337,97,9,791,73.1,23,2.1,1,0.1,0,0,54,5,548,50.6,2,0.2,20,1.8,298,27.5,0,0,485,44.8,156,14.4,1080,99.8,8,0.7,254,75.4,387,35.8,257,23.8,52,4.8,337,97,8.9,159,14.7,254,75.4
"128902",54,7.2,755,7,0.9,47,6.2,12,1.6,12,1.4,58,7.7,579,76.7,365,48.3,0,0,194,52,6.9,647,85.7,9,1.2,2,0.3,0,0,48,6.4,390,51.7,0,0,3,0.4,176,23.3,0,0,335,44.4,117,15.5,755,100,8,1.1,118,60.8,177,23.4,81,10.7,47,6.2,194,52,6.9,119,15.7,118,60.8
"128903",8,3.4,233,0,0,1,0.4,0,0,5,1.8,8,3.4,191,82,116,49.8,4,1.7,66,18,7.7,213,91.4,7,3,0,0,0,0,1,0.4,117,50.2,2,0.9,3,1.3,42,18,0,0,152,65.2,34,14.6,233,100,1,0.4,61,92.4,65,27.9,19,8.2,1,0.4,66,18,7.7,35,15,61,92.4
"128904",28,7.3,383,1,0.3,8,2.1,1,0.3,1,0.3,16,4.2,78,20.4,177,46.2,0,0,114,31,8.1,89,23.2,0,0,0,0,0,0,11,2.9,206,53.8,0,0,0,0,305,79.6,0,0,39,10.2,37,9.7,26,6.8,4,1,105,92.1,168,43.9,288,75.2,8,2.1,114,31,8.1,38,9.9,105,92.1
"129901",377,8.2,4573,25,0.5,601,13.1,855,18.7,102,2.2,219,4.8,2413,52.8,2181,47.7,19,0.4,1308,256,5.6,1457,31.9,8,0.2,22,0.5,19,0.4,618,13.5,2392,52.3,3,0.1,102,2.2,2160,47.2,5,0.1,1948,42.6,536,11.7,1976,43.2,122,2.7,927,70.9,1251,27.4,2090,45.7,602,13.1,1317,256,5.6,547,11.9,927,70.4
"129902",1116,9.3,11944,246,2.1,1199,10,2759,23.1,171,1.4,726,6.1,3823,32,5840,48.9,51,0.4,3512,531,4.4,3234,27.1,24,0.2,76,0.6,50,0.4,1038,8.7,6104,51.1,0,0,146,1.2,8121,68,19,0.2,4656,39,1273,10.7,2855,23.9,413,3.5,2704,77,4378,36.7,5223,43.7,1199,10,3512,531,4.4,1305,10.9,2704,77
"129903",307,7.6,4055,14,0.3,795,19.6,188,4.6,97,2.2,189,4.7,3057,75.4,1966,48.5,28,0.7,1196,270,6.7,2014,49.7,160,3.9,0,0,19,0.5,808,19.9,2089,51.5,0,0,26,0.6,998,24.6,5,0.1,2379,58.7,417,10.3,1871,46.1,96,2.4,745,62.3,1128,27.8,1719,42.4,795,19.6,1196,270,6.7,419,10.3,745,62.3
"129904",147,9.1,1618,5,0.3,189,11.7,25,1.5,58,3.1,95,5.9,1227,75.8,734,45.4,8,0.5,467,76,4.7,487,30.1,56,3.5,13,0.8,5,0.3,202,12.5,884,54.6,0,0,15,0.9,391,24.2,0,0,704,43.5,237,14.6,1615,99.8,65,4,217,46.5,633,39.1,1031,63.7,189,11.6,468,76,4.7,243,15,218,46.6
"129905",349,9.5,3679,37,1,168,4.6,45,1.2,118,3,233,6.3,2313,62.9,1759,47.8,31,0.8,1015,313,8.5,737,20,10,0.3,8,0.2,14,0.4,174,4.7,1920,52.2,1,0,55,1.5,1366,37.1,4,0.1,1333,36.2,482,13.1,3679,100,138,3.8,772,76.1,1206,32.8,2704,73.5,168,4.6,1015,313,8.5,482,13.1,772,76.1
"129906",310,6.5,4800,21,0.4,1027,21.4,1036,21.6,132,2.5,181,3.8,3693,76.9,2408,50.2,5,0.1,1247,249,5.2,2405,50.1,3,0.1,9,0.2,12,0.3,1039,21.6,2392,49.8,1,0,1,0,1107,23.1,2,0,2706,56.4,527,11,2376,49.5,193,4,1154,92.5,1775,37,1131,23.6,1027,21.4,1247,249,5.2,530,11,1154,92.5
"129910",123,11.2,1097,0,0,58,5.3,18,1.6,16,1.4,74,6.7,481,43.8,572,52.1,6,0.5,325,87,7.9,211,19.2,23,2.1,0,0,4,0.4,59,5.4,525,47.9,0,0,4,0.4,616,56.2,1,0.1,392,35.7,140,12.8,326,29.7,16,1.5,135,41.5,281,25.6,847,77.2,58,5.3,325,87,7.9,141,12.8,135,41.5
"130801",13,14.4,90,0,0,0,0,12,13.3,0,0,0,0,85,94.4,37,41.1,73,81.1,40,0,0,45,50,0,0,0,0,0,0,0,0,53,58.9,0,0,0,0,5,5.6,0,0,85,94.4,32,35.6,89,98.9,3,3.3,0,0,28,31.1,30,33.3,0,0,40,0,0,32,35.6,0,0
"130901",845,8.9,9520,133,1.4,763,8,83,0.9,122,1.3,573,6,1692,17.8,4690,49.3,23,0.2,2924,761,8,2979,31.3,23,0.2,145,1.5,25,0.3,513,5.4,4830,50.7,2,0,395,4.1,7828,82.2,7,0.1,2451,25.7,1036,10.9,251,2.6,259,2.7,893,30.5,3808,40,6034,63.4,763,8,2938,761,7.9,1091,11.4,895,30.5
"130902",112,10.3,1087,4,0.4,123,11.3,3,0.3,23,1.9,44,4,616,56.7,536,49.3,0,0,351,45,4.1,608,55.9,4,0.4,2,0.2,2,0.2,141,13,551,50.7,3,0.3,0,0,471,43.3,0,0,430,39.6,153,14.1,1087,100,14,1.3,302,86,347,31.9,456,42,123,11.3,351,45,4.1,154,14.2,302,86
"131001",10,13.7,73,0,0,3,4.1,4,5.5,0,0,12,16.4,39,53.4,35,47.9,0,0,0,7,9.6,53,72.6,0,0,1,1.4,0,0,3,4.1,38,52.1,0,0,0,0,34,46.6,0,0,38,52.1,12,16.4,0,0,2,2.7,0,0,0,0,14,19.2,3,4.1,0,7,9.6,12,16.4,0,.
"132902",7,4.2,168,0,0,0,0,1,0.6,0,0,6,3.6,66,39.3,77,45.8,0,0,48,0,0,42,25,0,0,1,0.6,0,0,0,0,91,54.2,0,0,0,0,102,60.7,0,0,36,21.4,23,13.7,168,100,3,1.8,46,95.8,58,34.5,122,72.6,0,0,48,0,0,24,14.2,46,95.8
"133901",61,10.3,591,3,0.5,113,19.1,4,0.7,12,1.9,22,3.7,402,68,284,48.1,2,0.3,174,21,3.6,335,56.7,3,0.5,4,0.7,1,0.2,113,19.1,307,51.9,4,0.7,8,1.4,189,32,0,0,354,59.9,79,13.4,586,99.2,9,1.5,136,78.2,208,35.2,239,40.4,113,19.1,174,21,3.6,79,13.4,136,78.2
"133902",23,11.2,205,0,0,29,14.1,1,0.5,1,0.5,10,4.9,86,42,95,46.3,0,0,0,15,7.3,70,34.1,0,0,6,2.9,0,0,29,14.1,110,53.7,0,0,1,0.5,119,58,1,0.5,66,32.2,16,7.8,205,100,4,2,0,0,0,0,129,62.9,29,14.1,0,15,7.3,16,7.8,0,.
"133903",572,11.9,4812,73,1.5,367,7.6,80,1.7,74,1.4,308,6.4,2632,54.7,2320,48.2,9,0.2,1421,344,7.1,2159,44.9,83,1.7,33,0.7,12,0.2,356,7.4,2492,51.8,5,0.1,40,0.8,2180,45.3,7,0.1,2111,43.9,521,10.8,3411,70.9,76,1.6,817,57.5,1283,26.7,2405,50,367,7.6,1421,344,7.1,527,10.9,817,57.5
"133904",113,9.7,1164,2,0.2,182,15.6,6,0.5,19,1.5,40,3.4,873,75,607,52.1,8,0.7,314,65,5.6,546,46.9,16,1.4,19,1.6,1,0.1,190,16.3,557,47.9,2,0.2,3,0.3,291,25,1,0.1,683,58.7,137,11.8,567,48.7,22,1.9,267,85,486,41.8,586,50.3,182,15.6,314,65,5.6,138,11.8,267,85
"133905",0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,12,50,0,0,0,0,0,2,8.3,0,0,0,0,0,0,0,0,12,50,0,0,0,0,24,100,0,0,0,0,4,16.7,0,0,0,0,0,0,0,0,22,91.7,0,0,0,0,0,4,16.7,0,.
"134901",46,7.9,584,1,0.2,21,3.6,1,0.2,8,1.3,31,5.3,393,67.3,298,51,0,0,163,52,8.9,228,39,0,0,0,0,0,0,21,3.6,286,49,1,0.2,0,0,191,32.7,0,0,269,46.1,79,13.5,584,100,6,1,160,98.2,200,34.2,348,59.6,21,3.6,163,52,8.9,79,13.5,160,98.2
"135001",8,7.9,101,1,1,4,4,0,0,0,0,5,5,24,23.8,52,51.5,0,0,28,5,5,8,7.9,0,0,0,0,0,0,4,4,49,48.5,0,0,7,6.9,77,76.2,0,0,18,17.8,7,6.9,0,0,0,0,28,100,33,32.7,92,91.1,4,3.7,28,5,4.7,9,8.4,28,100
"136901",37,6.5,571,1,0.2,24,4.2,1,0.2,8,1.3,8,1.4,333,58.3,254,44.5,0,0,166,41,7.2,402,70.4,1,0.2,10,1.8,1,0.2,25,4.4,317,55.5,17,3,17,3,238,41.7,0,0,246,43.1,80,14,571,100,7,1.2,118,71.1,221,38.7,159,27.8,24,4.2,166,41,7.2,81,14.2,118,71.1
"137901",116,3.8,3083,23,0.7,97,3.1,108,3.5,100,2.8,55,1.8,2348,76.2,1507,48.9,6,0.2,907,96,3.1,2632,85.4,5,0.2,7,0.2,2,0.1,113,3.7,1576,51.1,3,0.1,49,1.6,735,23.8,3,0.1,1705,55.3,445,14.4,2171,70.4,8,0.3,672,74.1,851,27.6,307,10,97,3.1,907,96,3.1,454,14.6,672,74.1
"137902",39,5.8,672,1,0.1,16,2.4,7,1,2,0.3,8,1.2,331,49.3,353,52.5,0,0,0,47,7,558,83,0,0,0,0,0,0,17,2.5,319,47.5,0,0,20,3,341,50.7,0,0,197,29.3,60,8.9,672,100,2,0.3,0,0,0,0,104,15.5,16,2.4,0,47,7,60,8.9,0,.
"137903",29,6.8,427,0,0,13,3,0,0,9,1.9,13,3,270,63.2,209,48.9,1,0.2,172,24,5.6,310,72.6,3,0.7,2,0.5,0,0,13,3,218,51.1,0,0,54,12.6,157,36.8,0,0,192,45,29,6.8,427,100,7,1.6,154,89.5,257,60.2,110,25.8,13,3,172,24,5.6,29,6.8,154,89.5
"137904",62,7.7,810,23,2.8,6,0.7,11,1.4,1,0.1,24,3,354,43.7,427,52.7,0,0,367,150,18.5,607,74.9,0,0,0,0,4,0.5,7,0.9,383,47.3,2,0.2,32,4,456,56.3,0,0,162,20,31,3.8,810,100,7,0.9,302,82.3,340,42,158,19.5,6,0.7,367,150,18.5,31,3.8,302,82.3
