DISTRICT,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETG9XC,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETVHSC,DPETVHSP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTG9XC,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP,DPNTVHSC,DPNTVHSP
"210903",48,6.2,772,4,0.5,40,5.2,138,17.9,4,0.5,44,5.7,502,65,364,47.2,5,0.6,218,30,3.9,91,11.8,0,0,0,0,5,0.6,40,5.2,408,52.8,2,0.3,4,0.5,270,35,0,0,331,42.9,102,13.2,770,99.7,25,3.2,216,99.1,250,32.4,509,65.9,40,5.2,218,30,3.9,102,13.2,216,99.1
"210904",7,1.4,512,0,0,108,21.1,133,26,4,0.7,4,0.8,469,91.6,228,44.5,2,0.4,159,15,2.9,225,43.9,64,12.5,1,0.2,0,0,108,21.1,284,55.5,7,1.4,2,0.4,43,8.4,0,0,316,61.7,87,17,512,100,16,3.1,131,82.4,230,44.9,138,27,108,21.1,159,15,2.9,88,17.2,131,82.4
"210905",84,12.2,691,2,0.3,36,5.2,151,21.9,14,1.9,41,5.9,457,66.1,346,50.1,0,0,213,13,1.9,108,15.6,0,0,0,0,0,0,36,5.2,345,49.9,5,0.7,0,0,234,33.9,0,0,276,39.9,90,13,691,100,27,3.9,200,93.9,289,41.8,403,58.3,36,5.2,213,13,1.9,90,13,200,93.9
"210906",1,1.3,79,0,0,2,2.5,0,0,0,0,6,7.6,57,72.2,36,45.6,0,0,0,0,0,7,8.9,0,0,0,0,1,1.3,2,2.5,43,54.4,0,0,0,0,22,27.8,0,0,43,54.4,20,25.3,79,100,4,5.1,0,0,7,8.9,67,84.8,2,2.5,0,0,0,20,25.3,0,.
"211901",5,4.3,115,0,0,43,37.4,0,0,0,0,6,5.2,69,60,58,50.4,0,0,0,1,0.9,62,53.9,2,1.7,0,0,0,0,44,38.3,57,49.6,6,5.2,0,0,46,40,0,0,62,53.9,14,12.2,0,0,1,0.9,0,0,0,0,52,45.2,61,35.5,28,3,1.7,24,14,0,0
"211902",13,2.3,562,1,0.2,102,18.1,0,0,0,0,5,0.9,334,59.4,274,48.8,0,0,157,13,2.3,358,63.7,0,0,15,2.7,2,0.4,106,18.9,288,51.2,33,5.9,0,0,228,40.6,0,0,299,53.2,50,8.9,562,100,12,2.1,117,74.5,142,25.3,189,33.6,102,18.1,157,13,2.3,51,9.1,117,74.5
"212801",309,15.6,1985,74,3.7,127,6.4,294,14.8,0,0,206,10.4,966,48.7,991,49.9,2,0.1,719,0,0,538,27.1,0,0,0,0,7,0.4,170,8.6,994,50.1,0,0,21,1.1,1019,51.3,3,0.2,535,27,166,8.4,1045,52.6,74,3.7,221,30.7,693,34.9,995,50.1,127,6.4,720,0,0,166,8.4,221,30.7
"212804",85,10.1,844,35,4.1,17,2,49,5.8,0,0,63,7.5,286,33.9,409,48.5,4,0.5,227,82,9.7,124,14.7,12,1.4,5,0.6,6,0.7,22,2.6,435,51.5,0,0,19,2.3,558,66.1,3,0.4,281,33.3,57,6.8,146,17.3,39,4.6,227,100,376,44.5,588,69.7,17,2,227,82,9.7,57,6.8,227,100
"212901",106,12,886,3,0.3,23,2.6,118,13.3,21,2.2,72,8.1,501,56.5,423,47.7,2,0.2,266,63,7.1,100,11.3,1,0.1,0,0,2,0.2,25,2.8,463,52.3,0,0,1,0.1,385,43.5,0,0,215,24.3,83,9.4,886,100,55,6.2,167,62.8,320,36.1,608,68.6,23,2.6,268,63,7.1,84,9.4,168,62.7
"212902",280,10.5,2659,14,0.5,64,2.4,97,3.6,32,1.2,89,3.3,876,32.9,1334,50.2,20,0.8,769,156,5.9,196,7.4,7,0.3,0,0,5,0.2,64,2.4,1325,49.8,0,0,29,1.1,1783,67.1,2,0.1,933,35.1,322,12.1,1482,55.7,66,2.5,733,95.3,756,28.4,2279,85.7,64,2.4,769,156,5.9,328,12.3,733,95.3
"212903",419,9.9,4221,56,1.3,152,3.6,231,5.5,54,1.2,263,6.2,1864,44.2,2079,49.3,28,0.7,1203,364,8.6,706,16.7,48,1.1,16,0.4,24,0.6,157,3.7,2142,50.7,0,0,61,1.4,2357,55.8,2,0,1392,33,502,11.9,4221,100,194,4.6,1139,94.7,1139,27,3008,71.3,152,3.6,1208,364,8.6,512,12.1,1140,94.4
"212904",123,11.3,1088,3,0.3,51,4.7,117,10.8,14,1.2,66,6.1,575,52.8,524,48.2,7,0.6,319,74,6.8,156,14.3,4,0.4,0,0,4,0.4,51,4.7,564,51.8,0,0,2,0.2,513,47.2,1,0.1,675,62,111,10.2,1088,100,39,3.6,287,90,300,27.6,768,70.6,51,4.7,319,74,6.8,112,10.3,287,90
"212905",2072,11.4,18230,258,1.4,4084,22.4,5000,27.4,492,2.5,1359,7.5,13715,75.2,8870,48.7,57,0.3,4863,1736,9.5,8563,47,211,1.2,88,0.5,53,0.3,4245,23.3,9360,51.3,0,0,55,0.3,4515,24.8,5,0,11164,61.2,1643,9,16811,92.2,506,2.8,3897,80.1,5512,30.2,3845,21.1,4086,22.4,4870,1736,9.5,1668,9.1,3898,80
"212906",608,12.3,4928,158,3.2,194,3.9,624,12.7,66,1.3,396,8,2168,44,2391,48.5,40,0.8,1467,459,9.3,743,15.1,57,1.2,39,0.8,15,0.3,206,4.2,2537,51.5,0,0,104,2.1,2760,56,2,0,2007,40.7,561,11.4,2259,45.8,236,4.8,1068,72.8,1514,30.7,3150,63.9,194,3.9,1469,459,9.3,568,11.5,1069,72.8
"212909",386,10.9,3527,31,0.9,824,23.4,606,17.2,88,2.3,300,8.5,2620,74.3,1694,48,14,0.4,1038,251,7.1,1741,49.4,34,1,25,0.7,5,0.1,837,23.7,1833,52,0,0,19,0.5,907,25.7,2,0.1,2150,61,416,11.8,1690,47.9,143,4.1,1027,98.9,1469,41.7,999,28.3,824,23.4,1038,251,7.1,417,11.8,1027,98.9
"212910",142,12.7,1116,5,0.4,172,15.4,198,17.7,49,4.1,101,9.1,870,78,540,48.4,12,1.1,305,44,3.9,386,34.6,1,0.1,6,0.5,1,0.1,176,15.8,576,51.6,6,0.5,0,0,246,22,1,0.1,648,58.1,133,11.9,1084,97.1,29,2.6,225,73.8,373,33.4,496,44.4,172,15.4,306,44,3.9,136,12.2,226,73.9
"213801",33,13.6,242,4,1.7,0,0,38,15.7,0,0,16,6.6,160,66.1,135,55.8,1,0.4,135,0,0,57,23.6,0,0,0,0,1,0.4,0,0,107,44.2,0,0,2,0.8,82,33.9,0,0,183,75.6,46,19,242,100,13,5.4,0,0,64,26.4,129,53.3,0,0,135,0,0,46,19,0,0
"213901",190,9.9,1924,20,1,185,9.6,12,0.6,10,0.5,96,5,806,41.9,958,49.8,9,0.5,565,147,7.6,580,30.1,19,1,32,1.7,13,0.7,185,9.6,966,50.2,1,0.1,194,10.1,1118,58.1,0,0,693,36,149,7.7,504,26.2,50,2.6,474,83.9,646,33.6,1249,64.9,185,9.6,565,147,7.6,155,8,474,83.9
"214901",364,3.6,10136,15,0.1,7686,75.8,1,0,155,1.5,461,4.5,9555,94.3,5044,49.8,17,0.2,3043,1998,19.7,10108,99.7,7,0.1,41,0.4,1,0,7683,75.8,5092,50.2,965,9.5,29,0.3,581,5.7,0,0,8071,79.6,1003,9.9,10136,100,1,0,1191,39.1,3138,31,10,0.1,7716,75.7,3088,1999,19.6,1022,10,1198,38.8
"214902",12,6,200,0,0,37,18.5,0,0,1,0.4,0,0,120,60,100,50,0,0,71,8,4,198,99,0,0,5,2.5,0,0,37,18.5,100,50,1,0.5,9,4.5,80,40,0,0,45,22.5,35,17.5,200,100,0,0,70,98.6,70,35,2,1,37,18.5,71,8,4,35,17.5,70,98.6
"214903",598,9.8,6113,0,0,4709,77,0,0,29,0.4,30,0.5,5168,84.5,3056,50,2,0,1769,598,9.8,6098,99.8,0,0,43,0.7,0,0,4709,77,3057,50,108,1.8,0,0,945,15.5,0,0,5012,82,475,7.8,6113,100,0,0,1718,97.1,1989,32.5,15,0.2,4710,76.9,1769,598,9.8,486,7.9,1718,97.1
"215901",130,9,1449,11,0.8,114,7.9,21,1.4,24,1.5,98,6.8,889,61.4,700,48.3,0,0,418,78,5.4,490,33.8,64,4.4,5,0.3,21,1.4,120,8.3,749,51.7,0,0,0,0,560,38.6,1,0.1,800,55.2,177,12.2,789,54.5,24,1.7,363,86.8,504,34.8,881,60.8,114,7.8,418,78,5.4,184,12.6,363,86.8
"216901",33,9.7,341,1,0.3,29,8.5,2,0.6,0,0,17,5,148,43.4,176,51.6,3,0.9,95,6,1.8,145,42.5,0,0,0,0,0,0,29,8.5,165,48.4,0,0,0,0,193,56.6,0,0,136,39.9,53,15.5,333,97.7,4,1.2,93,97.9,156,45.7,189,55.4,29,8.5,95,6,1.7,55,16,93,97.9
"217901",21,9.5,220,3,1.4,3,1.4,4,1.8,0,0,10,4.5,116,52.7,112,50.9,2,0.9,68,13,5.9,64,29.1,15,6.8,0,0,0,0,3,1.4,108,49.1,0,0,2,0.9,104,47.3,0,0,116,52.7,30,13.6,107,48.6,1,0.5,49,72.1,102,46.4,148,67.3,3,1.4,68,13,5.9,30,13.6,49,72.1
"218901",7,0.9,777,3,0.4,119,15.3,0,0,4,0.5,26,3.3,480,61.8,366,47.1,3,0.4,249,6,0.8,577,74.3,7,0.9,6,0.8,0,0,120,15.4,411,52.9,5,0.6,1,0.1,297,38.2,0,0,393,50.6,87,11.2,777,100,5,0.6,145,58.2,238,30.6,192,24.7,119,15.3,249,6,0.8,89,11.4,145,58.2
"219901",34,12.6,269,0,0,10,3.7,2,0.7,0,0,20,7.4,98,36.4,120,44.6,0,0,74,5,1.9,43,16,1,0.4,0,0,0,0,10,3.7,149,55.4,0,0,0,0,171,63.6,0,0,59,21.9,23,8.6,269,100,5,1.9,73,98.6,74,27.5,219,81.4,10,3.7,74,5,1.9,24,8.9,73,98.6
"219903",85,8.6,992,1,0.1,82,8.3,81,8.2,25,2.2,46,4.6,816,82.3,490,49.4,13,1.3,287,42,4.2,653,65.8,14,1.4,6,0.6,2,0.2,86,8.7,502,50.6,0,0,5,0.5,176,17.7,1,0.1,520,52.4,117,11.8,992,100,15,1.5,240,83.6,309,31.1,239,24.1,82,8.2,287,42,4.2,121,12.1,240,83.6
"219905",26,9.2,282,0,0,16,5.7,21,7.4,1,0.4,20,7.1,202,71.6,127,45,4,1.4,78,9,3.2,163,57.8,0,0,0,0,0,0,16,5.7,155,55,1,0.4,0,0,80,28.4,3,1.1,143,50.7,23,8.2,282,100,1,0.4,69,88.5,99,35.1,94,33.3,16,5.7,78,9,3.2,24,8.5,69,88.5
"220801",8,2.1,387,19,4.9,6,1.6,40,10.3,0,0,0,0,95,24.5,202,52.2,0,0,60,0,0,82,21.2,0,0,0,0,1,0.3,6,1.6,185,47.8,0,0,1,0.3,292,75.5,3,0.8,64,16.5,21,5.4,0,0,30,7.8,0,0,81,20.9,212,54.8,6,1.6,60,0,0,21,5.4,0,0
"220802",118,7.6,1561,186,11.9,94,6,338,21.7,0,0,23,1.5,315,20.2,807,51.7,0,0,0,0,0,324,20.8,0,0,0,0,3,0.2,96,6.1,754,48.3,0,0,23,1.5,1246,79.8,2,0.1,396,25.4,52,3.3,95,6.1,96,6.1,0,0,42,2.7,612,39.2,94,6,0,0,0,52,3.3,0,.
"220809",47,9,523,18,3.4,4,0.8,53,10.1,0,0,12,2.3,70,13.4,387,74,0,0,192,82,15.7,110,21,0,0,0,0,0,0,6,1.1,136,26,0,0,10,1.9,453,86.6,0,0,6,1.1,31,5.9,0,0,38,7.3,9,4.7,163,31.2,304,58.1,4,0.8,192,83,15.8,31,5.9,9,4.7
"220810",111,12.3,901,137,15.2,10,1.1,48,5.3,0,0,46,5.1,17,1.9,468,51.9,0,0,327,0,0,116,12.9,0,0,0,0,4,0.4,11,1.2,433,48.1,0,0,40,4.4,884,98.1,0,0,19,2.1,44,4.9,0,0,56,6.2,0,0,231,25.6,540,59.9,10,1.1,327,0,0,44,4.9,0,0
"220811",2,0.8,246,4,1.6,71,28.9,105,42.7,0,0,1,0.4,200,81.3,131,53.3,1,0.4,0,4,1.6,104,42.3,0,0,0,0,0,0,71,28.9,115,46.7,0,0,0,0,46,18.7,0,0,148,60.2,14,5.7,246,100,9,3.7,0,0,0,0,24,9.8,71,28.7,0,4,1.6,14,5.7,0,.
"220814",18,5.5,330,17,5.2,37,11.2,80,24.2,0,0,13,3.9,61,18.5,258,78.2,0,0,0,18,5.5,98,29.7,0,0,0,0,1,0.3,37,11.2,72,21.8,0,0,9,2.7,269,81.5,0,0,93,28.2,24,7.3,0,0,27,8.2,0,0,0,0,107,32.4,37,11.2,0,18,5.5,24,7.3,0,.
"220815",41,5.6,734,23,3.1,56,7.6,409,55.7,0,0,23,3.1,443,60.4,361,49.2,5,0.7,0,44,6,189,25.7,0,0,22,3,3,0.4,60,8.2,373,50.8,0,0,21,2.9,291,39.6,1,0.1,317,43.2,59,8,734,100,46,6.3,0,0,0,0,63,8.6,56,7.6,0,44,6,59,8,0,.
"220817",184,5.9,3133,124,4,437,13.9,1231,39.3,0,0,89,2.8,1512,48.3,1623,51.8,12,0.4,568,153,4.9,1002,32,1,0,2,0.1,10,0.3,451,14.4,1510,48.2,0,0,10,0.3,1621,51.7,5,0.2,1365,43.6,208,6.6,2748,87.7,120,3.8,368,64.8,787,25.1,641,20.5,437,13.9,568,153,4.9,208,6.6,368,64.8
"220819",173,10.3,1683,34,2,86,5.1,283,16.8,0,0,123,7.3,594,35.3,903,53.7,4,0.2,195,150,8.9,446,26.5,23,1.4,0,0,5,0.3,92,5.5,780,46.3,3,0.2,62,3.7,1089,64.7,7,0.4,383,22.8,153,9.1,1683,100,106,6.3,0,0,130,7.7,802,47.7,86,5.1,195,150,8.9,153,9.1,0,0
"220901",2402,4,59453,3439,5.8,17070,28.7,15032,25.3,1469,2.2,1307,2.2,42840,72.1,28749,48.4,119,0.2,17973,5954,10,27863,46.9,1604,2.7,1547,2.6,281,0.5,17242,29,30704,51.6,1,0,590,1,16613,27.9,105,0.2,39569,66.6,4973,8.4,36349,61.1,1636,2.8,6846,38.1,18096,30.4,11097,18.7,17071,28.7,17995,5955,10,4989,8.4,6848,38.1
"220902",2116,9,23503,1139,4.8,5235,22.3,2124,9,365,1.4,1652,7,13926,59.3,11292,48,80,0.3,7045,2132,9.1,10292,43.8,159,0.7,546,2.3,111,0.5,5284,22.5,12211,52,3,0,248,1.1,9577,40.7,100,0.4,9824,41.8,2456,10.4,12894,54.9,830,3.5,3072,43.6,6915,29.4,8907,37.9,5235,22.2,7046,2133,9,2517,10.7,3072,43.6
"220904",377,6.3,6018,41,0.7,1986,33,2156,35.8,68,1,211,3.5,5719,95,2919,48.5,15,0.2,1788,226,3.8,3451,57.3,202,3.4,80,1.3,9,0.1,1811,30.1,3099,51.5,7,0.1,25,0.4,299,5,11,0.2,4532,75.3,607,10.1,6018,100,118,2,1206,67.4,1876,31.2,232,3.9,1986,33,1790,226,3.8,613,10.2,1206,67.4
"220905",4602,5.6,82704,1398,1.7,27894,33.7,17984,21.7,851,0.9,2677,3.2,69579,84.1,40553,49,8,0,22330,10463,12.7,52430,63.4,1772,2.1,2455,3,106,0.1,28303,34.2,42151,51,22,0,827,1,13125,15.9,57,0.1,53778,65,8042,9.7,80199,97,1412,1.7,10995,49.2,24032,29.1,9317,11.3,27899,33.7,22352,10463,12.6,8192,9.9,10996,49.2
"220906",1143,8.1,14171,1436,10.1,1714,12.1,816,5.8,101,0.7,713,5,3495,24.7,7213,50.9,12,0.1,4808,2920,20.6,3439,24.3,137,1,212,1.5,55,0.4,1463,10.3,6958,49.1,0,0,277,2,10676,75.3,22,0.2,3385,23.9,1246,8.8,4884,34.5,755,5.3,392,8.2,4318,30.5,7648,54,1716,12.1,4816,2920,20.5,1297,9.1,393,8.2
"220907",4072,11.6,35167,3037,8.6,3090,8.8,3150,9,241,0.7,2789,7.9,9812,27.9,17138,48.7,60,0.2,11282,3143,8.9,8082,23,278,0.8,428,1.2,167,0.5,3216,9.1,18029,51.3,3,0,478,1.4,25355,72.1,81,0.2,11318,32.2,3926,11.2,6659,18.9,1688,4.8,8180,72.5,10828,30.8,18962,53.9,3091,8.8,11297,3144,8.9,3993,11.3,8186,72.5
"220908",2185,6.1,35582,2724,7.7,3790,10.7,10952,30.8,388,1,1201,3.4,15549,43.7,17192,48.3,93,0.3,11723,2437,6.8,9340,26.2,154,0.4,533,1.5,112,0.3,3648,10.3,18390,51.7,6,0,768,2.2,20033,56.3,45,0.1,12339,34.7,3563,10,15228,42.8,1708,4.8,3696,31.5,8972,25.2,10701,30.1,3791,10.6,11731,2437,6.8,3649,10.2,3696,31.5
"220910",218,6.1,3593,42,1.2,697,19.4,746,20.8,125,3.2,98,2.7,3105,86.4,1794,49.9,9,0.3,948,155,4.3,2021,56.2,21,0.6,84,2.3,25,0.7,717,20,1799,50.1,0,0,95,2.6,488,13.6,3,0.1,2073,57.7,346,9.6,3593,100,100,2.8,506,53.4,1210,33.7,656,18.3,697,19.4,948,155,4.3,347,9.7,506,53.4
"220912",1214,7.6,15965,687,4.3,2757,17.3,7212,45.2,358,2.1,799,5,11421,71.5,7740,48.5,73,0.5,4748,1147,7.2,5276,33,78,0.5,87,0.5,47,0.3,2740,17.2,8225,51.5,5,0,66,0.4,4544,28.5,33,0.2,8711,54.6,1694,10.6,15964,100,616,3.9,3068,64.6,4651,29.1,2094,13.1,2759,17.2,4755,1147,7.2,1710,10.7,3069,64.5
"220914",325,11,2967,118,4,295,9.9,723,24.4,63,1.9,180,6.1,1367,46.1,1406,47.4,23,0.8,954,240,8.1,769,25.9,34,1.1,28,0.9,8,0.3,295,9.9,1561,52.6,0,0,124,4.2,1600,53.9,10,0.3,1224,41.3,252,8.5,2966,100,159,5.4,922,96.6,932,31.4,1180,39.8,295,9.9,955,240,8.1,259,8.7,922,96.5
"220915",751,11.1,6793,27,0.4,396,5.8,84,1.2,180,2.5,358,5.3,3237,47.7,3236,47.6,26,0.4,1960,368,5.4,1602,23.6,146,2.1,33,0.5,24,0.4,409,6,3557,52.4,0,0,130,1.9,3556,52.3,1,0,2346,34.5,760,11.2,3820,56.2,232,3.4,1284,65.5,2183,32.1,4823,71,396,5.8,1967,368,5.4,775,11.4,1284,65.3
"220916",1626,6.8,23756,1788,7.5,3803,16,4871,20.5,256,1,1088,4.6,12980,54.6,11411,48,40,0.2,6790,1640,6.9,7344,30.9,410,1.7,1079,4.5,83,0.3,3903,16.4,12345,52,2,0,699,2.9,10776,45.4,582,2.4,10073,42.4,2524,10.6,11190,47.1,1308,5.5,2762,40.7,5985,25.2,7780,32.7,3804,16,6792,1640,6.9,2581,10.8,2763,40.7
"220917",182,5,3641,11,0.3,1230,33.8,57,1.6,90,2.2,123,3.4,3079,84.6,1742,47.8,6,0.2,985,215,5.9,2982,81.9,9,0.2,62,1.7,6,0.2,1223,33.6,1899,52.2,0,0,16,0.4,562,15.4,7,0.2,2517,69.1,433,11.9,3641,100,42,1.2,418,42.4,1311,36,536,14.7,1230,33.7,985,215,5.9,441,12.1,418,42.4
"220918",1560,7.4,20963,907,4.3,2313,11,2840,13.5,313,1.4,687,3.3,9169,43.7,10074,48.1,61,0.3,6437,1448,6.9,8020,38.3,219,1,115,0.5,85,0.4,2399,11.4,10889,51.9,0,0,868,4.1,11794,56.3,70,0.3,9060,43.2,2178,10.4,6590,31.4,898,4.3,2536,39.4,5253,25.1,8143,38.8,2313,11,6438,1448,6.9,2239,10.6,2536,39.4
"220919",808,9.5,8509,1645,19.3,246,2.9,172,2,23,0.3,384,4.5,117,1.4,4112,48.3,12,0.1,2786,2079,24.4,834,9.8,5,0.1,108,1.3,17,0.2,246,2.9,4397,51.7,0,0,180,2.1,8392,98.6,6,0.1,1141,13.4,676,7.9,65,0.8,471,5.5,1204,43.2,2118,24.9,5364,63,246,2.9,2786,2079,24.4,691,8.1,1204,43.2
"220920",725,10.4,6971,101,1.4,1032,14.8,661,9.5,148,2,414,5.9,4001,57.4,3322,47.7,9,0.1,2028,420,6,2913,41.8,19,0.3,47,0.7,28,0.4,858,12.3,3649,52.3,4,0.1,33,0.5,2970,42.6,19,0.3,3305,47.4,731,10.5,6971,100,326,4.7,1164,57.4,2305,33.1,2923,41.9,1032,14.8,2028,420,6,739,10.6,1164,57.4
"221801",979,7.5,13078,892,6.8,1236,9.5,2085,15.9,0,0,386,3,4752,36.3,6785,51.9,17,0.1,2283,0,0,3907,29.9,63,0.5,0,0,55,0.4,1290,9.9,6293,48.1,0,0,363,2.8,8326,63.7,16,0.1,5051,38.6,903,6.9,4306,32.9,618,4.7,38,1.7,636,4.9,5505,42.1,1236,9.5,2284,0,0,903,6.9,38,1.7
"221901",647,3.9,16456,268,1.6,928,5.6,2197,13.4,319,1.8,284,1.7,11183,68,8066,49,171,1,4522,1223,7.4,7335,44.6,1003,6.1,421,2.6,53,0.3,916,5.6,8390,51,2,0,982,6,5273,32,29,0.2,8464,51.4,2211,13.4,6380,38.8,715,4.3,2475,54.7,4656,28.3,5859,35.6,932,5.6,4534,1223,7.4,2222,13.4,2479,54.7
"221904",72,6.5,1106,0,0,29,2.6,10,0.9,41,3.2,29,2.6,668,60.4,557,50.4,7,0.6,329,70,6.3,293,26.5,37,3.3,0,0,4,0.4,29,2.6,549,49.6,0,0,34,3.1,438,39.6,1,0.1,543,49.1,189,17.1,543,49.1,29,2.6,173,52.6,393,35.5,769,69.5,29,2.6,329,70,6.3,191,17.2,173,52.6
"221905",16,10.2,157,0,0,2,1.3,6,3.8,0,0,8,5.1,108,68.8,73,46.5,0,0,35,10,6.4,19,12.1,1,0.6,0,0,0,0,2,1.3,84,53.5,0,0,9,5.7,49,31.2,4,2.5,66,42,25,15.9,157,100,0,0,29,82.9,78,49.7,128,81.5,2,1.3,35,10,6.3,25,15.8,29,82.9
"221911",84,6.2,1362,4,0.3,3,0.2,10,0.7,1,0.1,34,2.5,285,20.9,636,46.7,7,0.5,384,124,9.1,178,13.1,13,1,0,0,6,0.4,3,0.2,726,53.3,0,0,45,3.3,1077,79.1,0,0,330,24.2,149,10.9,347,25.5,33,2.4,268,69.8,549,40.3,1131,83,3,0.2,384,124,9.1,153,11.2,268,69.8
"221912",264,5.5,4773,128,2.7,83,1.7,193,4,22,0.5,91,1.9,986,20.7,2318,48.6,31,0.6,1270,183,3.8,971,20.3,6,0.1,1,0,14,0.3,84,1.8,2455,51.4,0,0,868,18.2,3787,79.3,17,0.4,1171,24.5,348,7.3,142,3,210,4.4,874,68.8,1137,23.8,3240,67.9,83,1.7,1270,183,3.8,355,7.4,874,68.8
"222901",4,3.2,124,4,3.2,4,3.2,1,0.8,0,0,5,4,67,54,65,52.4,1,0.8,34,10,8.1,74,59.7,1,0.8,0,0,0,0,4,3.2,59,47.6,0,0,0,0,57,46,0,0,42,33.9,22,17.7,124,100,3,2.4,20,58.8,45,36.3,42,33.9,4,3.2,34,10,8,23,18.4,20,58.8
"223901",78,4.7,1662,5,0.3,128,7.7,43,2.6,76,4,54,3.2,1331,80.1,778,46.8,11,0.7,449,54,3.2,1327,79.8,115,6.9,16,1,2,0.1,129,7.8,884,53.2,109,6.6,8,0.5,331,19.9,0,0,946,56.9,175,10.5,1662,100,28,1.7,324,72.2,401,24.1,257,15.5,128,7.7,449,54,3.2,176,10.5,324,72.2
"223902",28,9.8,285,0,0,22,7.7,1,0.4,1,0.3,17,6,196,68.8,153,53.7,1,0.4,89,8,2.8,201,70.5,6,2.1,0,0,1,0.4,22,7.7,132,46.3,72,25.3,3,1.1,89,31.2,0,0,154,54,28,9.8,285,100,3,1.1,89,100,129,45.3,79,27.7,22,7.7,89,8,2.8,28,9.8,89,100
"223904",4,1.2,324,0,0,42,13,1,0.3,0,0,13,4,158,48.8,170,52.5,0,0,69,24,7.4,143,44.1,7,2.2,10,3.1,0,0,43,13.3,154,47.5,13,4,7,2.2,166,51.2,0,0,126,38.9,20,6.2,324,100,4,1.2,69,100,129,39.8,176,54.3,42,12.9,69,24,7.4,21,6.5,69,100
"224901",29,17.9,162,0,0,0,0,2,1.2,2,1.2,14,8.6,105,64.8,80,49.4,0,0,45,3,1.9,24,14.8,34,21,1,0.6,0,0,0,0,82,50.6,0,0,0,0,57,35.2,0,0,90,55.6,11,6.8,162,100,1,0.6,43,95.6,83,51.2,135,83.3,0,0,45,3,1.9,11,6.8,43,95.6
"224902",14,9.2,153,0,0,0,0,0,0,0,0,11,7.2,82,53.6,74,48.4,0,0,52,3,2,25,16.3,0,0,0,0,0,0,0,0,79,51.6,0,0,0,0,71,46.4,0,0,49,32,17,11.1,153,100,2,1.3,52,100,82,53.6,126,82.4,0,0,52,3,1.9,18,11.7,52,100
"225902",511,9.6,5318,33,0.6,2710,51,608,11.4,73,1.3,577,10.8,4102,77.1,2607,49,21,0.4,1544,391,7.4,3714,69.8,60,1.1,68,1.3,6,0.1,2468,46.4,2711,51,17,0.3,21,0.4,1216,22.9,3,0.1,3869,72.8,660,12.4,3017,56.7,94,1.8,935,60.6,1442,27.1,860,16.2,2710,50.9,1544,391,7.3,669,12.6,935,60.6
"225906",133,12.6,1055,10,0.9,156,14.8,24,2.3,10,0.9,90,8.5,465,44.1,526,49.9,1,0.1,378,80,7.6,384,36.4,4,0.4,1,0.1,4,0.4,158,15,529,50.1,0,0,0,0,590,55.9,1,0.1,329,31.2,104,9.9,1055,100,27,2.6,150,39.7,444,42.1,605,57.3,156,14.8,378,80,7.6,105,9.9,150,39.7
"225907",109,16.7,651,2,0.3,217,33.3,10,1.5,4,0.6,96,14.7,420,64.5,310,47.6,0,0,0,16,2.5,338,51.9,12,1.8,15,2.3,0,0,231,35.5,341,52.4,0,0,10,1.5,231,35.5,0,0,376,57.8,48,7.4,651,100,5,0.8,0,0,0,0,296,45.5,217,33.3,0,16,2.5,48,7.4,0,.
"226801",223,7.5,2962,29,1,115,3.9,343,11.6,0,0,109,3.7,1436,48.5,1501,50.7,3,0.1,475,0,0,1552,52.4,11,0.4,19,0.6,10,0.3,122,4.1,1461,49.3,0,0,101,3.4,1526,51.5,5,0.2,1795,60.6,255,8.6,2962,100,104,3.5,77,16.2,404,13.6,919,31,115,3.9,475,0,0,255,8.6,77,16.2
"226901",7,1.3,539,3,0.6,0,0,1,0.2,7,1.2,25,4.6,147,27.3,253,46.9,4,0.7,165,24,4.5,127,23.6,9,1.7,0,0,6,1.1,0,0,286,53.1,0,0,16,3,392,72.7,0,0,148,27.5,68,12.6,242,44.9,11,2,163,98.8,184,34.1,391,72.5,0,0,165,24,4.5,68,12.6,163,98.8
"226903",896,6.2,14514,183,1.3,712,4.9,554,3.8,261,1.6,195,1.3,8328,57.4,7111,49,85,0.6,4088,567,3.9,8726,60.1,131,0.9,107,0.7,40,0.3,719,5,7403,51,24,0.2,706,4.9,6186,42.6,19,0.1,7336,50.5,1585,10.9,10355,71.3,320,2.2,1892,46.3,2891,19.9,4672,32.2,712,4.9,4104,567,3.9,1629,11.2,1892,46.1
