DISTRICT,DPEMSPEC,DPEMSPEP,DPEMSPET,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETATTC,DPETATTD,DPETATTP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETG9XC,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETVHSC,DPETVHSP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP
"'187910",53,29.3,181,62,5.1,1213,18,1.5,191,1017,18.8,21,1.7,32,2.6,9,0.7,65,5.4,970,80,603,49.7,0,0,322,56,4.6,137,11.3,15,1.2,3,0.2,3,0.2,22,1.8,610,50.3,0,0,23,1.9,243,20,0,0,328,27,160,13.2,1211,99.8,41,3.4,282,87.6,370,30.5,982,81,21,1.7,56,4.6,162,13.3
"'188901",761,16.8,4539,1449,4.7,30748,1551,5,4771,23736,20.1,5169,16.8,3239,10.5,480,1.5,1585,5.2,20658,67.2,15043,48.9,66,0.2,8448,1688,5.5,14239,46.3,1131,3.7,254,0.8,122,0.4,5163,16.8,15705,51.1,90,0.3,170,0.6,10090,32.8,33,0.1,16573,53.9,4318,14,24390,79.3,936,3,6095,72.1,8156,26.5,10628,34.6,5172,16.8,1688,5.5,4379,14.2
"'188902",45,19.5,231,112,8.4,1340,13,1,155,905,17.1,68,5.1,19,1.4,23,1.6,95,7.1,740,55.2,672,50.1,10,0.7,448,44,3.3,406,30.3,23,1.7,0,0,6,0.4,72,5.4,668,49.9,0,0,84,6.3,600,44.8,1,0.1,536,40,225,16.8,575,42.9,43,3.2,368,82.1,458,34.2,852,63.6,68,5.1,44,3.3,225,16.8
"'188903",24,17.8,135,84,10.2,826,46,5.6,133,689,19.3,67,8.1,19,2.3,12,1.2,80,9.7,472,57.1,416,50.4,5,0.6,244,16,1.9,387,46.9,5,0.6,0,0,7,0.8,68,8.2,410,49.6,0,0,13,1.6,354,42.9,0,0,384,46.5,106,12.8,826,100,20,2.4,207,84.8,208,25.2,347,42,67,8.1,16,1.9,106,12.8
"'188904",29,14.1,206,187,12.1,1546,7,0.5,90,1092,8.2,15,1,21,1.4,21,1.4,164,10.6,272,17.6,767,49.6,4,0.3,507,124,8,271,17.5,5,0.3,0,0,3,0.2,15,1,779,50.4,2,0.1,217,14,1274,82.4,2,0.1,394,25.5,221,14.3,537,34.7,52,3.4,450,88.8,539,34.9,1190,77,15,1,124,8,225,14.5
"'189901",2,6.3,32,0,0,270,1,0.4,33,270,12.2,41,15.2,2,0.7,3,1,12,4.4,146,54.1,134,49.6,0,0,94,0,0,244,90.4,0,0,10,3.7,0,0,42,15.6,136,50.4,0,0,4,1.5,124,45.9,0,0,178,65.9,33,12.2,270,100,3,1.1,54,57.4,54,20,20,7.4,41,15.2,0,0,33,12.2
"'189902",10,13,77,12,1.1,1046,14,1.3,136,798,17,618,59.1,3,0.3,0,0,4,0.4,946,90.4,477,45.6,0,0,391,104,9.9,1023,97.8,0,0,60,5.7,1,0.1,623,59.6,569,54.4,3,0.3,1,0.1,100,9.6,0,0,710,67.9,73,7,1046,100,1,0.1,263,67.3,265,25.3,4,0.4,618,59,104,9.9,74,7.1
"'190903",41,17.4,235,245,14.2,1727,6,0.3,143,1222,11.7,110,6.4,53,3.1,43,2.3,174,10.1,1018,58.9,782,45.3,5,0.3,470,106,6.1,309,17.9,33,1.9,4,0.2,13,0.8,116,6.7,945,54.7,2,0.1,111,6.4,709,41.1,3,0.2,957,55.4,222,12.9,1727,100,60,3.5,381,81.1,438,25.4,1283,74.3,110,6.4,106,6.1,224,13
"'191901",254,18.9,1347,925,8.7,10659,166,1.6,1678,7125,23.6,324,3,314,2.9,107,1,508,4.8,3642,34.2,5189,48.7,70,0.7,3049,413,3.9,3047,28.6,67,0.6,21,0.2,51,0.5,329,3.1,5470,51.3,5,0,153,1.4,7017,65.8,13,0.1,3566,33.5,1306,12.3,2620,24.6,245,2.3,2151,70.5,2404,22.6,6823,64,324,3,414,3.9,1350,12.6
"'192901",9,10.6,85,58,7.1,812,6,0.7,81,650,12.5,137,16.9,0,0,10,1.1,46,5.7,476,58.6,381,46.9,2,0.2,231,50,6.2,682,84,5,0.6,10,1.2,0,0,144,17.7,431,53.1,0,0,14,1.7,336,41.4,0,0,512,63.1,94,11.6,581,71.6,3,0.4,203,87.9,203,25,121,14.9,137,16.9,50,6.2,94,11.6
"'193801",67,46.2,145,13,6.4,202,0,0,100,222,45,4,2,5,2.5,1,0.3,15,7.4,188,93.1,88,43.6,99,49,70,0,0,95,47,6,3,0,0,1,0.5,5,2.5,114,56.4,1,0.5,2,1,14,6.9,1,0.5,140,69.3,95,47,202,100,5,2.5,37,52.9,39,19.3,95,47,4,2,0,0,95,46.8
"'193902",3,5.7,53,28,8.5,328,0,0,25,273,9.2,16,4.9,0,0,0,0,24,7.3,191,58.2,155,47.3,1,0.3,96,13,4,117,35.7,0,0,0,0,0,0,15,4.6,173,52.7,0,0,0,0,137,41.8,0,0,124,37.8,53,16.2,328,100,8,2.4,79,82.3,91,27.7,203,61.9,16,4.9,13,4,53,16.1
"'194902",8,17,47,39,10.9,358,2,0.6,19,271,7,5,1.4,5,1.4,0,0,34,9.5,218,60.9,183,51.1,0,0,100,20,5.6,36,10.1,23,6.4,0,0,7,2,5,1.4,175,48.9,0,0,24,6.7,140,39.1,0,0,120,33.5,47,13.1,358,100,25,7,83,83,115,32.1,283,79.1,5,1.4,20,5.6,48,13.4
"'194903",20,29,69,81,11.8,684,1,0.1,68,510,13.3,38,5.6,23,3.4,7,0.9,63,9.2,462,67.5,332,48.5,0,0,189,59,8.6,120,17.5,6,0.9,2,0.3,8,1.2,40,5.8,352,51.5,0,0,7,1,222,32.5,0,0,320,46.8,71,10.4,344,50.3,43,6.3,165,87.3,167,24.4,489,71.5,38,5.5,59,8.6,72,10.5
"'194904",15,23.8,63,46,8.8,522,0,0,45,422,10.7,56,10.7,264,50.6,19,3.5,36,6.9,509,97.5,263,50.4,0,0,122,38,7.3,126,24.1,10,1.9,3,0.6,3,0.6,56,10.7,259,49.6,0,0,1,0.2,13,2.5,0,0,399,76.4,71,13.6,522,100,52,10,71,58.2,122,23.4,77,14.8,56,10.7,38,7.3,72,13.8
"'194905",11,13.1,84,89,16.9,528,1,0.2,51,392,13,2,0.4,27,5.1,1,0.2,76,14.4,342,64.8,253,47.9,0,0,137,39,7.4,33,6.3,0,0,0,0,2,0.4,2,0.4,275,52.1,1,0.2,2,0.4,186,35.2,1,0.2,237,44.9,83,15.7,528,100,27,5.1,123,89.8,191,36.2,437,82.8,2,0.4,39,7.4,85,16
"'195901",52,17.4,299,88,3.3,2671,37,1.4,242,1734,14,332,12.4,24,0.9,34,1.2,51,1.9,1799,67.4,1300,48.7,2,0.1,677,116,4.3,2436,91.2,0,0,0,0,8,0.3,389,14.6,1371,51.3,0,0,3,0.1,872,32.6,2,0.1,1295,48.5,248,9.3,2671,100,3,0.1,596,88,772,28.9,161,6,332,12.4,116,4.3,248,9.3
"'195902",1,6.7,15,5,3.4,148,0,0,19,136,14,13,8.8,0,0,0,0,2,1.4,129,87.2,73,49.3,0,0,46,2,1.4,128,86.5,1,0.7,0,0,0,0,13,8.8,75,50.7,2,1.4,10,6.8,19,12.8,0,0,85,57.4,18,12.2,148,100,0,0,42,91.3,66,44.6,20,13.5,13,8.8,2,1.4,18,12.2
"'196901",4,12.5,32,3,2.3,131,0,0,20,121,16.5,3,2.3,2,1.5,0,0,6,4.6,84,64.1,64,48.9,0,0,39,7,5.3,93,71,1,0.8,0,0,0,0,3,2.3,67,51.1,0,0,0,0,47,35.9,0,0,55,42,35,26.7,81,61.8,0,0,31,79.5,31,23.7,36,27.5,3,2.3,7,5.3,35,26.7
"'196902",9,11.7,77,55,12.6,437,1,0.2,40,369,10.8,1,0.2,13,3,2,0.4,14,3.2,268,61.3,221,50.6,4,0.9,125,27,6.2,254,58.1,28,6.4,0,0,0,0,1,0.2,216,49.4,0,0,21,4.8,169,38.7,1,0.2,261,59.7,85,19.5,247,56.5,2,0.5,114,91.2,114,26.1,166,38,1,0.2,27,6.2,86,19.6
"'196903",16,16.7,96,84,12.2,689,0,0,51,525,9.7,37,5.4,57,8.3,10,1.3,56,8.1,510,74,332,48.2,3,0.4,219,12,1.7,468,67.9,27,3.9,0,0,3,0.4,37,5.4,357,51.8,0,0,1,0.1,179,26,0,0,398,57.8,112,16.3,686,99.6,9,1.3,139,63.5,167,24.2,152,22.1,37,5.4,12,1.7,112,16.3
"'197902",3,25,12,27,13.8,196,0,0,33,184,17.9,2,1,0,0,3,1.4,24,12.2,58,29.6,99,50.5,0,0,64,12,6.1,27,13.8,3,1.5,0,0,1,0.5,2,1,97,49.5,0,0,0,0,138,70.4,0,0,41,20.9,15,7.7,196,100,1,0.5,58,90.6,64,32.7,167,85.2,2,1,12,6.1,15,7.7
"'198901",8,16,50,44,8.9,496,4,0.8,41,399,10.3,21,4.2,70,14.1,3,0.6,35,7.1,247,49.8,249,50.2,2,0.4,132,19,3.8,76,15.3,3,0.6,1,0.2,0,0,21,4.2,247,49.8,2,0.4,1,0.2,249,50.2,0,0,215,43.3,46,9.3,246,49.6,14,2.8,112,84.8,143,28.8,332,66.9,21,4.2,19,3.8,48,9.6
"'198902",9,36,25,10,7,142,0,0,29,132,22,6,4.2,105,73.9,3,1.8,7,4.9,129,90.8,69,48.6,0,0,43,3,2.1,26,18.3,0,0,0,0,0,0,6,4.2,73,51.4,0,0,0,0,13,9.2,0,0,25,17.6,17,12,142,100,3,2.1,28,65.1,29,20.4,8,5.6,6,4.2,3,2.1,17,12
"'198903",18,10.8,166,202,15,1347,17,1.3,65,973,6.7,50,3.7,94,7,18,1.4,109,8.1,551,40.9,618,45.9,11,0.8,394,86,6.4,269,20,3,0.2,1,0.1,4,0.3,51,3.8,729,54.1,0,0,41,3,796,59.1,4,0.3,330,24.5,174,12.9,543,40.3,48,3.6,313,79.4,415,30.8,911,67.6,50,3.7,87,6.4,175,13
"'198905",19,14.2,134,35,4.7,737,0,0,86,556,15.5,136,18.5,324,44,13,1.6,30,4.1,714,96.9,332,45,2,0.3,232,11,1.5,320,43.4,7,0.9,5,0.7,0,0,137,18.6,405,55,0,0,6,0.8,23,3.1,0,0,528,71.6,124,16.8,737,100,23,3.1,191,82.3,204,27.7,70,9.5,136,18.4,11,1.5,128,17.3
"'198906",2,4.7,43,12,2,611,2,0.3,41,540,7.6,119,19.5,29,4.7,0,0,11,1.8,357,58.4,327,53.5,1,0.2,157,116,19,324,53,0,0,1,0.2,2,0.3,123,20.1,284,46.5,0,0,0,0,254,41.6,0,0,228,37.3,52,8.5,611,100,7,1.1,111,70.7,111,18.2,247,40.4,119,19.5,116,19,52,8.5
"'199901",258,12.8,2022,2188,12.3,17818,536,3,2256,13059,17.3,1606,9,1872,10.5,70,0.4,1713,9.6,4600,25.8,8675,48.7,81,0.5,5796,1473,8.3,4307,24.2,13,0.1,81,0.5,115,0.6,1647,9.2,9143,51.3,0,0,1307,7.3,13218,74.2,33,0.2,5627,31.6,2102,11.8,2831,15.9,823,4.6,4109,70.9,4118,23.1,10132,56.9,1607,9,1473,8.2,2178,12.1
"'199902",148,15.3,968,731,9.6,7610,93,1.2,763,5347,14.3,950,12.5,754,9.9,55,0.7,576,7.6,3269,43,3724,48.9,36,0.5,2232,528,6.9,2717,35.7,3,0,57,0.7,42,0.6,982,12.9,3886,51.1,0,0,744,9.8,4341,57,11,0.1,3776,49.6,998,13.1,3548,46.6,272,3.6,1717,76.9,2169,28.5,3721,48.9,951,12.5,528,6.9,1016,13.3
"'200901",23,20.5,112,83,9.9,837,4,0.5,73,645,11.3,18,2.2,13,1.6,9,1,76,9.1,529,63.2,377,45,5,0.6,263,48,5.7,401,47.9,5,0.6,1,0.1,0,0,18,2.2,460,55,2,0.2,19,2.3,308,36.8,0,0,452,54,110,13.1,829,99,25,3,196,74.5,211,25.2,394,47.1,18,2.1,48,5.7,111,13.2
"'200902",10,25.6,39,68,14,486,0,0,35,397,8.8,42,8.6,3,0.6,7,1.4,46,9.5,222,45.7,239,49.2,1,0.2,144,37,7.6,181,37.2,12,2.5,7,1.4,0,0,42,8.6,247,50.8,11,2.3,19,3.9,264,54.3,0,0,193,39.7,42,8.6,260,53.5,4,0.8,122,84.7,201,41.4,298,61.3,42,8.6,37,7.6,43,8.8
"'200904",11,13.1,84,64,11.6,552,2,0.4,64,447,14.3,21,3.8,5,0.9,7,1.2,58,10.5,394,71.4,269,48.7,4,0.7,166,56,10.1,328,59.4,9,1.6,0,0,0,0,23,4.2,283,51.3,0,0,2,0.4,158,28.6,0,0,288,52.2,87,15.8,530,96,13,2.4,134,80.7,177,32.1,204,37,21,3.8,56,10.1,89,16.1
"'200906",6,24,25,17,12.1,141,0,0,36,134,26.9,2,1.4,1,0.7,0,0,6,4.3,105,74.5,61,43.3,0,0,42,7,5,54,38.3,6,4.3,0,0,0,0,2,1.4,80,56.7,0,0,3,2.1,36,25.5,0,0,57,40.4,20,14.2,134,95,2,1.4,30,71.4,38,27,84,59.6,2,1.4,7,5,20,14.2
"'201902",53,12,441,300,8.8,3410,23,0.7,209,2120,9.9,522,15.3,642,18.8,48,1.3,121,3.5,2079,61,1734,50.9,25,0.7,1024,223,6.5,1129,33.1,5,0.1,52,1.5,12,0.4,530,15.5,1676,49.1,0,0,32,0.9,1331,39,2,0.1,1876,55,439,12.9,2386,70,121,3.5,876,85.5,1123,32.9,1481,43.4,522,15.3,223,6.5,443,13
"'201903",3,11.1,27,14,9,156,0,0,35,151,23.2,23,14.7,57,36.5,2,1.1,9,5.8,131,84,66,42.3,7,4.5,45,7,4.5,53,34,0,0,0,0,0,0,23,14.7,90,57.7,0,0,1,0.6,25,16,0,0,97,62.2,24,15.4,156,100,9,5.8,44,97.8,62,39.7,37,23.7,23,14.7,7,4.5,24,15.4
"'201904",8,24.2,33,25,10.2,244,0,0,29,184,15.8,65,26.6,17,7,2,0.8,15,6.1,182,74.6,112,45.9,0,0,72,0,0,103,42.2,0,0,0,0,0,0,65,26.6,132,54.1,0,0,3,1.2,62,25.4,0,0,144,59,34,13.9,244,100,9,3.7,57,79.2,70,28.7,115,47.1,65,26.5,0,0,34,13.9
"'201907",9,16.1,56,48,10.3,467,8,1.7,37,352,10.5,19,4.1,48,10.3,0,0,38,8.1,307,65.7,244,52.2,1,0.2,130,27,5.8,39,8.4,9,1.9,0,0,1,0.2,19,4.1,223,47.8,2,0.4,3,0.6,160,34.3,2,0.4,197,42.2,65,13.9,467,100,15,3.2,95,73.1,156,33.4,354,75.8,19,4.1,27,5.8,65,13.9
"'201908",8,14.3,56,60,12.7,473,2,0.4,92,419,22,11,2.3,53,11.2,4,0.8,49,10.4,301,63.6,219,46.3,1,0.2,120,54,11.4,51,10.8,11,2.3,3,0.6,3,0.6,11,2.3,254,53.7,0,0,4,0.8,172,36.4,2,0.4,243,51.4,61,12.9,443,93.7,29,6.1,107,89.2,122,25.8,333,70.4,11,2.3,54,11.4,62,13.1
"'201910",21,14.8,142,117,8,1470,4,0.3,96,1046,9.2,219,14.9,247,16.8,16,1,75,5.1,792,53.9,705,48,6,0.4,473,126,8.6,496,33.7,6,0.4,0,0,4,0.3,236,16.1,765,52,0,0,7,0.5,678,46.1,0,0,560,38.1,138,9.4,1470,100,47,3.2,362,76.5,515,35,672,45.7,219,14.8,126,8.5,143,9.7
"'201913",10,12.8,78,44,7.2,607,1,0.2,45,572,7.9,169,27.8,25,4.1,1,0.2,44,7.2,469,77.3,285,47,2,0.3,163,30,4.9,326,53.7,0,0,0,0,1,0.2,234,38.6,322,53,0,0,12,2,138,22.7,0,0,375,61.8,83,13.7,606,99.8,13,2.1,148,90.8,176,29,241,39.7,169,27.8,30,4.9,84,13.8
"'201914",21,15.6,135,82,7.9,1038,2,0.2,86,730,11.8,117,11.3,119,11.5,6,0.5,57,5.5,759,73.1,500,48.2,2,0.2,342,59,5.7,293,28.2,63,6.1,4,0.4,8,0.8,122,11.8,538,51.8,1,0.1,0,0,279,26.9,1,0.1,550,53,134,12.9,1038,100,48,4.6,263,76.9,264,25.4,567,54.6,117,11.3,59,5.7,134,12.9
"'202903",19,14.3,133,63,7,901,6,0.7,84,677,12.4,16,1.8,76,8.4,2,0.2,45,5,540,59.9,407,45.2,5,0.6,273,48,5.3,75,8.3,25,2.8,0,0,6,0.7,17,1.9,494,54.8,0,0,0,0,361,40.1,3,0.3,307,34.1,116,12.9,901,100,71,7.9,156,57.1,171,19,664,73.7,16,1.8,48,5.3,117,13
"'202905",11,11.5,96,35,6.3,559,0,0,59,490,12,3,0.5,45,8.1,6,1,32,5.7,408,73,283,50.6,0,0,165,28,5,30,5.4,5,0.9,0,0,3,0.5,3,0.5,276,49.4,1,0.2,0,0,151,27,1,0.2,266,47.6,89,15.9,559,100,18,3.2,140,84.8,202,36.1,462,82.6,3,0.5,28,5,90,16.1
"'203901",25,22.1,113,61,9.2,662,1,0.2,76,572,13.3,97,14.7,343,51.8,3,0.4,40,6,522,78.9,321,48.5,8,1.2,198,22,3.3,175,26.4,0,0,1,0.2,0,0,96,14.5,341,51.5,9,1.4,0,0,140,21.1,0,0,473,71.5,103,15.6,662,100,28,4.2,182,91.9,195,29.5,115,17.4,97,14.7,22,3.3,103,15.6
"'203902",13,18.1,72,36,9.9,365,0,0,48,315,15.2,15,4.1,6,1.6,0,0,20,5.5,294,80.5,181,49.6,2,0.5,110,36,9.9,34,9.3,3,0.8,0,0,0,0,15,4.1,184,50.4,9,2.5,5,1.4,71,19.5,0,0,98,26.8,57,15.6,365,100,12,3.3,105,95.5,127,34.8,313,85.8,15,4.1,36,9.9,57,15.6
"'204901",53,23.6,225,97,6.1,1586,4,0.3,204,1091,18.7,27,1.7,228,14.4,43,2.5,63,4,1041,65.6,741,46.7,3,0.2,491,104,6.6,198,12.5,24,1.5,4,0.3,5,0.3,28,1.8,845,53.3,0,0,10,0.6,545,34.4,0,0,546,34.4,222,14,1586,100,77,4.9,435,88.6,438,27.6,1074,67.7,27,1.7,104,6.5,227,14.3
"'204904",44,18.6,237,129,6.8,1909,3,0.2,272,1389,19.6,364,19.1,70,3.7,27,1.3,95,5,1518,79.5,902,47.2,2,0.1,531,109,5.7,768,40.2,37,1.9,5,0.3,3,0.2,382,20,1007,52.8,0,0,74,3.9,391,20.5,1,0.1,1278,66.9,243,12.7,1378,72.2,103,5.4,492,92.7,494,25.9,961,50.3,364,19,109,5.7,247,12.9
"'205901",39,22.4,174,136,8.1,1674,9,0.5,215,1208,17.8,146,8.7,37,2.2,35,1.9,88,5.3,1301,77.7,823,49.2,11,0.7,476,77,4.6,1062,63.4,48,2.9,17,1,3,0.2,151,9,851,50.8,2,0.1,9,0.5,373,22.3,1,0.1,707,42.2,160,9.6,1674,100,31,1.9,310,65.1,313,18.7,531,31.7,146,8.7,77,4.6,162,9.7
"'205902",83,14.4,576,431,9.1,4717,89,1.9,661,3739,17.7,237,5,57,1.2,26,0.5,389,8.2,2726,57.8,2246,47.6,18,0.4,1362,291,6.2,2807,59.5,5,0.1,38,0.8,14,0.3,251,5.3,2471,52.4,3,0.1,66,1.4,1991,42.2,11,0.2,2141,45.4,552,11.7,1676,35.5,95,2,933,68.5,1079,22.9,1644,34.9,237,5,291,6.1,569,12
"'205903",33,11.9,278,164,8.2,1998,11,0.6,292,1605,18.2,166,8.3,21,1.1,74,3.3,165,8.3,1509,75.5,970,48.5,5,0.3,626,51,2.6,1028,51.5,12,0.6,14,0.7,8,0.4,169,8.5,1028,51.5,4,0.2,32,1.6,489,24.5,3,0.2,1061,53.1,279,14,1998,100,42,2.1,464,74.1,466,23.3,885,44.3,166,8.3,51,2.6,279,14
"'205904",30,15.9,189,117,8.1,1441,2,0.1,178,1078,16.5,12,0.8,11,0.8,43,2.6,29,2,1179,81.8,665,46.1,7,0.5,430,67,4.6,1264,87.7,10,0.7,0,0,1,0.1,17,1.2,776,53.9,0,0,5,0.3,262,18.2,0,0,716,49.7,193,13.4,1441,100,8,0.6,355,82.6,358,24.8,155,10.8,12,0.8,67,4.6,194,13.4
"'205905",12,15.6,77,96,11.5,837,1,0.1,66,612,10.8,21,2.5,5,0.6,6,0.6,56,6.7,576,68.8,414,49.5,0,0,283,69,8.2,708,84.6,10,1.2,0,0,0,0,20,2.4,423,50.5,0,0,9,1.1,261,31.2,1,0.1,318,38,74,8.8,837,100,8,1,212,74.9,212,25.3,114,13.6,21,2.5,69,8.2,76,9.1
"'205906",58,18.6,312,238,11.7,2027,9,0.4,186,1508,12.3,37,1.8,25,1.2,17,0.7,142,7,1411,69.6,984,48.5,7,0.3,631,116,5.7,1649,81.4,1,0,3,0.1,5,0.2,38,1.9,1043,51.5,2,0.1,5,0.2,616,30.4,0,0,1109,54.7,273,13.5,445,22,11,0.5,491,77.8,616,30.4,328,16.2,37,1.8,116,5.7,279,13.7
"'205907",18,14.5,124,86,9.7,888,0,0,114,737,15.5,24,2.7,8,0.9,4,0.4,29,3.3,798,89.9,424,47.7,0,0,285,31,3.5,790,89,14,1.6,2,0.2,2,0.2,24,2.7,464,52.3,12,1.4,20,2.3,90,10.1,1,0.1,637,71.7,110,12.4,603,67.9,8,0.9,220,77.2,266,30,79,8.9,24,2.7,31,3.5,110,12.4
"'206901",6,6.7,89,78,10.7,730,2,0.3,46,572,8,153,21,0,0,11,1.4,76,10.4,456,62.5,353,48.4,4,0.5,211,53,7.3,429,58.8,10,1.4,0,0,0,0,155,21.2,377,51.6,5,0.7,11,1.5,274,37.5,1,0.1,406,55.6,77,10.5,730,100,7,1,129,61.1,130,17.8,291,39.9,153,20.9,53,7.3,78,10.7
"'206902",5,20,25,15,12.5,120,0,0,10,100,10,2,1.7,0,0,0,0,17,14.2,59,49.2,54,45,0,0,44,2,1.7,19,15.8,0,0,0,0,1,0.8,2,1.7,66,55,0,0,8,6.7,61,50.8,0,0,57,47.5,21,17.5,119,99.2,1,0.8,31,70.5,40,33.3,99,82.5,2,1.7,2,1.7,22,18.2
"'206903",7,35,20,17,13.5,126,0,0,19,120,15.8,1,0.8,4,3.2,0,0,12,9.5,67,53.2,66,52.4,3,2.4,46,3,2.4,28,22.2,1,0.8,0,0,2,1.6,1,0.8,60,47.6,0,0,0,0,59,46.8,0,0,37,29.4,15,11.9,125,99.2,4,3.2,42,91.3,52,41.3,88,69.8,1,0.8,3,2.3,17,13.3
"'207901",4,9.8,41,39,7.8,499,0,0,31,416,7.5,58,11.6,1,0.2,0,0,24,4.8,322,64.5,238,47.7,0,0,154,26,5.2,360,72.1,8,1.6,3,0.6,0,0,58,11.6,261,52.3,4,0.8,29,5.8,177,35.5,0,0,315,63.1,41,8.2,499,100,6,1.2,125,81.2,148,29.7,132,26.5,58,11.6,26,5.2,41,8.2
"'208901",2,8.3,24,22,8.5,258,0,0,39,248,15.7,16,6.2,5,1.9,0,0,11,4.3,119,46.1,129,50,0,0,72,22,8.5,113,43.8,1,0.4,0,0,1,0.4,16,6.2,129,50,0,0,0,0,139,53.9,0,0,144,55.8,22,8.5,258,100,6,2.3,70,97.2,84,32.6,133,51.6,16,6.2,22,8.5,22,8.5
"'208902",45,15.6,288,111,4.4,2551,25,1,266,1893,14.1,337,13.2,50,2,45,1.6,75,2.9,1689,66.2,1198,47,16,0.6,724,129,5.1,1715,67.2,7,0.3,16,0.6,8,0.3,314,12.3,1353,53,20,0.8,9,0.4,862,33.8,1,0,1178,46.2,294,11.5,1258,49.3,49,1.9,595,82.2,844,33.1,703,27.6,337,13.2,129,5,300,11.7
"'208903",3,13,23,19,6.9,275,0,0,28,259,10.8,6,2.2,1,0.4,4,1.4,18,6.5,73,26.5,126,45.8,0,0,83,5,1.8,66,24,1,0.4,0,0,0,0,6,2.2,149,54.2,0,0,0,0,202,73.5,0,0,77,28,24,8.7,0,0,2,0.7,81,97.6,81,29.5,206,74.9,6,2.2,5,1.8,25,9.1
"'209901",5,9.1,55,37,7.3,510,3,0.6,41,429,9.6,14,2.7,10,2,2,0.4,30,5.9,206,40.4,245,48,10,2,158,17,3.3,89,17.5,7,1.4,1,0.2,2,0.4,13,2.5,265,52,0,0,19,3.7,304,59.6,1,0.2,244,47.8,59,11.6,510,100,17,3.3,140,88.6,183,35.9,388,76.1,14,2.7,17,3.3,59,11.6
"'209902",13,50,26,15,13.2,114,0,0,30,110,27.3,0,0,3,2.6,1,0.7,9,7.9,97,85.1,59,51.8,2,1.8,33,1,0.9,13,11.4,12,10.5,0,0,0,0,0,0,55,48.2,0,0,0,0,17,14.9,1,0.9,73,64,20,17.5,114,100,2,1.8,31,93.9,46,40.4,95,83.3,0,0,1,0.9,20,17.5
"'210901",47,13.6,345,187,7.4,2518,93,3.7,173,1775,9.7,801,31.8,497,19.7,24,0.9,170,6.8,1832,72.8,1196,47.5,5,0.2,741,55,2.2,1115,44.3,4,0.2,14,0.6,9,0.4,818,32.5,1322,52.5,24,1,9,0.4,686,27.2,1,0,1623,64.5,332,13.2,2518,100,66,2.6,662,89.3,704,28,737,29.3,801,31.7,55,2.2,339,13.4
"'210902",24,15,160,90,13.2,681,2,0.3,49,514,9.5,47,6.9,25,3.7,1,0.1,90,13.2,410,60.2,350,51.4,3,0.4,205,26,3.8,90,13.2,3,0.4,0,0,3,0.4,49,7.2,331,48.6,0,0,27,4,271,39.8,0,0,317,46.5,168,24.7,316,46.4,19,2.8,199,97.1,199,29.2,542,79.6,47,6.9,26,3.8,169,24.8
"'210903",21,18.6,113,43,5.6,773,1,0.1,66,711,9.3,39,5,119,15.4,12,1.5,41,5.3,441,57.1,362,46.8,0,0,198,36,4.7,95,12.3,0,0,0,0,0,0,39,5,411,53.2,2,0.3,2,0.3,332,42.9,0,0,391,50.6,106,13.7,773,100,23,3,165,83.3,191,24.7,535,69.2,39,5,36,4.6,107,13.8
"'210904",10,11.1,90,13,2.8,472,0,0,66,460,14.3,99,21,122,25.8,2,0.4,11,2.3,430,91.1,227,48.1,5,1.1,154,19,4,229,48.5,40,8.5,1,0.2,0,0,99,21,245,51.9,0,0,2,0.4,42,8.9,0,0,311,65.9,89,18.9,472,100,9,1.9,144,93.5,174,36.9,112,23.7,99,20.9,19,4,90,19
"'210905",13,12.9,101,76,11.8,643,0,0,89,603,14.8,49,7.6,155,24.1,9,1.3,37,5.8,419,65.2,325,50.5,6,0.9,219,8,1.2,104,16.2,0,0,0,0,0,0,43,6.7,318,49.5,1,0.2,1,0.2,224,34.8,0,0,366,56.9,90,14,643,100,24,3.7,197,90,244,37.9,360,56,49,7.6,8,1.2,92,14.3
"'210906",0,0,13,6,8.8,68,0,0,20,62,32.3,10,14.7,2,2.9,0,0,10,14.7,49,72.1,29,42.6,0,0,0,0,0,17,25,0,0,0,0,1,1.5,10,14.7,39,57.4,0,0,0,0,19,27.9,0,0,18,26.5,5,7.4,68,100,1,1.5,0,0,8,11.8,47,69.1,10,14.7,0,0,5,7.4
