state,county,population,below50,below125,below150,below185,below200,below300,below400
Louisiana,Madison Parish,11137,1536,3828,4431,4740,5368,6303,7473
Louisiana,Morehouse Parish,25189,2697,8715,10071,11363,12265,16702,19547
Louisiana,Natchitoches Parish,38505,6755,12990,15657,18671,19833,24941,28478
Louisiana,Orleans Parish,391249,42114,108031,128378,152048,160612,216184,258059
Louisiana,Ouachita Parish,154679,16710,43853,51360,59655,63739,85028,103760
Louisiana,Plaquemines Parish,23305,2018,4659,5830,6923,7356,10941,14136
Louisiana,Pointe Coupee Parish,21883,2068,5328,6623,8643,9108,12591,15094
Louisiana,Rapides Parish,130376,9837,29327,36155,44438,48900,70924,88269
Louisiana,Red River Parish,8462,1255,2699,2909,3794,3976,5125,6547
Louisiana,Richland Parish,20251,2577,7153,7984,8953,9309,12197,14326
Louisiana,Sabine Parish,23915,2375,6317,7734,9697,11177,15235,18284
Louisiana,St. Bernard Parish,46694,4868,13509,15699,19777,21282,29015,34223
Louisiana,St. Charles Parish,52856,2525,7312,9244,12348,13480,21704,28286
Louisiana,St. Helena Parish,10227,1036,3174,3409,4051,4453,5996,7485
Louisiana,St. James Parish,21142,1183,4367,5645,6941,7424,9910,12330
Louisiana,St. John the Baptist Parish,43055,3480,8640,10285,13429,14549,21158,27648
Louisiana,St. Landry Parish,82786,9573,26048,30537,36719,39428,52073,62397
Louisiana,St. Martin Parish,53607,3982,11659,14529,18493,20331,31105,37643
Louisiana,St. Mary Parish,50020,4377,12654,15581,20312,22471,31270,38033
Louisiana,St. Tammany Parish,258447,11409,37892,46825,61007,67030,106599,142011
Louisiana,Tangipahoa Parish,133753,11621,34389,40059,49050,54299,73671,89790
Louisiana,Tensas Parish,4435,778,2011,2213,2550,2778,3401,3674
Louisiana,Terrebonne Parish,111297,8760,26476,31163,38130,43099,62806,77098
Louisiana,Union Parish,22270,2511,6116,7434,8688,9182,12278,15301
Louisiana,Vermilion Parish,59787,4932,13100,16104,20248,22296,32688,42289
Louisiana,Vernon Parish,49315,3298,10442,12680,17139,19386,27651,33567
Louisiana,Washington Parish,46325,4207,13883,16619,19952,21806,29873,34799
Louisiana,Webster Parish,38813,3153,14327,17698,21101,22347,27985,31924
Louisiana,West Baton Rouge Parish,26395,1348,4839,5714,7437,8109,11216,14378
Louisiana,West Carroll Parish,10934,904,2501,3275,4011,5005,6857,7970
Louisiana,West Feliciana Parish,15441,395,1863,1998,3172,3469,5258,6989
Louisiana,Winn Parish,14165,979,2904,3588,4405,5370,7518,9057
Maine,Androscoggin County,107958,4143,16955,22626,29670,32671,52236,68798
Maine,Aroostook County,67431,3482,13748,17399,22540,24519,36790,47531
Maine,Cumberland County,294520,9795,31533,38930,50708,56635,97000,138617
Maine,Franklin County,29933,1249,4787,6861,8926,9939,15390,19895
Maine,Hancock County,54832,2387,7810,9418,13522,14676,24101,32138
Maine,Kennebec County,122158,5775,20196,25264,33316,36894,57940,74819
Maine,Knox County,39809,1566,4883,6649,9746,10533,17926,23316
Maine,Lincoln County,34415,1441,5000,6376,8163,8811,15149,21190
Maine,Oxford County,57741,2921,10730,14023,18477,20312,30832,40673
Maine,Penobscot County,151696,8214,26182,33346,43324,48022,74845,97798
Maine,Piscataquis County,16864,1153,3949,4749,6316,6838,10196,12884
Maine,Sagadahoc County,35720,1382,4419,5449,7428,8367,14328,19802
Maine,Somerset County,50573,3046,12639,15849,19853,21734,29906,37158
Maine,Waldo County,39723,1841,6308,8058,10988,12848,19578,25811
Maine,Washington County,31378,1959,7276,8799,11338,12222,17733,22161
Maine,York County,206074,5715,21068,27136,38251,42093,75666,110287
Maryland,Allegany County,71002,4508,13376,16509,20636,22124,35086,44988
Maryland,Anne Arundel County,575421,16090,42915,54604,72067,78927,140953,209245
Maryland,Baltimore County,828193,37715,94930,121019,157780,176281,282975,392217
Maryland,Calvert County,92094,2098,5408,7340,9746,11152,20017,31890
Maryland,Caroline County,33260,1787,5893,7747,10565,11340,17052,22225
Maryland,Carroll County,168233,3675,10332,13625,18360,21501,39613,61671
Maryland,Cecil County,102889,4922,13100,16632,21779,24000,36836,50868
Maryland,Charles County,161448,5888,14121,17280,22148,25260,42318,63300
Maryland,Dorchester County,31994,2263,6543,8082,10657,11357,16859,21542
Maryland,Frederick County,255955,7640,21720,26197,34351,38178,67832,99570
Maryland,Garrett County,29155,1411,4530,5618,7839,9137,14134,18490
Maryland,Harford County,253736,10015,22838,29402,37448,40539,69857,101652
Maryland,Howard County,322407,8224,21700,27833,36169,38853,62756,91551
Maryland,Kent County,19456,851,2725,3416,4229,4560,7538,9583
Maryland,Montgomery County,1047661,31836,94182,121070,160343,177401,284852,392526
Maryland,Prince George's County,910551,37611,99420,126596,173987,192914,319471,442863
Maryland,Queen Anne's County,50163,1559,4016,5115,6587,7244,13140,19574
Maryland,St. Mary's County,113182,4226,11138,14474,18565,20781,32858,47982
Maryland,Somerset County,25699,1579,5268,6134,8128,8429,11350,13818
Maryland,Talbot County,37087,1362,3958,5360,6614,7395,12415,17682
Maryland,Washington County,150575,6397,21569,27066,36087,39015,62609,83348
Maryland,Wicomico County,103222,8216,20403,24411,31984,34182,51517,65025
Maryland,Worcester County,51967,2496,6702,8662,10934,12747,20246,27627
Maryland,Baltimore city,602274,59344,144814,171279,206963,222432,319696,387380
Massachusetts,Barnstable County,213505,6216,19121,25375,34168,38002,65669,94131
Massachusetts,Berkshire County,125927,5863,16639,20818,26466,28937,49218,67384
Massachusetts,Bristol County,563301,27306,78555,97872,125228,137171,210261,285212
Massachusetts,Dukes County,17430,742,1736,2192,3184,3834,5788,8220
Massachusetts,Essex County,787038,34744,100365,129060,161362,174624,268705,358488
Massachusetts,Franklin County,70529,2685,9853,12689,16924,18746,30859,40340
Massachusetts,Hampden County,466647,30119,92619,111946,135490,147284,218879,275524
Massachusetts,Hampshire County,161361,7982,18920,22873,29623,31809,50947,68566
Massachusetts,Middlesex County,1605899,52960,145515,177046,224376,246088,394077,560107
Massachusetts,Nantucket County,11212,429,1014,1320,1506,1714,2629,4368
Massachusetts,Norfolk County,703740,20955,53707,66166,85749,96055,157938,230812
Massachusetts,Plymouth County,518597,15716,45689,56863,75166,84652,143462,204216
Massachusetts,Suffolk County,801162,64875,162334,188578,227924,242781,336583,420771
Massachusetts,Worcester County,826655,36028,101807,123936,161445,176548,283311,386102
Michigan,Alcona County,10396,682,2136,2570,3422,3811,6100,7556
Michigan,Alger County,9098,340,1325,1690,2324,2769,4431,5962
Michigan,Allegan County,117104,5041,14454,19563,26807,31141,54154,75317
Michigan,Alpena County,28431,1534,5849,7492,10153,11027,16732,20334
Michigan,Antrim County,23301,987,3257,4336,6128,7097,11512,15015
Michigan,Arenac County,15013,682,2824,3696,4840,5350,8849,11324
Michigan,Baraga County,8337,521,1411,1845,2350,2600,3870,4823
Michigan,Barry County,61045,2376,6178,8397,12297,14476,25986,36960
Michigan,Bay County,103506,7078,20202,24628,31306,34166,53960,69234
Michigan,Benzie County,17703,520,2396,3143,4151,4457,7720,10689
Michigan,Berrien County,153797,11041,31797,39070,48727,52792,79575,99990
Michigan,Branch County,43428,2634,8282,10757,14188,15359,23676,30429
Michigan,Calhoun County,133943,7837,27069,32917,42277,46557,71908,89287
Michigan,Cass County,51613,3201,7813,9502,12403,14272,25616,33753
Michigan,Charlevoix County,26197,1084,3221,4441,6069,6729,11935,16170
Michigan,Cheboygan County,25435,1364,4972,6086,8123,8976,14143,18534
Michigan,Chippewa County,37418,2772,7326,9199,12008,12800,18936,23751
Michigan,Clare County,30655,2201,8677,10091,12706,13761,19444,23620
Michigan,Clinton County,78957,3580,8844,11209,15085,16787,29105,42651
Michigan,Crawford County,13904,895,3193,3709,4508,4923,7469,9687
Michigan,Delta County,35874,1968,6317,8350,11392,12546,19435,25122
Michigan,Dickinson County,25373,1084,3843,4790,6517,7593,12007,16609
Michigan,Eaton County,109730,3979,12313,15748,22728,25277,43437,61658
Michigan,Emmet County,33175,1392,4368,5969,7729,8488,14651,19831
Michigan,Genesee County,406770,32527,92716,111236,139113,152118,223022,279332
Michigan,Gladwin County,25312,1435,5476,7255,9548,10668,15266,18445
Michigan,Gogebic County,14715,884,3043,3875,4936,5487,7678,9931
Michigan,Grand Traverse County,92640,3934,12309,15492,20124,22509,38678,54692
Michigan,Gratiot County,40692,2544,7364,8894,11370,12853,19875,25125
Michigan,Hillsdale County,45707,2833,8897,11389,14610,16245,25506,32080
Michigan,Houghton County,35890,3462,8028,10082,12938,14017,19342,24230
Michigan,Huron County,31105,1432,5571,7148,9462,10504,16578,21493
Michigan,Ingham County,290923,24623,63244,72565,88742,97165,139261,176662
Michigan,Ionia County,64401,2268,9442,11438,14982,17112,30883,41188
Michigan,Iosco County,25213,1496,5127,7001,9365,10281,15307,19349
Michigan,Iron County,11099,571,2179,2790,3452,3831,6289,7804
Michigan,Isabella County,70363,8552,19114,22643,26598,28472,39004,47680
Michigan,Jackson County,158174,7362,24697,31715,41922,45879,74290,99301
Michigan,Kalamazoo County,264322,17895,48428,57810,74293,82085,122072,156778
Michigan,Kalkaska County,17725,1145,3946,4706,6420,6947,10617,13103
Michigan,Kent County,652617,32676,96456,123218,163660,180519,296890,395597
Michigan,Keweenaw County,2102,129,261,319,510,553,1043,1282
Michigan,Lake County,11805,815,3154,4180,4989,5524,7618,9381
Michigan,Lapeer County,87975,4143,11838,15566,19607,22181,38545,53068
Michigan,Leelanau County,21649,604,1992,2771,3845,4296,8666,11785
Michigan,Lenawee County,98310,4351,14975,19032,26328,28731,47655,62075
Michigan,Livingston County,190832,5267,13830,17724,25467,29052,53843,81897
Michigan,Luce County,6286,208,1112,1329,1820,1962,2855,3658
Michigan,Mackinac County,10781,597,2276,2779,3593,3938,6080,7650
Michigan,Macomb County,870893,33346,118169,148726,200554,219904,367053,500874
Michigan,Manistee County,24539,1152,3494,4715,6788,7449,12196,16062
Michigan,Marquette County,66403,4649,11895,14575,18042,19526,29952,40949
Michigan,Mason County,29062,1515,5553,7206,9028,10138,16383,20525
Michigan,Mecosta County,43481,3727,9577,11893,15961,17355,24618,30562
Michigan,Menominee County,22902,1008,3703,4687,6695,7537,12833,16262
Michigan,Midland County,83445,3276,11699,14800,19147,21741,36286,47559
Michigan,Missaukee County,15075,776,2664,3521,5084,5550,9044,11275
Michigan,Monroe County,150000,7024,20793,26015,33799,37922,60596,84835
Michigan,Montcalm County,63516,3304,10528,13550,18536,20704,34503,44440
Michigan,Montmorency County,9270,572,1988,2405,3380,3737,5424,6976
Michigan,Muskegon County,173679,10304,32325,41067,55204,59682,92001,119148
Michigan,Newaygo County,48687,2647,9943,12383,15920,17507,28093,35284
Michigan,Oakland County,1255340,41662,125711,157682,208277,229678,386681,553393
Michigan,Oceana County,26545,1666,5581,7130,9922,10737,15529,19623
Michigan,Ogemaw County,20895,1211,4548,5950,7832,8815,13287,16005
Michigan,Ontonagon County,5802,343,1289,1545,2139,2278,3448,4390
Michigan,Osceola County,23323,1442,5147,6170,8230,9195,14256,17828
Michigan,Oscoda County,8282,425,1360,2033,2986,3320,5328,6456
Michigan,Otsego County,24613,1231,4108,5847,7247,8115,12292,16025
Michigan,Ottawa County,289162,9880,29812,39323,53421,59322,109156,159787
Michigan,Presque Isle County,12687,641,2570,3052,3803,4291,6870,8793
Michigan,Roscommon County,23863,1633,5045,6319,8689,9267,14252,17655
Michigan,Saginaw County,191166,13472,41044,49181,61178,68138,101553,127027
Michigan,St. Clair County,159285,8854,26622,32992,41690,46116,73837,98318
Michigan,St. Joseph County,60789,3161,11711,14785,18918,21110,33954,44234
Michigan,Sanilac County,41179,2470,8239,10105,13572,15207,22979,29831
Michigan,Schoolcraft County,8031,453,1712,2099,2572,2688,4253,5611
Michigan,Shiawassee County,68176,3061,10283,13166,17610,19944,33593,45141
Michigan,Tuscola County,52683,2815,9724,12195,16435,17962,27569,36091
Michigan,Van Buren County,75416,4482,14703,19268,22999,25155,39025,50818
Michigan,Washtenaw County,368385,28452,57176,66968,83876,90171,133734,174405
Michigan,Wayne County,1753059,173689,457499,537016,648922,696836,971922,1192127
Michigan,Wexford County,33433,2011,6488,8066,11054,12310,20099,24856
Minnesota,Aitkin County,15826,779,2689,3563,4613,5096,7914,10548
Minnesota,Anoka County,353775,8995,28963,38110,52890,59966,111917,168486
Minnesota,Becker County,34227,1559,5358,6790,8954,10010,15628,21376
Minnesota,Beltrami County,46784,3351,10814,12834,15598,16854,24360,30636
Minnesota,Benton County,40476,1439,4547,6565,9172,10343,17725,24793
Minnesota,Big Stone County,4974,206,804,1047,1429,1546,2310,3159
Minnesota,Blue Earth County,67368,4693,13026,16218,20070,22061,31634,39751
Minnesota,Brown County,25076,579,2667,3480,5055,5779,10337,14534
Minnesota,Carlton County,35709,1831,4967,6111,7925,8526,13980,20163
Minnesota,Carver County,103561,1958,4868,6170,8366,10005,20417,34697
Minnesota,Cass County,29462,1748,5290,7028,8888,9632,15073,19611
Minnesota,Chippewa County,11876,482,1907,2465,3237,3433,5529,7311
Minnesota,Chisago County,55844,1720,4306,5945,7976,9124,15718,25993
Minnesota,Clay County,64029,2770,9935,11958,14767,15967,26051,34954
Minnesota,Clearwater County,8872,397,1736,2083,2771,3018,4755,5992
Minnesota,Cook County,5402,220,694,969,1219,1353,2287,3157
Minnesota,Cottonwood County,11279,489,2049,2614,3245,3527,5777,7660
Minnesota,Crow Wing County,64775,2311,8800,11620,16256,18072,29466,40157
Minnesota,Dakota County,425271,11904,35271,45885,62796,70707,122648,179494
Minnesota,Dodge County,20807,416,1546,2020,3524,3944,7210,10521
Minnesota,Douglas County,37820,1061,4200,5393,7659,8562,14577,21041
Minnesota,Faribault County,13727,590,1932,2540,3366,3880,6467,8767
Minnesota,Fillmore County,21031,800,2685,3491,4940,5586,8922,12847
Minnesota,Freeborn County,30465,1323,4584,6429,8624,9470,14894,19700
Minnesota,Goodhue County,46330,1474,5259,6090,8509,9538,16991,23754
Minnesota,Grant County,5962,170,894,1174,1579,1824,3040,3834
Minnesota,Hennepin County,1255296,60065,162579,197513,248405,272377,429313,579294
Minnesota,Houston County,18670,716,1957,2533,3538,4025,7187,10814
Minnesota,Hubbard County,21287,893,3135,4070,5517,6176,9985,13458
Minnesota,Isanti County,40004,984,4471,5692,7768,8732,15449,21943
Minnesota,Itasca County,45180,2487,7222,8842,12472,13895,21365,28085
Minnesota,Jackson County,9873,254,1080,1533,2076,2640,4242,6090
Minnesota,Kanabec County,16205,624,2430,3214,4242,4762,8060,10491
Minnesota,Kandiyohi County,42909,2170,6771,8873,11796,12764,19022,25783
Minnesota,Kittson County,4272,223,610,773,1036,1270,1902,2708
Minnesota,Koochiching County,12355,541,1976,2491,3088,3524,5848,7543
Minnesota,Lac qui Parle County,6645,196,823,1004,1578,1735,2925,4158
Minnesota,Lake County,10571,344,1145,1535,2370,2683,4138,5885
Minnesota,Lake of the Woods County,3747,183,466,701,987,1042,1944,2595
Minnesota,Le Sueur County,28425,1125,3023,3671,5327,5892,10442,14871
Minnesota,Lincoln County,5641,212,841,1129,1505,1623,2613,3657
Minnesota,Lyon County,25696,1146,4209,5175,7164,8184,12238,16102
Minnesota,McLeod County,35788,1010,4098,5359,7298,8547,14209,20750
Minnesota,Mahnomen County,5508,591,1582,1992,2519,2641,3576,4243
Minnesota,Marshall County,9353,205,1013,1334,1883,2220,4126,5663
Minnesota,Martin County,19737,1158,3374,4097,5100,5761,9572,12302
Minnesota,Meeker County,23149,483,2353,3569,4719,5381,9826,13957
Minnesota,Mille Lacs County,25963,1273,3876,4922,7325,7932,12711,17310
Minnesota,Morrison County,33119,1146,4714,6317,8567,9582,16072,21403
Minnesota,Mower County,39931,1684,7155,9132,11600,12729,20215,26569
Minnesota,Murray County,8247,159,925,1269,1679,1882,3512,4764
Minnesota,Nicollet County,34176,1270,3907,4872,6456,7000,12331,17882
Minnesota,Nobles County,21667,1115,4385,5336,7447,8253,12238,15044
Minnesota,Norman County,6466,319,849,1074,1625,1826,2898,4102
Minnesota,Olmsted County,156446,5743,16816,21486,27432,30169,51702,72387
Minnesota,Otter Tail County,58416,2162,7344,9909,13935,15561,25847,34916
Minnesota,Pennington County,14110,513,1901,2398,3157,3571,6233,8314
Minnesota,Pine County,29254,1326,4380,5635,7409,8306,13607,18280
Minnesota,Pipestone County,9163,447,1328,1919,2515,2875,4707,6109
Minnesota,Polk County,31384,1673,4950,6210,8045,8611,13659,18574
Minnesota,Pope County,11107,218,1235,1704,2248,2516,4419,6090
Minnesota,Ramsey County,546598,31256,94636,116118,145294,157558,237525,307910
Minnesota,Red Lake County,4005,140,538,731,942,999,1837,2480
Minnesota,Redwood County,15193,540,2193,2768,3951,4398,7111,9645
Minnesota,Renville County,14572,612,1937,2694,3540,3959,6900,9186
Minnesota,Rice County,66549,2864,7649,10148,13092,14248,23315,32604
Minnesota,Rock County,9386,333,1177,1527,2072,2292,3916,5762
Minnesota,Roseau County,15259,580,1521,2072,3141,3770,6395,9176
Minnesota,St. Louis County,199499,12788,34370,42088,52734,57909,88980,117174
Minnesota,Scott County,147201,3495,9826,12821,17736,20455,36706,55435
Minnesota,Sherburne County,96015,2208,6904,8970,12101,13935,28723,45138
Minnesota,Sibley County,14871,484,1519,2155,2941,3305,6281,9081
Minnesota,Stearns County,159788,7586,25591,30841,38336,41570,65069,92969
Minnesota,Steele County,36710,974,4390,6429,8033,8661,13910,20642
Minnesota,Stevens County,9770,796,1609,1875,2308,2403,4185,5556
Minnesota,Swift County,9329,394,1429,2039,2565,2770,4558,5882
Minnesota,Todd County,24603,1639,4312,5652,7585,8389,13143,17552
Minnesota,Traverse County,3282,98,509,569,792,855,1503,2130
Minnesota,Wabasha County,21564,630,2265,2942,3821,4364,8224,11761
Minnesota,Wadena County,13681,429,2872,3643,4585,4981,8097,9972
Minnesota,Waseca County,18658,678,2466,3224,4102,4724,7794,11238
Minnesota,Washington County,259072,5661,14455,20210,29256,34677,60879,96408
Minnesota,Watonwan County,10903,534,1939,2391,3022,3384,5329,7272
Minnesota,Wilkin County,6264,210,836,973,1564,1690,2843,3837
Minnesota,Winona County,50744,2753,8019,9647,12197,12885,20747,29474
Minnesota,Wright County,136387,3481,9279,12323,17195,19904,37968,64464
Minnesota,Yellow Medicine County,9775,257,1202,1805,2360,2800,4733,5886
Mississippi,Adams County,31103,4367,11077,12588,15020,15925,20703,23208
Mississippi,Alcorn County,37058,2581,9002,12265,15644,16978,22952,27257
Mississippi,Amite County,12341,1766,4385,4970,6241,6478,7788,9386
Mississippi,Attala County,18308,1723,5343,6553,8532,9008,11398,13773
Mississippi,Benton County,8275,708,2094,2221,2854,3044,5345,6942
Mississippi,Bolivar County,31253,4815,11724,13763,15410,15859,20849,23950
Mississippi,Calhoun County,14417,911,3931,4696,5735,6178,9361,11574
Mississippi,Carroll County,9972,471,2189,2848,3879,4071,5195,6798
Mississippi,Chickasaw County,17060,1351,4767,6234,8186,8519,11670,13718
Mississippi,Choctaw County,8206,366,1870,2243,3291,3424,4993,6037
Mississippi,Claiborne County,9042,1638,3686,4192,4680,4803,6716,7097
Mississippi,Clarke County,15612,1844,4008,4958,5953,6463,8732,11434
Mississippi,Clay County,19515,2385,6037,7262,9024,9941,13056,15151
Mississippi,Coahoma County,22685,3020,10162,11424,13219,13446,17091,18700
Mississippi,Copiah County,28339,2073,7341,8781,10473,10981,17014,21551
Mississippi,Covington County,18810,1727,5968,7328,8986,9423,11758,14943
Mississippi,DeSoto County,182256,7998,23253,29642,39566,45218,81690,108781
Mississippi,Forrest County,75162,7229,22616,26480,30401,32855,46308,53966
Mississippi,Franklin County,7716,532,2246,2853,3287,3666,5125,5852
