state,county,population,below50,below125,below150,below185,below200,below300,below400
South Dakota,Spink County,6438,196,606,797,1168,1448,2890,3932
South Dakota,Stanley County,3058,30,158,213,337,444,902,1564
South Dakota,Sully County,1278,69,181,200,236,253,489,713
South Dakota,Todd County,10308,3645,6622,7202,7722,7837,8773,9384
South Dakota,Tripp County,5448,521,1404,1524,1800,1887,3120,3792
South Dakota,Turner County,8325,381,1046,1462,2020,2171,3766,5353
South Dakota,Union County,15659,705,1596,2197,2982,3264,6111,8048
South Dakota,Walworth County,5431,248,808,906,1356,1491,2792,3581
South Dakota,Yankton County,22746,757,2790,3778,4848,5397,10031,13711
South Dakota,Ziebach County,2767,556,1322,1449,1612,1700,2007,2173
Tennessee,Anderson County,76513,4541,15389,18392,23783,26150,41195,51362
Tennessee,Bedford County,48937,2895,8336,11870,15913,17341,28061,36321
Tennessee,Benton County,16133,1239,3973,5063,6251,6692,9713,12505
Tennessee,Bledsoe County,14961,1128,3385,3833,5610,6286,8636,10734
Tennessee,Blount County,131641,5479,18015,24097,32349,36004,59365,80016
Tennessee,Bradley County,106924,6281,21027,25868,33315,35682,55404,71487
Tennessee,Campbell County,39818,2734,10611,12865,15465,16819,24254,30667
Tennessee,Cannon County,14374,1215,2892,3569,4382,4790,7550,9969
Tennessee,Carroll County,27841,1754,6182,7725,9373,10142,16142,19883
Tennessee,Carter County,56452,3591,13932,17055,21340,23005,33070,42881
Tennessee,Cheatham County,40539,2155,5928,7292,9456,10734,18413,25913
Tennessee,Chester County,17260,1029,2816,4085,5060,5327,9333,12267
Tennessee,Claiborne County,31827,3101,8566,10024,12930,14374,20815,24810
Tennessee,Clay County,7640,727,2549,3000,3589,3831,5309,6257
Tennessee,Cocke County,35797,3298,9752,12022,15974,17248,24318,28215
Tennessee,Coffee County,56024,3058,10123,13786,17414,19628,31914,39207
Tennessee,Crockett County,14310,946,3064,3965,5342,5835,8399,10729
Tennessee,Cumberland County,60016,2918,12230,16262,20669,23047,34171,42761
Tennessee,Davidson County,690540,42150,122913,151837,192238,209737,321572,416003
Tennessee,Decatur County,11663,712,2673,3839,4758,5197,7555,9194
Tennessee,DeKalb County,20104,1430,5139,5980,8155,8657,11845,14756
Tennessee,Dickson County,53289,2590,8696,10360,13528,15560,26452,35894
Tennessee,Dyer County,37201,2900,8796,10391,13479,14692,22587,27130
Tennessee,Fayette County,40612,2225,6835,8040,10691,12050,18852,24207
Tennessee,Fentress County,18405,564,4986,6328,7532,8117,12539,14908
Tennessee,Franklin County,41999,2883,7971,9912,13377,14803,22416,27438
Tennessee,Gibson County,49193,2882,10662,14241,18389,19621,28761,36059
Tennessee,Giles County,29403,1763,5091,6877,8815,9509,15582,19931
Tennessee,Grainger County,23268,1609,5279,6553,8510,9059,14026,17848
Tennessee,Greene County,69077,4293,15866,20697,26137,28069,40326,50697
Tennessee,Grundy County,13371,981,3260,4065,5004,5386,8535,10335
Tennessee,Hamblen County,64479,4648,13958,19561,24236,25840,38905,47915
Tennessee,Hamilton County,364718,20673,59783,74662,96297,106224,168514,216766
Tennessee,Hancock County,6568,961,2284,2746,3111,3465,4277,5025
Tennessee,Hardeman County,25247,1342,5740,7518,9347,9974,14498,16964
Tennessee,Hardin County,25665,1463,5861,7088,9514,10800,15946,18697
Tennessee,Hawkins County,56735,4136,13557,16192,20350,22755,33368,41625
Tennessee,Haywood County,17391,912,4609,5747,7222,7945,11178,13453
Tennessee,Henderson County,27956,2233,6291,8279,10632,11122,16523,21065
Tennessee,Henry County,32251,2040,7935,9799,12443,13285,18855,23403
Tennessee,Hickman County,25017,837,4449,5242,7681,8532,14538,17911
Tennessee,Houston County,8201,461,1484,1888,2896,3161,4828,5784
Tennessee,Humphreys County,18528,1087,3621,4558,6534,6896,10582,12827
Tennessee,Jackson County,11767,899,2712,3603,4350,5018,7201,9291
Tennessee,Jefferson County,54162,2808,9109,11712,16683,18171,28720,38144
Tennessee,Johnson County,17755,1696,4756,5891,7457,8063,10446,12298
Tennessee,Knox County,466184,26871,81269,99951,126246,139572,213626,278042
Tennessee,Lake County,7273,676,1532,1746,1921,2139,2923,3386
Tennessee,Lauderdale County,25689,1906,5986,7927,10295,10985,15408,18176
Tennessee,Lawrence County,43780,2750,10596,13394,16731,17979,27741,33544
Tennessee,Lewis County,12131,845,2802,3682,4601,5278,7755,9313
Tennessee,Lincoln County,34158,1531,5224,7047,9536,10767,16859,22457
Tennessee,Loudon County,53169,2519,7968,9378,13789,14775,24027,31909
Tennessee,McMinn County,53392,3755,11234,13987,19055,21157,31971,38131
Tennessee,McNairy County,25814,1240,6662,8379,10304,11167,16424,20473
Tennessee,Macon County,24208,1371,5762,6944,8947,9601,15827,18398
Tennessee,Madison County,97838,8111,22795,27330,33796,36021,54840,66210
Tennessee,Marion County,28639,1630,6543,7716,8805,9949,16042,20221
Tennessee,Marshall County,33708,2023,6675,8534,11109,12559,18165,23172
Tennessee,Maury County,94615,3628,12722,15767,22779,25681,45110,60694
Tennessee,Meigs County,12237,835,2337,2827,4125,4389,7194,9183
Tennessee,Monroe County,46413,3158,9917,13243,15843,17093,27463,35362
Tennessee,Montgomery County,204992,11151,32867,42504,55762,62993,105488,136873
Tennessee,Moore County,6396,197,829,1265,1732,1828,2879,4089
Tennessee,Morgan County,21538,1552,5408,6185,7645,8400,11476,13870
Tennessee,Obion County,30343,2200,7188,9695,12368,13252,19060,22627
Tennessee,Overton County,22171,1562,5482,7081,8796,9706,14579,17198
Tennessee,Perry County,8020,876,2168,2464,2911,3346,5425,6391
Tennessee,Pickett County,5068,373,1102,1539,1823,1929,2924,3461
Tennessee,Polk County,16807,709,3173,4130,5521,6164,9655,12073
Tennessee,Putnam County,78542,5697,18482,22573,28571,30825,44755,54824
Tennessee,Rhea County,32964,2211,7646,9413,12178,14057,19030,23622
Tennessee,Roane County,53331,2674,9956,11950,15478,16648,25951,34249
Tennessee,Robertson County,70982,3180,10277,13181,16731,18592,31540,44220
Tennessee,Rutherford County,324139,14354,43360,55493,72313,82116,144770,196197
Tennessee,Scott County,22020,1473,5744,8141,10821,11591,15054,18411
Tennessee,Sequatchie County,14936,1131,3597,4624,5896,6466,9118,11169
Tennessee,Sevier County,98007,4936,19185,24495,32818,36307,57136,70628
Tennessee,Shelby County,936611,82590,220408,263340,325500,355434,496275,617133
Tennessee,Smith County,19926,1187,3611,4967,6592,7216,11018,14058
Tennessee,Stewart County,13553,620,2444,2804,3496,3985,7425,9609
Tennessee,Sullivan County,157707,9738,31955,40053,52343,56699,87212,108583
Tennessee,Sumner County,187680,8873,23978,30685,39078,43154,73787,105732
Tennessee,Tipton County,61562,3464,9490,12420,16725,18100,29719,40235
Tennessee,Trousdale County,10910,273,1044,1545,2572,2590,4520,6049
Tennessee,Unicoi County,17821,1758,3967,5308,6458,6919,10628,13051
Tennessee,Union County,19678,1398,4398,5522,7378,8296,12222,15474
Tennessee,Van Buren County,5813,313,1246,1750,2014,2324,3670,4476
Tennessee,Warren County,40971,3076,10772,12798,15910,17452,26054,31618
Tennessee,Washington County,128874,8725,26640,32265,40440,43851,65956,83705
Tennessee,Wayne County,16638,1092,3093,4170,5291,5714,9255,10927
Tennessee,Weakley County,33377,2875,9071,10091,12379,13642,19639,23955
Tennessee,White County,27087,1502,5699,7841,10776,11749,17882,21341
Tennessee,Williamson County,232380,5076,15608,18598,25118,28570,51913,76969
Tennessee,Wilson County,140604,5966,15383,19003,24991,27382,51309,73591
Texas,Anderson County,57917,2496,8743,11255,17041,18694,27995,33693
Texas,Andrews County,18227,1406,2945,3796,4523,5254,8384,11737
Texas,Angelina County,87119,5587,20717,26699,33522,35979,51521,62730
Texas,Aransas County,24220,2769,6712,7376,9420,10543,13302,16768
Texas,Archer County,8754,433,1244,1673,2241,2512,3673,5076
Texas,Armstrong County,1950,38,154,240,406,430,607,1048
Texas,Atascosa County,50194,2116,8186,10581,15339,18404,28624,35749
Texas,Austin County,29892,1160,5403,6582,8285,8861,14509,18452
Texas,Bailey County,6916,283,1004,1228,2278,2453,4253,5506
Texas,Bandera County,22770,1348,4371,5038,6321,7002,10822,14000
Texas,Bastrop County,86839,3839,13437,16865,22768,26300,39789,52978
Texas,Baylor County,3560,193,653,762,1185,1330,2054,2620
Texas,Bee County,32609,2360,6322,7620,10188,11133,15279,18515
Texas,Bell County,355700,22035,68640,87250,111883,122271,187515,238586
Texas,Bexar County,1978826,130826,401170,502467,637097,697309,1045481,1323095
Texas,Blanco County,11733,447,1787,2253,2733,3048,4272,5880
Texas,Borden County,653,7,35,54,93,106,162,289
Texas,Bosque County,18428,682,3293,4322,5279,6009,10113,12407
Texas,Bowie County,93622,6924,19021,23053,28972,32167,47074,59591
Texas,Brazoria County,368062,12695,40538,52071,70802,76973,133480,184438
Texas,Brazos County,226370,28778,60850,68072,82576,88758,121285,147280
Texas,Brewster County,9231,611,2219,2372,2746,3069,4458,5596
Texas,Briscoe County,1348,73,380,479,627,671,899,984
Texas,Brooks County,7100,1243,2782,3224,3610,3849,4860,5477
Texas,Brown County,37805,2024,6597,8626,11735,12916,21020,25807
Texas,Burleson County,18237,901,2537,3291,3803,4517,8529,11177
Texas,Burnet County,47548,1173,7580,9780,12317,14166,21751,28217
Texas,Caldwell County,42817,3437,8107,11210,13639,14874,23404,29055
Texas,Calhoun County,21470,672,3070,4151,6400,7286,11888,14948
Texas,Callahan County,13959,766,2151,2802,4273,4826,7713,9768
Texas,Cameron County,422135,47956,145887,177765,210930,226532,301586,349202
Texas,Camp County,12938,1298,3109,3767,4746,5236,8449,9679
Texas,Carson County,5957,385,691,884,1227,1305,2090,2825
Texas,Cass County,30002,2093,6656,8829,10930,11595,17572,22309
Texas,Castro County,7561,590,1130,1754,3073,3216,4486,5317
Texas,Chambers County,42571,3036,6957,8333,9611,10187,14726,18994
Texas,Cherokee County,52341,2749,10708,14879,18534,19880,29424,36980
Texas,Childress County,7219,189,1149,1752,2030,2194,3181,3991
Texas,Clay County,10444,523,1489,1758,2622,2839,4734,6485
Texas,Cochran County,2860,342,976,1171,1394,1413,1841,2155
Texas,Coke County,3298,110,560,790,1032,1127,1726,2206
Texas,Coleman County,8281,524,1471,1946,2328,2764,5295,6464
Texas,Collin County,1006038,33852,86563,110482,146241,164630,280534,397928
Texas,Collingsworth County,2939,256,852,931,1418,1494,1985,2244
Texas,Colorado County,21357,1013,3518,5173,6386,7298,11015,13902
Texas,Comal County,148921,5309,15095,20897,26907,29821,49759,72016
Texas,Comanche County,13597,944,2320,2828,3823,4410,7255,9468
Texas,Concho County,3018,136,438,519,628,762,1068,1318
Texas,Cooke County,40428,1624,6707,7868,10352,11066,18594,24538
Texas,Coryell County,75576,2417,10184,13595,18290,20775,35140,44197
Texas,Cottle County,1624,160,442,647,860,869,1098,1230
Texas,Crane County,4739,93,402,636,1458,1568,2384,3267
Texas,Crockett County,3393,136,740,813,1060,1137,1886,2465
Texas,Crosby County,5753,466,1663,1968,2450,2606,3850,4703
Texas,Culberson County,2183,153,830,955,1079,1118,1773,1902
Texas,Dallam County,7272,237,1717,2643,3043,3072,4522,5067
Texas,Dallas County,2622634,157957,523794,663524,868710,946793,1412288,1741968
Texas,Dawson County,12849,863,3758,4399,5247,5504,7437,8441
Texas,Deaf Smith County,18617,1156,3636,5633,7636,7882,12022,15082
Texas,Delta County,5277,290,1096,1353,1517,1677,2681,3568
Texas,Denton County,861690,31365,84522,104957,139451,155280,264280,378098
Texas,DeWitt County,20217,860,4202,5180,6423,6883,9339,12993
Texas,Dickens County,2182,126,462,625,769,837,1249,1515
Texas,Dimmit County,10232,2005,4992,5444,6205,6647,7214,8234
Texas,Donley County,3317,208,576,631,780,890,1548,2025
Texas,Duval County,11194,1008,2851,3095,4189,4529,7075,8254
Texas,Eastland County,18289,1408,4175,5377,6901,7436,10318,12508
Texas,Ector County,162067,10056,26560,34342,44763,50240,78321,102742
Texas,Edwards County,1944,12,270,750,1001,1037,1508,1735
Texas,Ellis County,179484,6074,19732,25460,32912,37019,70683,99184
Texas,El Paso County,836915,61140,214369,271054,345161,374261,529442,636329
Texas,Erath County,42226,3555,8555,10406,11968,13240,19962,26753
Texas,Falls County,17281,1825,4790,5560,6436,6833,9686,11605
Texas,Fannin County,35046,1991,6066,7464,9950,10935,16327,21262
Texas,Fayette County,25247,928,3644,5119,6349,7068,11857,15950
Texas,Fisher County,3827,209,650,772,1198,1290,1930,2633
Texas,Floyd County,5782,312,1292,1586,2235,2380,3606,4508
Texas,Foard County,1207,67,139,371,540,573,681,844
Texas,Fort Bend County,790892,29981,78160,102290,139356,154340,255857,357566
Texas,Franklin County,10767,539,1159,1375,2284,2640,5349,6530
Texas,Freestone County,19744,901,3691,5074,6291,7101,9884,12367
Texas,Frio County,20013,492,4084,4461,5459,6010,9488,12154
Texas,Gaines County,21077,1677,3648,4699,6308,7401,11337,14568
Texas,Galveston County,337600,15310,48613,63464,79832,88389,129093,174102
Texas,Garza County,6028,304,1050,1178,1399,1499,2286,2936
Texas,Gillespie County,26668,1272,3768,4104,6463,7307,12603,16945
Texas,Glasscock County,1447,150,325,399,495,521,617,827
Texas,Goliad County,7578,264,1347,1842,2209,2414,3389,4522
Texas,Gonzales County,20828,933,3875,4992,6503,7379,11840,14856
Texas,Gray County,22063,1190,4770,5744,7005,7543,10673,13746
Texas,Grayson County,133527,7040,20470,26674,35829,39704,64843,87157
Texas,Gregg County,123633,8476,27893,35519,43494,48645,67614,82923
Texas,Grimes County,28447,1726,5266,6996,8376,8826,12985,15863
Texas,Guadalupe County,163030,6324,21866,26312,33543,37907,65666,94243
Texas,Hale County,33463,2147,7459,9239,12144,13497,19310,23559
Texas,Hall County,3025,225,797,1130,1530,1596,2160,2369
Texas,Hamilton County,8434,370,1915,2302,3116,3387,5009,5689
Texas,Hansford County,5431,161,1409,1527,1992,2145,3412,3880
Texas,Hardeman County,3958,303,792,985,1277,1528,2282,2950
Texas,Hardin County,57356,3050,9092,11474,14887,16558,27404,36072
Texas,Harris County,4680609,309455,960928,1193553,1513891,1647059,2408483,2999411
Texas,Harrison County,66547,5385,13794,18073,21408,23965,35504,46123
Texas,Hartley County,5588,153,392,491,994,1011,2057,2651
Texas,Haskell County,5711,415,1213,1569,1969,2148,3013,3868
Texas,Hays County,222827,13309,36156,43747,53889,60403,95854,128725
Texas,Hemphill County,3901,155,431,510,938,1129,1951,2678
Texas,Henderson County,81969,5716,19024,24030,31098,33042,47218,57679
Texas,Hidalgo County,861137,108325,313109,373091,442103,470583,614340,704480
Texas,Hill County,36109,1385,6125,8180,10673,11798,18573,23736
Texas,Hockley County,22986,1525,4565,6043,8139,9046,13266,16284
Texas,Hood County,60025,1851,7037,9374,12165,13551,22323,32344
Texas,Hopkins County,36708,1591,6803,8845,10961,12437,19489,24804
Texas,Houston County,22942,1590,5576,7225,8805,9386,12534,15561
Texas,Howard County,36213,2579,7035,8331,10443,11153,17168,21861
Texas,Hudspeth County,4687,331,1155,1515,2075,2481,3193,3375
Texas,Hunt County,96202,6161,18484,23191,30501,33243,50443,63207
Texas,Hutchinson County,21105,1251,3625,4364,5762,6158,10680,13395
Texas,Irion County,1553,139,223,243,332,372,684,942
Texas,Jack County,8888,582,1727,2120,2655,2872,4102,5115
Texas,Jackson County,14822,685,2673,3294,4241,4611,7350,9441
Texas,Jasper County,35562,2514,9609,11875,13880,14528,20720,25475
Texas,Jeff Davis County,2245,289,676,810,1052,1058,1302,1508
Texas,Jefferson County,253136,21783,56314,68421,84721,89947,132551,163777
Texas,Jim Hogg County,5187,600,1735,2045,2517,2668,3814,4204
Texas,Jim Wells County,40796,4962,10068,12650,15760,17583,24223,30009
Texas,Johnson County,171359,8593,22777,31867,46826,52255,82574,110801
Texas,Jones County,19874,588,2162,3088,3967,4228,6926,8881
Texas,Karnes County,15547,1344,2748,3381,3808,4155,5952,7860
Texas,Kaufman County,129792,6530,18994,23750,34982,37735,57591,77231
Texas,Kendall County,45491,1378,5352,5745,7745,8737,14523,20274
Texas,Kenedy County,391,3,36,145,145,180,339,391
Texas,Kent County,704,12,81,84,118,142,205,309
Texas,Kerr County,52195,2842,8864,10896,15260,16317,26171,33643
Texas,Kimble County,4375,301,898,1433,1704,1836,2364,2923
Texas,King County,279,101,128,132,143,149,233,256
Texas,Kinney County,3674,192,949,1161,1503,1503,1666,2022
Texas,Kleberg County,30725,4192,8644,9921,12151,12807,17437,21250
Texas,Knox County,3679,142,653,956,1332,1416,1946,2600
Texas,Lamar County,49705,4817,11540,14327,18555,19863,29273,35860
Texas,Lamb County,13018,1065,3506,4566,5481,5821,8759,10514
Texas,Lampasas County,21152,943,2913,4218,5241,5806,9914,13119
Texas,La Salle County,7551,547,1561,1630,2734,2747,3969,4909
Texas,Lavaca County,20072,803,2770,4180,5488,6018,9219,11780
Texas,Lee County,17174,963,2891,4171,5051,5223,8454,11351
Texas,Leon County,17325,892,4288,5310,6622,6943,9899,11874
Texas,Liberty County,86173,4693,16890,22079,27099,30278,45089,56390
Texas,Limestone County,23364,1787,5808,6982,9281,9956,14434,17629
Texas,Lipscomb County,3301,215,426,579,850,922,1495,2233
Texas,Live Oak County,12175,699,2814,3738,4171,4585,6145,7339
Texas,Llano County,21452,728,2361,4657,6001,6558,9983,12740
Texas,Loving County,117,0,0,0,0,0,33,107
Texas,Lubbock County,308392,27659,69580,85735,104528,113656,162929,201847
Texas,Lynn County,5886,351,1766,2047,2410,2458,3528,4188
Texas,McCulloch County,7970,436,1582,2023,2614,3130,4387,5636
Texas,McLennan County,254045,20408,59671,73711,93001,99662,140349,168831
Texas,McMullen County,724,13,176,217,225,243,383,518
Texas,Madison County,14329,368,1972,2349,3280,3580,5980,8032
Texas,Marion County,9987,737,2236,2985,4095,4437,6552,7634
Texas,Martin County,5676,113,792,1043,1551,1814,2424,3345
Texas,Mason County,4248,97,612,668,997,1140,1658,2298
Texas,Matagorda County,36791,3373,8849,11192,13692,14740,20890,25656
Texas,Maverick County,58098,5925,18927,23464,29059,32132,41214,48171
Texas,Medina County,50869,2194,6791,8410,10617,12767,21237,30054
Texas,Menard County,2108,121,314,428,590,689,1221,1374
Texas,Midland County,171238,7341,21211,25498,35116,38382,65176,89955
Texas,Milam County,24797,1337,4967,6589,8522,9011,13218,16885
Texas,Mills County,4877,191,710,986,1507,1627,2627,3340
Texas,Mitchell County,8256,150,875,1246,1418,1543,3722,4618
Texas,Montague County,19640,1356,3654,4594,6108,6641,9919,13048
Texas,Montgomery County,590188,20899,73231,94218,124053,135141,216290,292887
Texas,Moore County,21169,675,3111,4272,7084,7965,12765,16589
Texas,Morris County,12357,447,3060,3673,4526,5021,7418,9103
Texas,Motley County,1362,28,146,237,520,657,829,1022
Texas,Nacogdoches County,65080,7100,17878,21184,25093,26966,37492,44306
Texas,Navarro County,49475,2661,10857,13967,18433,20031,29113,35068
Texas,Newton County,13788,1253,4212,4939,5726,6122,9117,10534
Texas,Nolan County,14901,1110,3563,4628,5887,6432,9212,11233
Texas,Nueces County,362151,23277,73729,93401,118299,128564,193362,240434
Texas,Ochiltree County,9907,311,2349,3065,4074,4605,6059,7824
Texas,Oldham County,2110,66,240,303,370,456,775,1052
Texas,Orange County,83776,5387,14602,17925,21128,23260,36970,49278
Texas,Palo Pinto County,28792,1789,5632,7274,9381,10370,15361,19898
Texas,Panola County,23186,1506,4559,5873,8614,9164,12590,16023
Texas,Parker County,138447,4513,15014,20458,26946,29548,49879,69571
Texas,Parmer County,9639,410,1724,2502,2883,3290,5395,6706
Texas,Pecos County,15725,1018,3207,3581,5155,5352,7670,9625
Texas,Polk County,50155,3762,10305,12593,16558,19006,27426,34095
Texas,Potter County,118323,8719,31761,39154,48687,53947,74674,87627
Texas,Presidio County,6808,663,3036,4032,4480,4508,5119,5615
Texas,Rains County,12001,558,1909,2405,3670,3781,5785,8245
Texas,Randall County,136005,5114,17790,22349,30214,32473,54297,75525
Texas,Reagan County,3766,117,722,806,1244,1458,1984,2651
Texas,Real County,3429,257,1053,1167,1357,1471,1897,2590
Texas,Red River County,12115,1016,3016,3761,4303,4906,7353,8932
Texas,Reeves County,15546,1117,3182,4098,4966,5213,8077,10211
Texas,Refugio County,7015,535,1514,1731,2196,2558,3937,5033
Texas,Roberts County,784,31,109,115,168,173,364,510
Texas,Robertson County,17094,890,3507,4363,5827,6339,9395,11594
Texas,Rockwall County,101175,1441,5924,7857,10496,12306,25053,40813
Texas,Runnels County,10280,554,1716,2525,3470,4029,5886,7179
Texas,Rusk County,53988,2991,8449,10999,15185,16769,27899,33828
Texas,Sabine County,10470,919,2874,3373,4087,4382,5784,7490
Texas,San Augustine County,8260,1014,2281,2895,3451,3592,5172,6119
Texas,San Jacinto County,28574,1270,6556,7896,10075,10908,15786,19805
Texas,San Patricio County,66969,4228,15296,18692,23252,25288,36272,46250
Texas,San Saba County,6004,380,1245,1589,2061,2113,3329,3939
Texas,Schleicher County,2898,272,659,743,793,1053,1694,2051
Texas,Scurry County,16918,358,2838,4035,4793,5286,8063,10579
Texas,Shackelford County,3291,218,476,605,894,973,1770,2191
Texas,Shelby County,25263,2764,6984,8574,10129,11053,16863,19375
Texas,Sherman County,3046,124,447,535,971,1144,1795,2042
Texas,Smith County,230184,14226,40541,52554,66516,74023,114362,149096
Texas,Somervell County,8958,448,1652,1879,2157,2191,3700,5009
Texas,Starr County,64032,8167,27541,32134,36775,38908,49130,54519
Texas,Stephens County,9358,713,2293,2502,3342,3584,5255,6569
Texas,Sterling County,1274,4,195,258,409,424,711,837
Texas,Stonewall County,1412,68,304,366,421,470,853,1097
Texas,Sutton County,3793,356,628,857,1033,1156,2014,2585
Texas,Swisher County,7403,639,2316,2922,3463,3789,4884,5662
Texas,Tarrant County,2077153,99470,322129,412276,536402,591732,946122,1229234
Texas,Taylor County,137521,7837,26975,32081,40404,46667,70405,89504
Texas,Terrell County,903,6,237,256,319,332,607,704
Texas,Terry County,12408,635,3662,4566,5440,5567,7882,8738
Texas,Throckmorton County,1500,115,407,434,524,571,847,1088
Texas,Titus County,32709,1590,7676,10081,14034,15037,21566,25366
Texas,Tom Green County,118645,5902,18905,24013,31422,35063,57080,76295
Texas,Travis County,1250884,70599,176905,219434,280029,306218,471090,627352
Texas,Trinity County,14689,1518,3389,4513,5411,5964,8954,10818
Texas,Tyler County,21524,1226,4499,5266,6394,6959,10597,13432
Texas,Upshur County,41386,2556,9695,11204,13632,14174,22247,27737
Texas,Upton County,3651,191,570,695,1059,1158,1846,2653
Texas,Uvalde County,26899,2411,7317,8918,11807,12960,17694,20744
Texas,Val Verde County,49018,3786,14214,17043,19814,21158,30778,36705
Texas,Van Zandt County,55970,2972,10054,12993,17069,19154,27579,37339
Texas,Victoria County,92044,5551,18215,21989,27576,31504,45607,59494
Texas,Walker County,72295,7931,14161,17842,22199,24325,33513,42725
Texas,Waller County,53626,3479,9379,10625,14301,15403,26340,32010
Texas,Ward County,11745,790,1676,2887,3521,4151,6079,8268
Texas,Washington County,35275,1431,5712,6907,8415,9786,16238,21321
Texas,Webb County,274847,29558,85024,103476,126499,136638,185178,218248
Texas,Wharton County,41672,2395,8111,11619,14599,15728,22053,29104
Texas,Wheeler County,5187,343,1266,1539,1934,2065,2959,3722
Texas,Wichita County,132154,9852,26115,31928,41319,45390,66433,83789
Texas,Wilbarger County,12717,1023,3347,4938,5494,5703,8112,9652
Texas,Willacy County,21419,2154,7123,8690,10827,11196,14817,16639
Texas,Williamson County,570437,14154,49738,63254,85460,97821,180434,258658
Texas,Wilson County,50110,2480,6851,8473,11719,13255,20866,27224
Texas,Winkler County,7822,244,1144,1372,2339,2646,4382,5129
Texas,Wise County,67884,2629,9939,13009,16910,19580,30320,39811
Texas,Wood County,45054,2025,7486,9289,12676,13944,21638,28594
Texas,Yoakum County,8612,353,1067,1739,2331,2394,4120,5377
Texas,Young County,17961,1001,3527,4403,5418,5623,8722,11582
Texas,Zapata County,14243,2278,5459,6496,7827,8081,10149,11934
Texas,Zavala County,11930,1928,5451,6494,7154,7165,8461,10152
Utah,Beaver County,6594,123,666,752,1253,1439,3231,4585
Utah,Box Elder County,54953,1559,6464,9915,13260,15165,27574,37717
Utah,Cache County,126336,7516,25129,31658,40232,43603,71637,90949
Utah,Carbon County,20401,1313,3966,5269,6682,7477,11878,15011
Utah,Daggett County,590,17,24,24,31,43,131,267
Utah,Davis County,350761,7815,26532,36148,52591,59862,127340,196514
Utah,Duchesne County,19950,1323,3654,4504,5842,6539,11237,14284
Utah,Emery County,10099,397,1625,2087,2411,2930,5495,7195
Utah,Garfield County,5000,366,1011,1203,1866,1985,2897,3643
Utah,Grand County,9698,866,1626,1950,3145,3810,5344,6556
Utah,Iron County,53148,4157,11906,16361,19084,20834,31099,39917
Utah,Juab County,11623,582,1842,2185,3288,3545,6034,7939
Utah,Kane County,7658,444,1400,1652,2248,2612,3754,5313
Utah,Millard County,12963,371,2241,2927,3535,3764,6936,9195
Utah,Morgan County,11950,162,535,911,1400,1574,3805,5980
Utah,Piute County,1870,140,552,655,865,947,1315,1536
Utah,Rich County,2415,51,324,423,696,726,1363,1564
Utah,Salt Lake County,1146215,44258,135794,175761,240466,268131,470434,652819
Utah,San Juan County,15295,1653,4131,4875,5760,6258,9109,11698
Utah,Sanpete County,30421,1786,5598,7073,9368,10399,16445,20308
Utah,Sevier County,21475,1234,3772,4984,7150,7686,12102,15408
Utah,Summit County,41680,1244,2344,3418,4943,5645,11462,16515
Utah,Tooele County,69740,1907,6552,10181,14284,16499,32624,44295
Utah,Uintah County,35736,2317,6747,9190,11399,12805,20314,25995
Utah,Utah County,621506,28726,82462,107232,148625,165112,289195,394607
Utah,Wasatch County,33053,602,2720,3201,4697,5490,13270,19099
Utah,Washington County,172127,6295,24517,32424,42948,49112,82724,112471
Utah,Wayne County,2698,153,449,583,914,959,1745,2064
Utah,Weber County,255284,9434,29943,38703,54526,64633,116198,162639
Vermont,Addison County,36947,1115,3507,4530,6137,7031,12453,17811
Vermont,Bennington County,35649,1907,5345,6731,8327,9346,14956,20676
Vermont,Caledonia County,30027,1636,4853,6137,8151,9405,14912,19690
Vermont,Chittenden County,163414,8010,21987,26625,33279,36216,55681,74211
Vermont,Essex County,6179,357,1278,1526,1868,2104,3530,4424
Vermont,Franklin County,49275,2219,6348,7944,10390,11897,20751,29721
Vermont,Grand Isle County,7075,253,702,831,1163,1267,2282,3484
Vermont,Lamoille County,25376,1465,3805,4704,6248,6836,11290,15111
Vermont,Orange County,28873,1211,3978,5126,6815,7527,12453,17159
Vermont,Orleans County,26843,1336,4377,5755,7773,8707,13184,17252
Vermont,Rutland County,58527,2259,8467,10349,13880,15816,25747,35367
Vermont,Washington County,58336,3021,8288,10177,13407,15010,23730,32004
Vermont,Windham County,42628,2136,7523,9574,11762,12940,20487,26386
Vermont,Windsor County,55191,2189,6832,9179,12006,13741,22345,30140
Virginia,Accomack County,32560,2450,8922,10406,12960,14190,19249,23652
Virginia,Albemarle County,108819,3988,9508,12005,16585,18348,31095,45690
Virginia,Alleghany County,15030,1378,2932,3471,4444,4951,8179,10676
Virginia,Amelia County,12970,517,1585,2725,3696,3942,5685,7713
Virginia,Amherst County,31782,1496,4435,6277,8128,8635,15262,20019
Virginia,Appomattox County,15814,1010,2688,3283,4440,4747,7977,10736
Virginia,Arlington County,236434,7996,20183,24272,30617,32694,50890,68529
Virginia,Augusta County,75754,2647,8441,11597,15943,18290,31090,43333
Virginia,Bath County,4248,270,1073,1339,1553,1575,1766,2664
Virginia,Bedford County,78965,2842,8758,11169,16246,18433,32272,44138
Virginia,Bland County,6334,197,821,974,1382,1658,2903,3487
Virginia,Botetourt County,33440,878,3017,4158,5659,6430,10877,16269
Virginia,Brunswick County,16336,831,3428,4173,5304,6303,8756,10203
